data,hora,temperatura_celsius,umidade_ar_%,direcao_vento_graus
2024-08-01,00:00:00,17.73,86.5,177.2
2024-08-01,03:00:00,10.91,80.5,157.4
2024-08-01,06:00:00,10.83,78.0,203.4
2024-08-01,09:00:00,23.06,73.8,167.4
2024-08-01,12:00:00,20.65,62.5,151.4
2024-08-01,15:00:00,19.22,64.8,202.9
2024-08-01,18:00:00,17.77,81.4,193.1
2024-08-01,21:00:00,8.7,81.9,189.5
2024-08-02,00:00:00,11.77,83.4,150.9
2024-08-02,03:00:00,16.09,94.8,178.3
2024-08-02,06:00:00,16.68,81.3,178.7
2024-08-02,09:00:00,16.95,70.7,192.0
2024-08-02,12:00:00,17.57,65.9,177.0
2024-08-02,15:00:00,18.66,70.6,217.1
2024-08-02,18:00:00,13.47,73.0,155.6
2024-08-02,21:00:00,9.62,85.6,164.7
2024-08-03,00:00:00,9.94,79.8,204.8
2024-08-03,03:00:00,14.08,77.6,222.6
2024-08-03,06:00:00,14.19,80.8,196.9
2024-08-03,09:00:00,14.76,74.4,162.1
2024-08-03,12:00:00,25.4,74.4,207.3
2024-08-03,15:00:00,19.3,58.2,165.1
2024-08-03,18:00:00,12.62,80.2,215.4
2024-08-03,21:00:00,13.56,77.7,161.5
2024-08-04,00:00:00,13.27,83.1,193.8
2024-08-04,03:00:00,13.4,83.5,171.1
2024-08-04,06:00:00,17.38,87.7,148.4
2024-08-04,09:00:00,20.09,72.3,141.8
2024-08-04,12:00:00,18.55,82.3,133.6
2024-08-04,15:00:00,14.96,78.0,215.8
2024-08-04,18:00:00,14.96,86.4,218.7
2024-08-04,21:00:00,12.65,73.6,194.7
2024-08-05,00:00:00,15.68,73.1,226.9
2024-08-05,03:00:00,19.21,82.9,196.6
2024-08-05,06:00:00,19.91,87.8,164.9
2024-08-05,09:00:00,14.04,78.2,215.1
2024-08-05,12:00:00,21.1,71.0,172.1
2024-08-05,15:00:00,16.24,67.7,218.0
2024-08-05,18:00:00,15.34,78.1,180.0
2024-08-05,21:00:00,8.17,91.7,208.2
2024-08-06,00:00:00,8.08,83.1,230.4
2024-08-06,03:00:00,9.88,80.2,209.4
2024-08-06,06:00:00,14.43,76.6,150.2
2024-08-06,09:00:00,16.47,74.6,206.3
2024-08-06,12:00:00,23.17,74.9,210.5
2024-08-06,15:00:00,21.98,73.3,200.2
2024-08-06,18:00:00,19.86,68.4,170.1
2024-08-06,21:00:00,19.81,95.3,199.1
2024-08-07,00:00:00,14.45,87.1,184.4
2024-08-07,03:00:00,12.18,70.1,241.8
2024-08-07,06:00:00,16.99,82.0,193.1
2024-08-07,09:00:00,19.51,69.6,194.9
