data,hora,temperatura_celsius,umidade_ar_%,direcao_vento_graus
2025-07-01,00:00:00,14.36,91.7,175.9
2025-07-01,03:00:00,11.96,85.7,199.6
2025-07-01,06:00:00,9.33,74.2,207.8
2025-07-01,09:00:00,9.74,73.9,214.9
2025-07-01,12:00:00,17.04,75.7,166.5
2025-07-01,15:00:00,17.41,75.7,193.5
2025-07-01,18:00:00,13.69,67.6,194.7
2025-07-01,21:00:00,12.66,84.3,261.6
2025-07-02,00:00:00,13.15,87.9,181.6
2025-07-02,03:00:00,13.75,68.6,245.7
2025-07-02,06:00:00,15.08,79.4,248.3
2025-07-02,09:00:00,17.41,79.3,211.5
2025-07-02,12:00:00,14.27,74.1,212.7
2025-07-02,15:00:00,16.52,74.3,152.2
2025-07-02,18:00:00,17.1,72.0,190.5
2025-07-02,21:00:00,10.01,87.0,196.3
2025-07-03,00:00:00,12.06,74.5,178.2
2025-07-03,03:00:00,12.19,82.7,216.5
2025-07-03,06:00:00,14.81,78.1,183.8
2025-07-03,09:00:00,17.07,73.5,211.3
2025-07-03,12:00:00,14.5,72.7,230.3
2025-07-03,15:00:00,12.83,75.6,190.8
2025-07-03,18:00:00,11.7,74.9,204.7
2025-07-03,21:00:00,14.56,99,181.7
2025-07-04,00:00:00,10.9,88.8,168.2
2025-07-04,03:00:00,13.23,87.4,218.0
2025-07-04,06:00:00,15.84,75.6,173.0
2025-07-04,09:00:00,20.18,78.2,221.2
2025-07-04,12:00:00,17.18,77.7,179.9
2025-07-04,15:00:00,20.17,86.7,217.3
2025-07-04,18:00:00,12.24,81.4,187.3
2025-07-04,21:00:00,15.94,82.0,217.7
2025-07-05,00:00:00,13.07,97.6,195.9
2025-07-05,03:00:00,8.44,87.0,190.0
2025-07-05,06:00:00,13.86,87.2,219.3
2025-07-05,09:00:00,17.0,78.5,205.4
2025-07-05,12:00:00,13.11,67.4,184.3
2025-07-05,15:00:00,17.05,76.9,184.7
2025-07-05,18:00:00,13.48,83.0,155.3
2025-07-05,21:00:00,16.53,84.9,160.3
2025-07-06,00:00:00,9.27,91.6,175.2
2025-07-06,03:00:00,14.67,72.8,195.4
2025-07-06,06:00:00,11.59,86.2,158.3
2025-07-06,09:00:00,10.25,82.8,167.2
2025-07-06,12:00:00,14.89,71.7,197.8
2025-07-06,15:00:00,16.07,69.2,219.6
2025-07-06,18:00:00,16.36,81.2,193.4
2025-07-06,21:00:00,13.27,83.4,228.7
2025-07-07,00:00:00,13.08,86.2,198.6
2025-07-07,03:00:00,13.48,85.1,172.4
2025-07-07,06:00:00,14.74,74.8,203.4
2025-07-07,09:00:00,15.03,74.5,206.7
2025-07-07,12:00:00,14.89,71.4,200.1
2025-07-07,15:00:00,17.89,79.7,199.6
2025-07-07,18:00:00,14.85,80.8,180.3
2025-07-07,21:00:00,13.16,90.2,196.1
2025-07-08,00:00:00,11.75,82.1,245.0
2025-07-08,03:00:00,9.25,86.2,210.0
2025-07-08,06:00:00,8.68,91.1,220.7
2025-07-08,09:00:00,17.15,78.5,198.3
2025-07-08,12:00:00,11.33,68.0,170.9
2025-07-08,15:00:00,12.94,75.0,210.1
2025-07-08,18:00:00,10.7,87.3,185.7
2025-07-08,21:00:00,12.16,76.0,203.3
2025-07-09,00:00:00,8.36,85.9,206.8
2025-07-09,03:00:00,11.78,82.0,239.4
2025-07-09,06:00:00,14.48,73.3,190.3
2025-07-09,09:00:00,17.06,74.1,184.4
2025-07-09,12:00:00,17.75,75.1,189.1
2025-07-09,15:00:00,17.33,80.2,178.4
2025-07-09,18:00:00,14.82,72.0,198.7
2025-07-09,21:00:00,13.31,79.9,234.9
2025-07-10,00:00:00,8.65,83.3,265.4
2025-07-10,03:00:00,14.1,81.4,212.9
2025-07-10,06:00:00,11.85,72.4,193.8
2025-07-10,09:00:00,16.36,77.0,228.9
2025-07-10,12:00:00,19.27,71.6,167.4
2025-07-10,15:00:00,15.69,80.1,188.7
2025-07-10,18:00:00,14.72,83.2,199.5
2025-07-10,21:00:00,8.17,85.5,202.2
2025-07-11,00:00:00,11.62,79.5,191.6
2025-07-11,03:00:00,15.85,93.6,171.7
2025-07-11,06:00:00,11.19,85.4,237.9
2025-07-11,09:00:00,19.19,80.8,235.3
2025-07-11,12:00:00,21.27,74.4,155.9
2025-07-11,15:00:00,9.79,71.8,239.9
2025-07-11,18:00:00,10.22,75.2,205.7
2025-07-11,21:00:00,10.34,93.6,243.6
2025-07-12,00:00:00,10.1,87.5,196.4
2025-07-12,03:00:00,14.04,88.4,191.0
2025-07-12,06:00:00,11.46,74.6,167.6
2025-07-12,09:00:00,17.3,69.3,205.0
2025-07-12,12:00:00,17.14,70.9,174.0
2025-07-12,15:00:00,15.07,83.5,229.6
2025-07-12,18:00:00,15.53,75.9,197.8
2025-07-12,21:00:00,12.26,88.5,178.5
2025-07-13,00:00:00,12.5,88.6,217.0
2025-07-13,03:00:00,16.67,85.4,169.5
2025-07-13,06:00:00,14.98,79.0,215.5
2025-07-13,09:00:00,15.66,65.4,194.2
2025-07-13,12:00:00,15.5,70.0,206.8
2025-07-13,15:00:00,19.93,73.4,242.4
2025-07-13,18:00:00,17.3,78.5,285.1
2025-07-13,21:00:00,13.59,73.4,210.0
2025-07-14,00:00:00,11.93,90.6,204.2
2025-07-14,03:00:00,16.62,86.0,188.0
2025-07-14,06:00:00,16.13,75.4,183.1
2025-07-14,09:00:00,17.89,77.0,148.2
2025-07-14,12:00:00,18.25,64.7,214.9
2025-07-14,15:00:00,12.35,83.4,197.7
2025-07-14,18:00:00,17.86,76.2,224.7
2025-07-14,21:00:00,13.03,86.1,178.5
2025-07-15,00:00:00,12.74,87.0,189.5
2025-07-15,03:00:00,8.51,80.6,181.6
2025-07-15,06:00:00,12.41,77.5,173.3
2025-07-15,09:00:00,17.71,71.6,199.0
2025-07-15,12:00:00,14.98,63.3,206.1
2025-07-15,15:00:00,22.03,84.9,190.5
2025-07-15,18:00:00,16.57,83.4,168.4
2025-07-15,21:00:00,11.65,74.7,186.9
2025-07-16,00:00:00,13.32,79.4,159.8
2025-07-16,03:00:00,12.97,80.1,202.8
2025-07-16,06:00:00,11.7,74.1,239.4
2025-07-16,09:00:00,15.66,80.4,180.9
2025-07-16,12:00:00,18.98,77.9,169.6
2025-07-16,15:00:00,16.21,74.7,185.7
2025-07-16,18:00:00,12.41,73.0,166.3
2025-07-16,21:00:00,13.36,81.6,175.2
2025-07-17,00:00:00,11.64,76.0,211.5
2025-07-17,03:00:00,16.09,69.8,195.1
2025-07-17,06:00:00,15.9,85.5,190.0
