data,hora,temperatura_celsius,temperatura_fahrenheit,temperatura_kelvin,velocidade_vento_ms,velocidade_vento_kmh,velocidade_vento_mph,direcao_vento_graus,direcao_vento_radianos
2024-09-01,00:00:00,14.11,57.4,287.26,3.32,11.95,7.43,181.5,3.167773
2024-09-01,03:00:00,20.85,69.53,294.0,4.29,15.44,9.6,180.1,3.143338
2024-09-01,06:00:00,18.32,64.98,291.47,4.4,15.84,9.84,173.0,3.01942
2024-09-01,09:00:00,19.95,67.91,293.1,3.43,12.35,7.67,184.2,3.214896
2024-09-01,12:00:00,14.06,57.31,287.21,5.06,18.22,11.32,190.8,3.330088
2024-09-01,15:00:00,21.89,71.4,295.04,3.12,11.23,6.98,161.3,2.815216
2024-09-01,18:00:00,15.43,59.77,288.58,7.45,26.82,16.67,167.8,2.928662
2024-09-01,21:00:00,19.64,67.35,292.79,6.02,21.67,13.47,118.7,2.071706
2024-09-02,00:00:00,9.27,48.69,282.42,7.42,26.71,16.6,156.4,2.729695
2024-09-02,03:00:00,21.7,71.06,294.85,4.46,16.06,9.98,162.8,2.841396
2024-09-02,06:00:00,21.01,69.82,294.16,4.95,17.82,11.07,177.3,3.094469
2024-09-02,09:00:00,12.13,53.83,285.28,1.71,6.16,3.83,140.1,2.445206
2024-09-02,12:00:00,17.69,63.84,290.84,3.64,13.1,8.14,193.7,3.380703
2024-09-02,15:00:00,19.59,67.26,292.74,3.4,12.24,7.61,198.7,3.467969
2024-09-02,18:00:00,15.65,60.17,288.8,4.81,17.32,10.76,187.7,3.275983
2024-09-02,21:00:00,19.81,67.66,292.96,3.65,13.14,8.16,142.0,2.478368
2024-09-03,00:00:00,19.59,67.26,292.74,4.68,16.85,10.47,185.8,3.242822
2024-09-03,03:00:00,13.49,56.28,286.64,2.17,7.81,4.85,178.2,3.110177
2024-09-03,06:00:00,22.48,72.46,295.63,6.95,25.02,15.55,153.0,2.670354
2024-09-03,09:00:00,20.16,68.29,293.31,5.38,19.37,12.03,183.6,3.204425
2024-09-03,12:00:00,21.39,70.5,294.54,6.81,24.52,15.23,151.3,2.640683
2024-09-03,15:00:00,19.38,66.88,292.53,5.31,19.12,11.88,183.4,3.200934
2024-09-03,18:00:00,18.45,65.21,291.6,4.14,14.9,9.26,203.4,3.55
2024-09-03,21:00:00,19.26,66.67,292.41,6.89,24.8,15.41,224.4,3.916519
2024-09-04,00:00:00,18.46,65.23,291.61,4.61,16.6,10.31,135.8,2.370157
2024-09-04,03:00:00,9.04,48.27,282.19,5.48,19.73,12.26,223.3,3.89732
2024-09-04,06:00:00,12.21,53.98,285.36,4.01,14.44,8.97,163.9,2.860595
2024-09-04,09:00:00,23.15,73.67,296.3,6.01,21.64,13.44,136.8,2.38761
2024-09-04,12:00:00,18.7,65.66,291.85,4.86,17.5,10.87,179.2,3.12763
2024-09-04,15:00:00,20.83,69.49,293.98,5.41,19.48,12.1,147.9,2.581342
2024-09-04,18:00:00,26.72,80.1,299.87,3.15,11.34,7.05,188.6,3.291691
2024-09-04,21:00:00,17.22,63.0,290.37,4.28,15.41,9.57,158.3,2.762856
2024-09-05,00:00:00,18.13,64.63,291.28,5.7,20.52,12.75,175.9,3.070034
2024-09-05,03:00:00,13.85,56.93,287.0,6.09,21.92,13.62,148.7,2.595305
2024-09-05,06:00:00,16.38,61.48,289.53,3.76,13.54,8.41,169.3,2.954842
2024-09-05,09:00:00,22.63,72.73,295.78,5.74,20.66,12.84,178.5,3.115413
2024-09-05,12:00:00,22.19,71.94,295.34,3.51,12.64,7.85,149.9,2.616249
2024-09-05,15:00:00,18.23,64.81,291.38,4.37,15.73,9.78,186.1,3.248058
2024-09-05,18:00:00,21.43,70.57,294.58,4.39,15.8,9.82,152.8,2.666863
2024-09-05,21:00:00,20.28,68.5,293.43,3.81,13.72,8.52,153.1,2.672099
2024-09-06,00:00:00,20.32,68.58,293.47,4.54,16.34,10.16,161.8,2.823943
2024-09-06,03:00:00,16.33,61.39,289.48,5.17,18.61,11.56,171.0,2.984513
2024-09-06,06:00:00,15.14,59.25,288.29,4.98,17.93,11.14,160.1,2.794272
2024-09-06,09:00:00,20.11,68.2,293.26,3.96,14.26,8.86,170.3,2.972296
2024-09-06,12:00:00,25.72,78.3,298.87,4.54,16.34,10.16,191.8,3.347542
2024-09-06,15:00:00,23.51,74.32,296.66,4.27,15.37,9.55,206.2,3.598869
2024-09-06,18:00:00,20.83,69.49,293.98,3.54,12.74,7.92,168.9,2.947861
2024-09-06,21:00:00,16.17,61.11,289.32,4.42,15.91,9.89,115.8,2.021091
2024-09-07,00:00:00,13.48,56.26,286.63,3.17,11.41,7.09,159.1,2.776819
2024-09-07,03:00:00,18.28,64.9,291.43,5.64,20.3,12.62,213.6,3.728023
2024-09-07,06:00:00,16.94,62.49,290.09,4.2,15.12,9.4,170.0,2.96706
2024-09-07,09:00:00,20.44,68.79,293.59,3.85,13.86,8.61,165.2,2.883284
2024-09-07,12:00:00,21.71,71.08,294.86,3.18,11.45,7.11,145.9,2.546435
2024-09-07,15:00:00,17.91,64.24,291.06,4.29,15.44,9.6,129.8,2.265437
2024-09-07,18:00:00,14.0,57.2,287.15,3.82,13.75,8.55,210.5,3.673918
2024-09-07,21:00:00,17.08,62.74,290.23,2.39,8.6,5.35,196.8,3.434808
2024-09-08,00:00:00,14.26,57.67,287.41,1.43,5.15,3.2,167.3,2.919936
2024-09-08,03:00:00,15.93,60.67,289.08,3.71,13.36,8.3,175.3,3.059562
