data,hora,temperatura_celsius,temperatura_fahrenheit,temperatura_kelvin,velocidade_vento_ms,velocidade_vento_kmh,velocidade_vento_mph,direcao_vento_graus,direcao_vento_radianos
2026-04-01,00:00:00,15.42,59.76,288.57,3.78,13.61,8.46,205.9,3.593633
2026-04-01,03:00:00,17.86,64.15,291.01,5.7,20.52,12.75,178.6,3.117158
2026-04-01,06:00:00,21.44,70.59,294.59,2.46,8.86,5.5,181.1,3.160791
2026-04-01,09:00:00,18.64,65.55,291.79,2.69,9.68,6.02,145.9,2.546435
2026-04-01,12:00:00,22.67,72.81,295.82,2.9,10.44,6.49,127.5,2.225295
2026-04-01,15:00:00,22.33,72.19,295.48,3.89,14.0,8.7,167.4,2.921681
2026-04-01,18:00:00,17.51,63.52,290.66,1.71,6.16,3.83,158.1,2.759366
2026-04-01,21:00:00,18.48,65.26,291.63,3.82,13.75,8.55,154.6,2.698279
2026-04-02,00:00:00,16.85,62.33,290.0,4.51,16.24,10.09,175.5,3.063053
2026-04-02,03:00:00,15.72,60.3,288.87,5.48,19.73,12.26,165.8,2.893756
2026-04-02,06:00:00,19.11,66.4,292.26,1.84,6.62,4.12,142.1,2.480113
2026-04-02,09:00:00,26.61,79.9,299.76,4.04,14.54,9.04,146.2,2.551671
2026-04-02,12:00:00,18.95,66.11,292.1,6.37,22.93,14.25,177.7,3.10145
2026-04-02,15:00:00,21.59,70.86,294.74,2.71,9.76,6.06,190.2,3.319616
2026-04-02,18:00:00,19.05,66.29,292.2,3.8,13.68,8.5,144.8,2.527237
2026-04-02,21:00:00,22.4,72.32,295.55,1.58,5.69,3.53,166.3,2.902483
2026-04-03,00:00:00,19.98,67.96,293.13,3.68,13.25,8.23,218.8,3.81878
2026-04-03,03:00:00,18.38,65.08,291.53,3.13,11.27,7.0,200.6,3.50113
2026-04-03,06:00:00,19.46,67.03,292.61,4.74,17.06,10.6,183.3,3.199189
2026-04-03,09:00:00,19.05,66.29,292.2,3.92,14.11,8.77,143.3,2.501057
2026-04-03,12:00:00,24.17,75.51,297.32,4.22,15.19,9.44,204.0,3.560472
2026-04-03,15:00:00,25.14,77.25,298.29,4.38,15.77,9.8,171.1,2.986258
2026-04-03,18:00:00,22.68,72.82,295.83,5.01,18.04,11.21,146.7,2.560398
2026-04-03,21:00:00,23.54,74.37,296.69,4.89,17.6,10.94,167.1,2.916445
2026-04-04,00:00:00,21.41,70.54,294.56,1.85,6.66,4.14,138.2,2.412045
2026-04-04,03:00:00,25.4,77.72,298.55,2.09,7.52,4.68,71.1,1.240929
2026-04-04,06:00:00,22.5,72.5,295.65,5.82,20.95,13.02,146.0,2.548181
2026-04-04,09:00:00,17.29,63.12,290.44,3.44,12.38,7.7,199.6,3.483677
2026-04-04,12:00:00,24.19,75.54,297.34,4.63,16.67,10.36,153.9,2.686062
2026-04-04,15:00:00,22.61,72.7,295.76,1.57,5.65,3.51,192.9,3.36674
2026-04-04,18:00:00,28.1,82.58,301.25,2.35,8.46,5.26,182.1,3.178245
2026-04-04,21:00:00,18.18,64.72,291.33,3.39,12.2,7.58,160.3,2.797763
2026-04-05,00:00:00,18.02,64.44,291.17,2.72,9.79,6.08,142.0,2.478368
2026-04-05,03:00:00,19.05,66.29,292.2,1.11,4.0,2.48,203.4,3.55
2026-04-05,06:00:00,24.64,76.35,297.79,2.41,8.68,5.39,171.4,2.991494
2026-04-05,09:00:00,24.88,76.78,298.03,3.95,14.22,8.84,136.3,2.378884
2026-04-05,12:00:00,21.88,71.38,295.03,3.8,13.68,8.5,146.0,2.548181
2026-04-05,15:00:00,23.46,74.23,296.61,5.55,19.98,12.42,203.3,3.548254
2026-04-05,18:00:00,17.12,62.82,290.27,3.99,14.36,8.93,149.7,2.612758
2026-04-05,21:00:00,20.43,68.77,293.58,5.4,19.44,12.08,161.4,2.816961
2026-04-06,00:00:00,18.43,65.17,291.58,3.63,13.07,8.12,197.6,3.448771
2026-04-06,03:00:00,24.81,76.66,297.96,1.9,6.84,4.25,163.8,2.858849
2026-04-06,06:00:00,25.71,78.28,298.86,4.3,15.48,9.62,146.7,2.560398
2026-04-06,09:00:00,22.35,72.23,295.5,4.98,17.93,11.14,222.1,3.876376
2026-04-06,12:00:00,27.04,80.67,300.19,3.37,12.13,7.54,150.9,2.633702
2026-04-06,15:00:00,25.36,77.65,298.51,4.11,14.8,9.19,156.0,2.722714
2026-04-06,18:00:00,19.61,67.3,292.76,4.09,14.72,9.15,171.3,2.989749
2026-04-06,21:00:00,17.59,63.66,290.74,3.94,14.18,8.81,144.5,2.522001
2026-04-07,00:00:00,27.05,80.69,300.2,5.28,19.01,11.81,165.6,2.890265
2026-04-07,03:00:00,20.55,68.99,293.7,3.02,10.87,6.76,170.7,2.979277
2026-04-07,06:00:00,20.47,68.85,293.62,2.49,8.96,5.57,144.4,2.520255
2026-04-07,09:00:00,26.32,79.38,299.47,3.84,13.82,8.59,139.7,2.438225
