data,hora,temperatura_celsius,temperatura_fahrenheit,temperatura_kelvin,velocidade_vento_ms,velocidade_vento_kmh,velocidade_vento_mph,direcao_vento_graus,direcao_vento_radianos
2024-02-01,00:00:00,21.65,70.97,294.8,4.53,16.31,10.13,107.5,1.876229
2024-02-01,03:00:00,21.18,70.12,294.33,2.7,9.72,6.04,95.4,1.665044
2024-02-01,06:00:00,27.41,81.34,300.56,2.1,7.56,4.7,133.2,2.324779
2024-02-01,09:00:00,27.91,82.24,301.06,2.36,8.5,5.28,117.8,2.055998
2024-02-01,12:00:00,28.82,83.88,301.97,2.58,9.29,5.77,111.3,1.942551
2024-02-01,15:00:00,30.02,86.04,303.17,4.13,14.87,9.24,116.6,2.035054
2024-02-01,18:00:00,26.54,79.77,299.69,4.65,16.74,10.4,107.1,1.869248
2024-02-01,21:00:00,23.42,74.16,296.57,3.85,13.86,8.61,96.0,1.675516
2024-02-02,00:00:00,23.11,73.6,296.26,4.29,15.44,9.6,114.8,2.003638
2024-02-02,03:00:00,24.12,75.42,297.27,3.24,11.66,7.25,75.2,1.312488
2024-02-02,06:00:00,28.36,83.05,301.51,4.17,15.01,9.33,145.6,2.541199
2024-02-02,09:00:00,27.21,80.98,300.36,2.48,8.93,5.55,145.1,2.532473
2024-02-02,12:00:00,32.13,89.83,305.28,3.26,11.74,7.29,143.9,2.511529
2024-02-02,15:00:00,31.16,88.09,304.31,5.75,20.7,12.86,77.3,1.34914
2024-02-02,18:00:00,30.0,86.0,303.15,3.9,14.04,8.72,83.8,1.462586
2024-02-02,21:00:00,21.1,69.98,294.25,5.08,18.29,11.36,143.7,2.508038
2024-02-03,00:00:00,16.38,61.48,289.53,3.91,14.08,8.75,109.3,1.907645
2024-02-03,03:00:00,21.87,71.37,295.02,0.76,2.74,1.7,133.8,2.335251
2024-02-03,06:00:00,23.26,73.87,296.41,2.38,8.57,5.32,129.1,2.25322
2024-02-03,09:00:00,24.13,75.43,297.28,3.7,13.32,8.28,112.5,1.963495
2024-02-03,12:00:00,29.29,84.72,302.44,6.28,22.61,14.05,63.0,1.099557
2024-02-03,15:00:00,27.48,81.46,300.63,2.83,10.19,6.33,87.2,1.521927
2024-02-03,18:00:00,24.16,75.49,297.31,2.91,10.48,6.51,74.0,1.291544
2024-02-03,21:00:00,28.88,83.98,302.03,1.83,6.59,4.09,121.5,2.120575
2024-02-04,00:00:00,24.28,75.7,297.43,5.76,20.74,12.88,117.4,2.049017
2024-02-04,03:00:00,30.75,87.35,303.9,5.72,20.59,12.8,91.6,1.598722
2024-02-04,06:00:00,29.25,84.65,302.4,4.35,15.66,9.73,79.4,1.385791
2024-02-04,09:00:00,24.34,75.81,297.49,3.62,13.03,8.1,107.9,1.88321
2024-02-04,12:00:00,33.7,92.66,306.85,5.33,19.19,11.92,133.9,2.336996
2024-02-04,15:00:00,32.24,90.03,305.39,3.17,11.41,7.09,103.3,1.802925
2024-02-04,18:00:00,28.72,83.7,301.87,5.31,19.12,11.88,105.4,1.839577
2024-02-04,21:00:00,25.43,77.77,298.58,2.27,8.17,5.08,59.5,1.038471
2024-02-05,00:00:00,23.06,73.51,296.21,3.74,13.46,8.37,136.8,2.38761
2024-02-05,03:00:00,23.97,75.15,297.12,5.94,21.38,13.29,95.1,1.659808
2024-02-05,06:00:00,26.89,80.4,300.04,6.82,24.55,15.26,112.9,1.970477
2024-02-05,09:00:00,29.45,85.01,302.6,5.81,20.92,13.0,146.5,2.556907
2024-02-05,12:00:00,32.28,90.1,305.43,3.4,12.24,7.61,76.1,1.328196
2024-02-05,15:00:00,25.11,77.2,298.26,3.85,13.86,8.61,67.2,1.172861
2024-02-05,18:00:00,21.63,70.93,294.78,3.31,11.92,7.4,106.5,1.858776
2024-02-05,21:00:00,25.55,77.99,298.7,3.81,13.72,8.52,76.1,1.328196
2024-02-06,00:00:00,25.95,78.71,299.1,3.04,10.94,6.8,137.3,2.396337
