data,hora,temperatura_celsius,velocidade_vento_ms,direcao_vento_graus
2026-11-01,00:00:00,22.3,4.6,121.4
2026-11-01,03:00:00,21.48,3.61,116.2
2026-11-01,06:00:00,19.84,3.69,137.1
2026-11-01,09:00:00,25.88,2.58,113.4
2026-11-01,12:00:00,23.98,2.82,129.5
2026-11-01,15:00:00,24.16,3.56,132.3
2026-11-01,18:00:00,22.76,3.28,105.3
2026-11-01,21:00:00,20.36,3.63,128.7
2026-11-02,00:00:00,13.93,4.42,104.6
2026-11-02,03:00:00,27.37,0.47,106.5
2026-11-02,06:00:00,24.36,5.3,78.5
2026-11-02,09:00:00,22.83,1.06,127.3
2026-11-02,12:00:00,23.04,3.74,122.5
2026-11-02,15:00:00,23.38,4.21,100.0
2026-11-02,18:00:00,25.54,3.15,147.8
2026-11-02,21:00:00,19.8,2.38,130.1
2026-11-03,00:00:00,18.5,2.69,134.4
2026-11-03,03:00:00,24.71,3.79,145.1
2026-11-03,06:00:00,21.88,2.95,99.8
2026-11-03,09:00:00,26.55,3.67,156.7
2026-11-03,12:00:00,26.38,4.21,127.0
2026-11-03,15:00:00,27.59,3.14,49.0
2026-11-03,18:00:00,27.0,4.39,109.5
2026-11-03,21:00:00,22.91,4.25,85.1
2026-11-04,00:00:00,21.69,5.13,125.9
2026-11-04,03:00:00,23.5,2.51,79.6
2026-11-04,06:00:00,23.05,0.41,137.2
2026-11-04,09:00:00,26.66,4.43,50.4
2026-11-04,12:00:00,25.61,4.64,165.5
2026-11-04,15:00:00,27.81,4.19,94.0
2026-11-04,18:00:00,26.01,2.5,125.7
2026-11-04,21:00:00,21.04,4.55,103.7
2026-11-05,00:00:00,25.56,3.08,100.1
2026-11-05,03:00:00,22.56,4.2,81.3
2026-11-05,06:00:00,27.69,5.7,125.6
2026-11-05,09:00:00,26.57,3.92,98.1
2026-11-05,12:00:00,28.17,2.18,96.3
2026-11-05,15:00:00,27.4,3.1,109.1
2026-11-05,18:00:00,25.03,3.04,143.3
2026-11-05,21:00:00,18.61,5.12,92.9
2026-11-06,00:00:00,21.72,1.25,75.1
2026-11-06,03:00:00,27.43,4.07,99.4
2026-11-06,06:00:00,23.56,4.48,100.0
2026-11-06,09:00:00,23.17,4.13,115.9
2026-11-06,12:00:00,23.36,3.89,150.8
2026-11-06,15:00:00,26.58,3.53,128.2
2026-11-06,18:00:00,27.78,1.06,145.5
2026-11-06,21:00:00,24.73,1.07,111.2
2026-11-07,00:00:00,21.11,3.26,97.7
2026-11-07,03:00:00,22.19,4.36,76.2
2026-11-07,06:00:00,23.07,3.5,140.7
2026-11-07,09:00:00,25.13,3.49,122.8
2026-11-07,12:00:00,24.7,2.3,114.3
2026-11-07,15:00:00,21.16,4.63,119.8
2026-11-07,18:00:00,27.35,2.99,89.9
2026-11-07,21:00:00,21.79,4.33,104.3
2026-11-08,00:00:00,22.14,3.8,125.2
2026-11-08,03:00:00,23.16,4.64,119.5
2026-11-08,06:00:00,23.67,0.1,158.4
2026-11-08,09:00:00,23.51,4.18,101.7
2026-11-08,12:00:00,28.92,4.3,96.1
2026-11-08,15:00:00,25.25,4.84,96.6
2026-11-08,18:00:00,22.44,3.89,89.8
2026-11-08,21:00:00,19.47,2.84,177.4
2026-11-09,00:00:00,20.37,0.91,75.5
2026-11-09,03:00:00,25.61,3.46,164.7
2026-11-09,06:00:00,26.31,5.08,107.5
2026-11-09,09:00:00,23.98,2.37,116.1
2026-11-09,12:00:00,21.5,4.74,46.0
2026-11-09,15:00:00,27.79,3.63,88.3
2026-11-09,18:00:00,22.6,2.94,123.5
2026-11-09,21:00:00,25.63,2.1,153.4
2026-11-10,00:00:00,22.08,1.88,109.7
2026-11-10,03:00:00,16.96,3.86,129.5
2026-11-10,06:00:00,24.66,2.34,134.3
2026-11-10,09:00:00,29.17,2.52,88.3
2026-11-10,12:00:00,27.29,1.69,82.8
2026-11-10,15:00:00,24.54,2.39,139.5
2026-11-10,18:00:00,20.99,2.21,113.1
2026-11-10,21:00:00,20.75,3.39,121.2
2026-11-11,00:00:00,22.25,3.38,81.7
2026-11-11,03:00:00,19.59,5.24,161.2
2026-11-11,06:00:00,21.9,4.46,135.9
