data,hora,temperatura_celsius,umidade_ar_%,direcao_vento_graus
2024-03-01,00:00:00,20.14,77.4,145.2
2024-03-01,03:00:00,20.55,82.4,151.7
2024-03-01,06:00:00,23.56,76.7,139.8
2024-03-01,09:00:00,27.09,66.3,171.8
2024-03-01,12:00:00,30.75,70.5,155.2
2024-03-01,15:00:00,26.38,74.2,180.8
2024-03-01,18:00:00,26.67,74.0,149.0
2024-03-01,21:00:00,23.19,89.1,154.0
2024-03-02,00:00:00,22.81,81.1,135.1
2024-03-02,03:00:00,24.52,83.1,124.0
2024-03-02,06:00:00,24.92,76.2,163.8
2024-03-02,09:00:00,30.79,79.9,162.2
2024-03-02,12:00:00,27.54,81.1,177.0
2024-03-02,15:00:00,29.87,67.3,138.5
2024-03-02,18:00:00,26.06,79.5,130.7
2024-03-02,21:00:00,26.23,81.2,174.1
2024-03-03,00:00:00,21.46,85.2,174.7
2024-03-03,03:00:00,24.2,90.9,149.5
2024-03-03,06:00:00,27.45,82.7,188.9
2024-03-03,09:00:00,26.21,75.7,184.5
2024-03-03,12:00:00,24.92,71.7,151.2
2024-03-03,15:00:00,26.89,73.7,123.2
2024-03-03,18:00:00,34.45,76.6,137.3
2024-03-03,21:00:00,21.92,83.4,148.8
2024-03-04,00:00:00,18.61,84.9,194.9
2024-03-04,03:00:00,23.45,97.1,139.8
2024-03-04,06:00:00,20.69,73.8,169.8
2024-03-04,09:00:00,26.01,77.4,130.3
2024-03-04,12:00:00,26.65,83.7,130.9
2024-03-04,15:00:00,28.96,66.5,167.8
2024-03-04,18:00:00,25.31,77.8,133.9
2024-03-04,21:00:00,23.17,89.6,156.6
2024-03-05,00:00:00,19.68,87.9,145.3
2024-03-05,03:00:00,27.55,93.5,86.2
2024-03-05,06:00:00,22.16,66.5,164.8
2024-03-05,09:00:00,28.76,77.2,129.0
2024-03-05,12:00:00,28.2,72.1,155.3
2024-03-05,15:00:00,27.79,70.0,163.1
2024-03-05,18:00:00,24.94,85.6,155.1
2024-03-05,21:00:00,22.8,90.9,156.1
2024-03-06,00:00:00,23.55,87.1,177.2
2024-03-06,03:00:00,20.92,79.0,169.3
2024-03-06,06:00:00,25.01,81.0,193.8
2024-03-06,09:00:00,29.02,70.1,143.8
2024-03-06,12:00:00,30.42,66.6,166.6
2024-03-06,15:00:00,25.35,82.1,137.5
2024-03-06,18:00:00,26.52,83.0,142.3
2024-03-06,21:00:00,20.84,89.0,130.2
2024-03-07,00:00:00,24.98,81.1,172.4
2024-03-07,03:00:00,19.93,83.5,156.8
2024-03-07,06:00:00,21.39,84.9,113.4
2024-03-07,09:00:00,27.83,76.5,205.1
2024-03-07,12:00:00,26.46,63.7,165.5
2024-03-07,15:00:00,27.52,73.6,161.2
2024-03-07,18:00:00,28.31,84.8,163.5
2024-03-07,21:00:00,21.37,85.2,148.6
2024-03-08,00:00:00,21.19,94.9,168.2
2024-03-08,03:00:00,22.62,80.7,196.8
2024-03-08,06:00:00,20.64,73.2,115.6
2024-03-08,09:00:00,28.53,83.4,165.2
2024-03-08,12:00:00,32.15,64.8,122.3
2024-03-08,15:00:00,25.38,79.3,142.5
2024-03-08,18:00:00,23.36,78.3,126.8
2024-03-08,21:00:00,24.53,82.6,133.3
2024-03-09,00:00:00,23.57,82.0,129.2
2024-03-09,03:00:00,24.68,74.7,168.0
2024-03-09,06:00:00,29.49,99,123.9
2024-03-09,09:00:00,25.17,82.1,148.8
2024-03-09,12:00:00,25.13,68.4,146.0
2024-03-09,15:00:00,23.95,70.1,97.6
2024-03-09,18:00:00,25.21,65.4,139.7
2024-03-09,21:00:00,25.54,81.9,129.2
2024-03-10,00:00:00,23.99,73.1,142.7
2024-03-10,03:00:00,23.87,83.7,143.3
2024-03-10,06:00:00,23.61,90.6,165.9
2024-03-10,09:00:00,29.46,74.4,111.6
2024-03-10,12:00:00,24.63,66.1,131.0
2024-03-10,15:00:00,27.77,70.9,189.3
2024-03-10,18:00:00,25.77,65.9,137.9
2024-03-10,21:00:00,25.2,89.8,123.7
2024-03-11,00:00:00,26.32,89.6,185.0
2024-03-11,03:00:00,23.17,80.1,153.7
2024-03-11,06:00:00,23.41,81.0,211.7
2024-03-11,09:00:00,24.43,68.2,138.6
2024-03-11,12:00:00,27.83,69.6,155.3
2024-03-11,15:00:00,28.0,73.2,144.9
2024-03-11,18:00:00,26.79,72.6,191.7
2024-03-11,21:00:00,26.2,88.4,107.0
2024-03-12,00:00:00,19.81,98.5,159.3
2024-03-12,03:00:00,20.98,87.2,173.7
2024-03-12,06:00:00,21.52,78.9,120.3
2024-03-12,09:00:00,26.37,58.6,149.6
2024-03-12,12:00:00,27.2,67.5,160.3
2024-03-12,15:00:00,28.16,73.6,136.4
2024-03-12,18:00:00,28.69,76.1,166.3
2024-03-12,21:00:00,20.84,84.1,119.1
2024-03-13,00:00:00,19.39,76.1,156.8
2024-03-13,03:00:00,24.8,81.9,117.5
2024-03-13,06:00:00,24.83,76.7,134.0
2024-03-13,09:00:00,26.63,85.8,141.8
2024-03-13,12:00:00,26.08,63.5,126.3
2024-03-13,15:00:00,27.26,55.9,143.3
2024-03-13,18:00:00,22.59,70.1,115.7
2024-03-13,21:00:00,22.66,87.6,187.1
2024-03-14,00:00:00,25.1,88.1,160.8
2024-03-14,03:00:00,24.99,87.8,176.3
2024-03-14,06:00:00,24.81,76.6,134.7
2024-03-14,09:00:00,27.97,67.9,156.4
2024-03-14,12:00:00,29.47,74.0,178.7
2024-03-14,15:00:00,27.25,65.5,125.4
2024-03-14,18:00:00,23.28,79.5,190.6
2024-03-14,21:00:00,25.75,85.1,105.6
2024-03-15,00:00:00,24.71,92.9,158.5
2024-03-15,03:00:00,22.26,85.9,152.4
2024-03-15,06:00:00,22.78,77.8,175.1
2024-03-15,09:00:00,31.16,80.0,159.4
2024-03-15,12:00:00,31.1,73.4,146.4
2024-03-15,15:00:00,27.04,72.5,152.9
2024-03-15,18:00:00,27.41,67.6,139.0
2024-03-15,21:00:00,24.86,83.9,188.2
2024-03-16,00:00:00,22.27,86.9,134.1
2024-03-16,03:00:00,21.83,99,145.6
2024-03-16,06:00:00,27.47,85.6,184.5
2024-03-16,09:00:00,31.26,67.3,101.0
2024-03-16,12:00:00,27.56,74.4,123.0
2024-03-16,15:00:00,27.6,79.2,131.1
2024-03-16,18:00:00,25.81,78.0,142.5
2024-03-16,21:00:00,20.84,87.4,172.8
2024-03-17,00:00:00,27.59,96.3,110.5
2024-03-17,03:00:00,23.59,88.6,174.6
2024-03-17,06:00:00,23.73,78.1,137.4
2024-03-17,09:00:00,29.22,72.0,178.7
2024-03-17,12:00:00,27.6,80.2,142.2
2024-03-17,15:00:00,28.8,71.1,154.0
2024-03-17,18:00:00,26.86,82.6,137.4
2024-03-17,21:00:00,18.25,78.3,79.2
2024-03-18,00:00:00,22.1,85.4,151.5
2024-03-18,03:00:00,20.99,78.7,116.6
2024-03-18,06:00:00,25.35,82.3,190.8
2024-03-18,09:00:00,26.02,81.3,181.7
2024-03-18,12:00:00,26.05,69.8,132.8
2024-03-18,15:00:00,22.77,67.1,157.0
2024-03-18,18:00:00,22.8,80.7,142.6
2024-03-18,21:00:00,28.47,76.7,118.2
2024-03-19,00:00:00,21.3,91.0,124.7
2024-03-19,03:00:00,21.35,79.4,120.5
2024-03-19,06:00:00,25.58,84.3,136.7
2024-03-19,09:00:00,25.33,64.5,125.8
2024-03-19,12:00:00,34.09,72.9,176.0
2024-03-19,15:00:00,28.73,75.7,146.3
2024-03-19,18:00:00,22.57,67.9,118.9
2024-03-19,21:00:00,23.51,89.3,131.5
2024-03-20,00:00:00,23.48,73.7,221.2
2024-03-20,03:00:00,20.59,85.2,116.2
2024-03-20,06:00:00,25.33,78.7,127.5
2024-03-20,09:00:00,30.18,89.2,168.9
2024-03-20,12:00:00,30.6,69.1,195.1
2024-03-20,15:00:00,25.53,77.5,159.4
2024-03-20,18:00:00,24.1,82.3,144.5
2024-03-20,21:00:00,22.05,84.3,132.7
2024-03-21,00:00:00,20.56,86.8,167.2
2024-03-21,03:00:00,25.3,85.4,108.7
2024-03-21,06:00:00,25.0,87.3,159.6
2024-03-21,09:00:00,30.93,73.8,125.9
2024-03-21,12:00:00,29.99,75.8,157.7
2024-03-21,15:00:00,28.73,68.6,98.9
2024-03-21,18:00:00,24.66,94.5,157.6
2024-03-21,21:00:00,24.43,81.9,116.5
2024-03-22,00:00:00,22.66,80.3,162.6
2024-03-22,03:00:00,23.28,77.3,96.8
2024-03-22,06:00:00,24.61,83.1,132.2
2024-03-22,09:00:00,26.11,72.0,197.3
2024-03-22,12:00:00,32.23,68.8,163.0
2024-03-22,15:00:00,27.7,86.9,140.1
2024-03-22,18:00:00,24.82,65.8,145.4
2024-03-22,21:00:00,18.74,84.5,127.1
2024-03-23,00:00:00,23.72,74.4,177.2
2024-03-23,03:00:00,22.63,87.2,187.0
2024-03-23,06:00:00,25.18,83.4,133.2
2024-03-23,09:00:00,23.74,78.0,135.3
2024-03-23,12:00:00,31.2,85.0,159.5
2024-03-23,15:00:00,23.87,68.6,166.3
2024-03-23,18:00:00,24.36,70.3,111.8
2024-03-23,21:00:00,23.55,78.4,184.5
2024-03-24,00:00:00,22.89,98.6,142.3
2024-03-24,03:00:00,22.23,80.2,135.5
2024-03-24,06:00:00,21.71,73.4,130.0
2024-03-24,09:00:00,29.5,79.0,155.7
2024-03-24,12:00:00,28.16,65.5,150.3
2024-03-24,15:00:00,29.57,77.4,145.6
2024-03-24,18:00:00,21.14,84.5,183.3
2024-03-24,21:00:00,21.78,77.6,156.0
2024-03-25,00:00:00,23.49,87.0,141.7
2024-03-25,03:00:00,22.63,69.6,133.8
2024-03-25,06:00:00,22.8,72.2,150.3
2024-03-25,09:00:00,27.04,77.8,178.3
2024-03-25,12:00:00,29.67,57.9,119.6
2024-03-25,15:00:00,24.94,78.8,119.2
2024-03-25,18:00:00,27.35,90.6,166.0
2024-03-25,21:00:00,25.16,77.2,140.0
2024-03-26,00:00:00,23.6,76.7,163.7
2024-03-26,03:00:00,26.16,77.8,160.0
2024-03-26,06:00:00,24.87,85.1,167.1
2024-03-26,09:00:00,24.79,73.4,182.9
2024-03-26,12:00:00,25.88,65.4,168.5
2024-03-26,15:00:00,28.48,68.4,160.8
2024-03-26,18:00:00,27.16,76.9,117.1
2024-03-26,21:00:00,24.98,74.4,137.4
2024-03-27,00:00:00,18.74,89.3,123.1
2024-03-27,03:00:00,22.94,67.6,118.7
2024-03-27,06:00:00,28.73,78.6,156.6
2024-03-27,09:00:00,28.11,68.4,156.3
2024-03-27,12:00:00,28.18,69.1,181.5
2024-03-27,15:00:00,29.2,80.2,126.8
2024-03-27,18:00:00,20.02,87.8,182.4
2024-03-27,21:00:00,19.59,76.4,153.5
2024-03-28,00:00:00,17.82,88.2,166.9
2024-03-28,03:00:00,21.84,78.6,163.5
2024-03-28,06:00:00,24.61,76.0,177.4
2024-03-28,09:00:00,22.98,75.5,143.1
2024-03-28,12:00:00,23.64,68.8,201.0
2024-03-28,15:00:00,29.68,71.9,126.6
2024-03-28,18:00:00,25.75,74.1,141.9
2024-03-28,21:00:00,22.48,87.8,118.5
2024-03-29,00:00:00,24.34,88.4,160.8
2024-03-29,03:00:00,23.68,89.8,201.3
2024-03-29,06:00:00,24.12,73.6,127.0
2024-03-29,09:00:00,21.21,63.0,116.2
2024-03-29,12:00:00,29.2,64.0,130.2
2024-03-29,15:00:00,25.91,73.8,129.3
2024-03-29,18:00:00,21.79,72.7,133.6
2024-03-29,21:00:00,24.27,85.0,119.0
2024-03-30,00:00:00,20.8,87.3,154.6
2024-03-30,03:00:00,23.55,93.3,114.9
2024-03-30,06:00:00,21.6,80.1,169.0
2024-03-30,09:00:00,27.51,67.8,152.6
2024-03-30,12:00:00,29.56,68.6,172.4
2024-03-30,15:00:00,26.57,79.3,185.0
2024-03-30,18:00:00,24.0,84.6,160.7
2024-03-30,21:00:00,22.41,74.9,189.2
2024-03-31,00:00:00,19.92,94.7,208.7
2024-03-31,03:00:00,23.72,84.9,141.5
2024-03-31,06:00:00,26.26,87.8,136.4
2024-03-31,09:00:00,24.11,73.6,157.4
2024-03-31,12:00:00,29.21,78.0,163.3
2024-03-31,15:00:00,19.24,74.8,168.4
2024-03-31,18:00:00,21.21,73.5,178.7
2024-03-31,21:00:00,23.58,99,131.4
