data,hora,temperatura_celsius,temperatura_fahrenheit,temperatura_kelvin,velocidade_vento_ms,velocidade_vento_kmh,velocidade_vento_mph,direcao_vento_graus,direcao_vento_radianos
2025-02-01,00:00:00,25.35,77.63,298.5,1.53,5.51,3.42,144.6,2.523746
2025-02-01,03:00:00,30.64,87.15,303.79,5.3,19.08,11.86,69.2,1.207768
2025-02-01,06:00:00,25.11,77.2,298.26,0.45,1.62,1.01,132.0,2.303835
2025-02-01,09:00:00,22.78,73.0,295.93,3.51,12.64,7.85,115.0,2.007129
2025-02-01,12:00:00,35.06,95.11,308.21,3.88,13.97,8.68,155.7,2.717478
2025-02-01,15:00:00,27.98,82.36,301.13,6.26,22.54,14.0,105.0,1.832596
2025-02-01,18:00:00,31.94,89.49,305.09,5.1,18.36,11.41,68.6,1.197296
2025-02-01,21:00:00,28.36,83.05,301.51,5.61,20.2,12.55,125.9,2.19737
2025-02-02,00:00:00,24.91,76.84,298.06,4.58,16.49,10.25,73.4,1.281072
2025-02-02,03:00:00,20.93,69.67,294.08,5.15,18.54,11.52,128.1,2.235767
2025-02-02,06:00:00,23.03,73.45,296.18,3.51,12.64,7.85,120.4,2.101376
2025-02-02,09:00:00,28.47,83.25,301.62,3.3,11.88,7.38,112.7,1.966986
2025-02-02,12:00:00,30.45,86.81,303.6,1.71,6.16,3.83,101.0,1.762783
2025-02-02,15:00:00,27.52,81.54,300.67,2.24,8.06,5.01,117.8,2.055998
2025-02-02,18:00:00,25.74,78.33,298.89,5.31,19.12,11.88,125.7,2.193879
2025-02-02,21:00:00,29.65,85.37,302.8,1.46,5.26,3.27,99.5,1.736603
2025-02-03,00:00:00,20.39,68.7,293.54,4.68,16.85,10.47,97.6,1.703441
2025-02-03,03:00:00,27.74,81.93,300.89,4.32,15.55,9.66,91.2,1.59174
2025-02-03,06:00:00,23.96,75.13,297.11,5.28,19.01,11.81,144.2,2.516765
2025-02-03,09:00:00,25.96,78.73,299.11,4.92,17.71,11.01,58.4,1.019272
2025-02-03,12:00:00,27.7,81.86,300.85,4.34,15.62,9.71,80.0,1.396263
2025-02-03,15:00:00,29.55,85.19,302.7,6.41,23.08,14.34,96.9,1.691224
2025-02-03,18:00:00,22.39,72.3,295.54,4.4,15.84,9.84,93.3,1.628392
2025-02-03,21:00:00,21.17,70.11,294.32,4.0,14.4,8.95,95.7,1.67028
2025-02-04,00:00:00,28.11,82.6,301.26,4.18,15.05,9.35,105.7,1.844813
2025-02-04,03:00:00,21.68,71.02,294.83,4.97,17.89,11.12,105.9,1.848304
2025-02-04,06:00:00,27.83,82.09,300.98,6.0,21.6,13.42,118.7,2.071706
2025-02-04,09:00:00,34.35,93.83,307.5,2.67,9.61,5.97,131.5,2.295108
2025-02-04,12:00:00,28.44,83.19,301.59,2.24,8.06,5.01,112.5,1.963495
2025-02-04,15:00:00,29.87,85.77,303.02,3.94,14.18,8.81,100.4,1.752311
2025-02-04,18:00:00,28.3,82.94,301.45,4.33,15.59,9.69,125.7,2.193879
2025-02-04,21:00:00,24.54,76.17,297.69,4.09,14.72,9.15,98.3,1.715659
2025-02-05,00:00:00,27.02,80.64,300.17,3.69,13.28,8.25,132.5,2.312561
2025-02-05,03:00:00,27.53,81.55,300.68,5.19,18.68,11.61,127.5,2.225295
2025-02-05,06:00:00,27.07,80.73,300.22,3.46,12.46,7.74,104.3,1.820378
2025-02-05,09:00:00,31.24,88.23,304.39,4.51,16.24,10.09,127.7,2.228785
2025-02-05,12:00:00,34.99,94.98,308.14,1.83,6.59,4.09,126.2,2.202606
2025-02-05,15:00:00,32.27,90.09,305.42,2.77,9.97,6.2,123.4,2.153736
2025-02-05,18:00:00,33.42,92.16,306.57,4.46,16.06,9.98,107.1,1.869248
2025-02-05,21:00:00,27.79,82.02,300.94,4.95,17.82,11.07,95.0,1.658063
2025-02-06,00:00:00,22.89,73.2,296.04,5.99,21.56,13.4,88.3,1.541126
2025-02-06,03:00:00,30.67,87.21,303.82,4.17,15.01,9.33,110.1,1.921608
2025-02-06,06:00:00,29.18,84.52,302.33,1.64,5.9,3.67,132.4,2.310816
2025-02-06,09:00:00,27.76,81.97,300.91,2.81,10.12,6.29,61.5,1.073377
2025-02-06,12:00:00,26.46,79.63,299.61,3.1,11.16,6.93,136.4,2.380629
2025-02-06,15:00:00,30.28,86.5,303.43,5.09,18.32,11.39,109.9,1.918117
2025-02-06,18:00:00,27.04,80.67,300.19,1.58,5.69,3.53,139.7,2.438225
2025-02-06,21:00:00,29.69,85.44,302.84,1.39,5.0,3.11,151.7,2.647664
2025-02-07,00:00:00,32.18,89.92,305.33,1.86,6.7,4.16,170.3,2.972296
2025-02-07,03:00:00,22.35,72.23,295.5,4.18,15.05,9.35,149.8,2.614503
2025-02-07,06:00:00,25.95,78.71,299.1,3.16,11.38,7.07,120.4,2.101376
2025-02-07,09:00:00,33.98,93.16,307.13,3.71,13.36,8.3,100.7,1.757547
