data,hora,temperatura_celsius,umidade_ar_%,direcao_vento_graus
2025-12-01,00:00:00,23.24,88.6,127.7
2025-12-01,03:00:00,26.9,81.2,112.3
2025-12-01,06:00:00,25.95,88.9,117.1
2025-12-01,09:00:00,33.7,81.2,106.7
2025-12-01,12:00:00,29.94,84.3,117.7
2025-12-01,15:00:00,25.76,70.8,108.7
2025-12-01,18:00:00,26.86,78.4,120.5
2025-12-01,21:00:00,26.18,91.5,94.7
2025-12-02,00:00:00,24.21,96.7,117.4
2025-12-02,03:00:00,32.46,83.7,139.1
2025-12-02,06:00:00,27.1,73.6,130.8
2025-12-02,09:00:00,27.55,85.7,75.5
2025-12-02,12:00:00,28.57,63.6,108.2
2025-12-02,15:00:00,31.25,79.3,107.9
2025-12-02,18:00:00,26.41,76.1,111.7
2025-12-02,21:00:00,23.15,96.2,105.7
2025-12-03,00:00:00,26.15,94.0,106.1
2025-12-03,03:00:00,14.6,98.1,142.1
2025-12-03,06:00:00,26.54,79.3,110.1
2025-12-03,09:00:00,28.42,71.2,82.4
2025-12-03,12:00:00,22.68,75.8,69.0
2025-12-03,15:00:00,30.18,65.3,150.6
2025-12-03,18:00:00,24.67,69.2,70.6
2025-12-03,21:00:00,24.54,86.9,104.7
2025-12-04,00:00:00,25.42,92.0,158.0
2025-12-04,03:00:00,21.44,95.6,138.7
2025-12-04,06:00:00,30.68,89.6,71.1
2025-12-04,09:00:00,26.24,71.5,106.8
2025-12-04,12:00:00,26.11,70.0,80.7
2025-12-04,15:00:00,29.42,83.1,68.3
2025-12-04,18:00:00,25.48,90.1,77.8
2025-12-04,21:00:00,26.24,84.6,106.8
2025-12-05,00:00:00,18.22,87.0,86.1
2025-12-05,03:00:00,26.61,84.6,110.2
2025-12-05,06:00:00,30.69,72.2,94.8
2025-12-05,09:00:00,33.61,87.6,116.1
2025-12-05,12:00:00,26.19,79.2,126.2
2025-12-05,15:00:00,26.27,79.4,77.0
2025-12-05,18:00:00,24.27,93.5,114.7
2025-12-05,21:00:00,28.1,86.8,116.7
2025-12-06,00:00:00,22.37,82.8,88.4
2025-12-06,03:00:00,20.39,78.5,103.1
2025-12-06,06:00:00,22.21,80.8,161.8
2025-12-06,09:00:00,26.41,84.1,113.6
2025-12-06,12:00:00,26.82,70.9,100.4
2025-12-06,15:00:00,23.25,85.1,108.5
2025-12-06,18:00:00,22.45,82.1,124.4
2025-12-06,21:00:00,19.43,86.3,112.9
2025-12-07,00:00:00,28.4,88.3,104.1
2025-12-07,03:00:00,30.35,87.5,106.3
2025-12-07,06:00:00,21.73,80.9,130.5
2025-12-07,09:00:00,35.27,79.6,89.3
2025-12-07,12:00:00,28.29,80.6,126.8
2025-12-07,15:00:00,27.72,85.0,109.3
2025-12-07,18:00:00,31.88,76.0,126.3
2025-12-07,21:00:00,20.97,88.9,140.9
2025-12-08,00:00:00,21.64,87.8,90.3
2025-12-08,03:00:00,22.37,85.1,88.2
2025-12-08,06:00:00,28.7,78.6,94.0
2025-12-08,09:00:00,28.01,78.7,81.8
2025-12-08,12:00:00,21.66,69.3,87.1
2025-12-08,15:00:00,26.15,72.0,105.0
2025-12-08,18:00:00,27.6,81.4,112.8
2025-12-08,21:00:00,24.09,88.9,142.1
2025-12-09,00:00:00,22.26,94.0,120.6
2025-12-09,03:00:00,26.23,76.8,86.6
2025-12-09,06:00:00,28.56,87.0,113.4
2025-12-09,09:00:00,26.79,93.8,131.5
2025-12-09,12:00:00,26.43,78.9,94.5
2025-12-09,15:00:00,28.96,69.5,132.7
2025-12-09,18:00:00,22.48,81.9,70.1
2025-12-09,21:00:00,28.46,93.4,127.3
2025-12-10,00:00:00,24.21,88.5,115.1
2025-12-10,03:00:00,25.9,81.0,109.4
2025-12-10,06:00:00,33.69,85.6,114.5
2025-12-10,09:00:00,29.59,73.0,115.8
2025-12-10,12:00:00,25.84,72.3,133.6
2025-12-10,15:00:00,33.59,79.0,131.8
2025-12-10,18:00:00,20.57,82.1,106.9
2025-12-10,21:00:00,33.0,89.5,88.0
2025-12-11,00:00:00,26.28,83.2,80.1
2025-12-11,03:00:00,24.74,87.3,81.4
2025-12-11,06:00:00,22.9,88.1,155.3
2025-12-11,09:00:00,39.19,81.6,121.9
2025-12-11,12:00:00,23.97,80.7,135.1
2025-12-11,15:00:00,32.24,88.5,112.3
2025-12-11,18:00:00,29.61,92.8,121.0
2025-12-11,21:00:00,23.91,78.8,105.7
2025-12-12,00:00:00,22.43,88.9,76.8
2025-12-12,03:00:00,25.73,90.7,109.6
2025-12-12,06:00:00,27.08,77.4,98.5
2025-12-12,09:00:00,29.71,82.3,73.9
2025-12-12,12:00:00,32.78,66.9,61.0
2025-12-12,15:00:00,37.02,76.5,99.7
2025-12-12,18:00:00,29.24,90.4,141.5
2025-12-12,21:00:00,23.65,85.1,104.3
2025-12-13,00:00:00,24.65,81.6,96.5
2025-12-13,03:00:00,27.29,77.5,128.8
2025-12-13,06:00:00,29.17,82.5,61.1
2025-12-13,09:00:00,26.48,72.0,90.7
2025-12-13,12:00:00,28.9,82.0,90.2
2025-12-13,15:00:00,32.51,76.0,100.0
2025-12-13,18:00:00,29.26,92.3,125.6
2025-12-13,21:00:00,29.94,78.4,81.3
2025-12-14,00:00:00,25.63,79.3,113.8
2025-12-14,03:00:00,18.44,87.3,78.0
2025-12-14,06:00:00,28.59,77.6,47.5
2025-12-14,09:00:00,29.63,75.4,125.8
2025-12-14,12:00:00,23.67,75.5,103.1
2025-12-14,15:00:00,24.37,70.5,100.7
2025-12-14,18:00:00,30.52,67.8,159.5
2025-12-14,21:00:00,21.97,85.5,88.8
2025-12-15,00:00:00,16.36,93.2,109.0
2025-12-15,03:00:00,22.01,84.8,176.5
2025-12-15,06:00:00,25.54,77.4,143.6
2025-12-15,09:00:00,26.41,73.0,94.0
2025-12-15,12:00:00,30.16,71.8,64.3
2025-12-15,15:00:00,32.68,69.5,132.2
2025-12-15,18:00:00,24.57,84.9,142.2
2025-12-15,21:00:00,26.21,86.1,99.4
2025-12-16,00:00:00,21.65,81.0,112.7
2025-12-16,03:00:00,25.14,73.2,121.4
2025-12-16,06:00:00,27.03,81.7,99.5
2025-12-16,09:00:00,23.81,59.7,87.9
2025-12-16,12:00:00,30.17,74.5,85.1
2025-12-16,15:00:00,28.92,82.3,155.6
2025-12-16,18:00:00,28.53,73.5,114.4
2025-12-16,21:00:00,22.62,81.8,101.9
2025-12-17,00:00:00,25.87,83.1,104.7
2025-12-17,03:00:00,23.08,89.0,82.8
2025-12-17,06:00:00,30.11,71.5,106.5
2025-12-17,09:00:00,31.48,80.0,105.0
2025-12-17,12:00:00,31.37,79.4,47.3
2025-12-17,15:00:00,34.76,79.2,126.7
2025-12-17,18:00:00,24.55,83.9,93.9
2025-12-17,21:00:00,27.75,87.6,97.6
2025-12-18,00:00:00,24.65,94.9,126.7
2025-12-18,03:00:00,18.54,88.1,111.3
2025-12-18,06:00:00,28.57,78.7,113.0
2025-12-18,09:00:00,29.61,79.9,134.5
2025-12-18,12:00:00,27.69,78.0,139.5
2025-12-18,15:00:00,30.75,78.1,121.9
2025-12-18,18:00:00,26.23,86.2,80.7
2025-12-18,21:00:00,25.97,83.5,119.8
2025-12-19,00:00:00,25.28,90.8,84.2
2025-12-19,03:00:00,22.57,92.1,60.2
2025-12-19,06:00:00,23.35,90.4,110.1
2025-12-19,09:00:00,27.75,81.5,100.9
2025-12-19,12:00:00,30.25,74.6,80.5
2025-12-19,15:00:00,31.29,82.2,102.7
2025-12-19,18:00:00,24.37,91.7,142.0
2025-12-19,21:00:00,27.05,91.9,99.6
2025-12-20,00:00:00,21.71,93.2,102.4
2025-12-20,03:00:00,22.69,89.7,139.0
2025-12-20,06:00:00,26.59,77.6,140.7
2025-12-20,09:00:00,29.67,84.7,77.3
2025-12-20,12:00:00,24.52,74.9,112.6
2025-12-20,15:00:00,30.06,83.1,88.9
2025-12-20,18:00:00,24.37,86.7,127.2
2025-12-20,21:00:00,25.18,89.3,139.2
