data,hora,temperatura_celsius,temperatura_fahrenheit,temperatura_kelvin,velocidade_vento_ms,velocidade_vento_kmh,velocidade_vento_mph,direcao_vento_graus,direcao_vento_radianos
2025-02-01,00:00:00,24.45,76.01,297.6,1.82,6.55,4.07,116.0,2.024582
2025-02-01,03:00:00,25.83,78.49,298.98,2.11,7.6,4.72,70.9,1.237438
2025-02-01,06:00:00,21.69,71.04,294.84,4.34,15.62,9.71,159.8,2.789036
2025-02-01,09:00:00,29.14,84.45,302.29,3.78,13.61,8.46,157.9,2.755875
2025-02-01,12:00:00,24.88,76.78,298.03,2.01,7.24,4.5,80.1,1.398009
2025-02-01,15:00:00,27.56,81.61,300.71,3.13,11.27,7.0,141.6,2.471386
2025-02-01,18:00:00,22.27,72.09,295.42,3.78,13.61,8.46,128.2,2.237512
2025-02-01,21:00:00,24.09,75.36,297.24,3.41,12.28,7.63,149.2,2.604031
2025-02-02,00:00:00,18.62,65.52,291.77,3.79,13.64,8.48,129.0,2.251475
2025-02-02,03:00:00,25.68,78.22,298.83,5.18,18.65,11.59,99.9,1.743584
2025-02-02,06:00:00,26.7,80.06,299.85,3.09,11.12,6.91,129.0,2.251475
2025-02-02,09:00:00,30.11,86.2,303.26,3.89,14.0,8.7,123.4,2.153736
2025-02-02,12:00:00,30.48,86.86,303.63,3.96,14.26,8.86,134.2,2.342232
2025-02-02,15:00:00,26.57,79.83,299.72,4.34,15.62,9.71,127.8,2.230531
2025-02-02,18:00:00,25.53,77.95,298.68,2.82,10.15,6.31,116.9,2.04029
2025-02-02,21:00:00,30.25,86.45,303.4,4.22,15.19,9.44,129.7,2.263692
2025-02-03,00:00:00,23.54,74.37,296.69,3.71,13.36,8.3,138.4,2.415536
2025-02-03,03:00:00,27.42,81.36,300.57,1.98,7.13,4.43,125.7,2.193879
2025-02-03,06:00:00,25.64,78.15,298.79,3.92,14.11,8.77,108.2,1.888446
2025-02-03,09:00:00,27.48,81.46,300.63,1.73,6.23,3.87,185.6,3.239331
2025-02-03,12:00:00,28.68,83.62,301.83,3.3,11.88,7.38,193.7,3.380703
2025-02-03,15:00:00,26.4,79.52,299.55,1.04,3.74,2.33,174.5,3.0456
2025-02-03,18:00:00,31.56,88.81,304.71,4.91,17.68,10.98,154.4,2.694788
2025-02-03,21:00:00,29.71,85.48,302.86,2.18,7.85,4.88,73.4,1.281072
2025-02-04,00:00:00,22.78,73.0,295.93,4.92,17.71,11.01,142.2,2.481858
2025-02-04,03:00:00,24.3,75.74,297.45,3.96,14.26,8.86,159.3,2.780309
2025-02-04,06:00:00,27.23,81.01,300.38,3.67,13.21,8.21,153.0,2.670354
2025-02-04,09:00:00,28.62,83.52,301.77,2.68,9.65,5.99,107.4,1.874484
2025-02-04,12:00:00,28.59,83.46,301.74,3.25,11.7,7.27,156.0,2.722714
2025-02-04,15:00:00,30.52,86.94,303.67,3.5,12.6,7.83,133.3,2.326524
2025-02-04,18:00:00,30.37,86.67,303.52,4.0,14.4,8.95,158.4,2.764602
2025-02-04,21:00:00,24.02,75.24,297.17,4.12,14.83,9.22,130.7,2.281145
2025-02-05,00:00:00,22.02,71.64,295.17,1.63,5.87,3.65,137.7,2.403318
2025-02-05,03:00:00,27.86,82.15,301.01,4.74,17.06,10.6,137.0,2.391101
2025-02-05,06:00:00,26.73,80.11,299.88,2.11,7.6,4.72,134.0,2.338741
2025-02-05,09:00:00,26.37,79.47,299.52,2.78,10.01,6.22,105.6,1.843068
2025-02-05,12:00:00,28.23,82.81,301.38,3.14,11.3,7.02,96.7,1.687733
2025-02-05,15:00:00,29.48,85.06,302.63,3.54,12.74,7.92,161.6,2.820452
2025-02-05,18:00:00,29.49,85.08,302.64,3.54,12.74,7.92,163.6,2.855359
2025-02-05,21:00:00,23.37,74.07,296.52,1.18,4.25,2.64,128.0,2.234021
2025-02-06,00:00:00,22.94,73.29,296.09,2.17,7.81,4.85,94.0,1.640609
2025-02-06,03:00:00,28.86,83.95,302.01,2.23,8.03,4.99,118.6,2.06996
2025-02-06,06:00:00,25.49,77.88,298.64,3.86,13.9,8.63,142.4,2.485349
2025-02-06,09:00:00,31.91,89.44,305.06,1.55,5.58,3.47,120.0,2.094395
2025-02-06,12:00:00,26.48,79.66,299.63,3.74,13.46,8.37,112.1,1.956514
2025-02-06,15:00:00,27.64,81.75,300.79,4.92,17.71,11.01,121.5,2.120575
2025-02-06,18:00:00,25.58,78.04,298.73,4.62,16.63,10.33,163.1,2.846632
2025-02-06,21:00:00,19.05,66.29,292.2,2.7,9.72,6.04,81.3,1.418953
2025-02-07,00:00:00,25.03,77.05,298.18,2.41,8.68,5.39,105.7,1.844813
2025-02-07,03:00:00,26.38,79.48,299.53,4.79,17.24,10.71,140.7,2.455678
2025-02-07,06:00:00,21.94,71.49,295.09,2.78,10.01,6.22,93.2,1.626647
2025-02-07,09:00:00,34.87,94.77,308.02,3.3,11.88,7.38,97.2,1.69646
2025-02-07,12:00:00,30.02,86.04,303.17,5.94,21.38,13.29,115.6,2.017601
2025-02-07,15:00:00,24.74,76.53,297.89,3.65,13.14,8.16,145.6,2.541199
2025-02-07,18:00:00,28.67,83.61,301.82,5.72,20.59,12.8,93.6,1.633628
2025-02-07,21:00:00,26.36,79.45,299.51,2.68,9.65,5.99,87.3,1.523672
2025-02-08,00:00:00,23.65,74.57,296.8,4.12,14.83,9.22,143.4,2.502802
2025-02-08,03:00:00,24.48,76.06,297.63,4.5,16.2,10.07,130.0,2.268928
2025-02-08,06:00:00,28.95,84.11,302.1,3.53,12.71,7.9,132.6,2.314307
2025-02-08,09:00:00,25.53,77.95,298.68,3.68,13.25,8.23,137.7,2.403318
2025-02-08,12:00:00,32.57,90.63,305.72,3.84,13.82,8.59,104.8,1.829105
2025-02-08,15:00:00,31.5,88.7,304.65,4.03,14.51,9.01,144.5,2.522001
2025-02-08,18:00:00,24.25,75.65,297.4,3.08,11.09,6.89,123.3,2.151991
2025-02-08,21:00:00,22.79,73.02,295.94,3.41,12.28,7.63,93.1,1.624902
2025-02-09,00:00:00,20.37,68.67,293.52,4.3,15.48,9.62,97.9,1.708677
2025-02-09,03:00:00,30.01,86.02,303.16,3.35,12.06,7.49,109.5,1.911136
2025-02-09,06:00:00,28.92,84.06,302.07,2.15,7.74,4.81,155.8,2.719223
2025-02-09,09:00:00,25.05,77.09,298.2,4.58,16.49,10.25,113.9,1.98793
2025-02-09,12:00:00,26.55,79.79,299.7,4.89,17.6,10.94,157.3,2.745403
2025-02-09,15:00:00,26.84,80.31,299.99,3.08,11.09,6.89,96.7,1.687733
2025-02-09,18:00:00,25.67,78.21,298.82,4.04,14.54,9.04,119.2,2.080432
2025-02-09,21:00:00,23.65,74.57,296.8,1.6,5.76,3.58,144.1,2.515019
2025-02-10,00:00:00,21.91,71.44,295.06,4.2,15.12,9.4,162.6,2.837905
2025-02-10,03:00:00,24.03,75.25,297.18,2.7,9.72,6.04,125.9,2.19737
2025-02-10,06:00:00,26.58,79.84,299.73,2.35,8.46,5.26,117.0,2.042035
2025-02-10,09:00:00,21.58,70.84,294.73,3.78,13.61,8.46,114.6,2.000147
2025-02-10,12:00:00,32.83,91.09,305.98,2.69,9.68,6.02,133.4,2.328269
2025-02-10,15:00:00,29.11,84.4,302.26,3.42,12.31,7.65,163.1,2.846632
2025-02-10,18:00:00,26.34,79.41,299.49,3.41,12.28,7.63,138.8,2.422517
2025-02-10,21:00:00,24.5,76.1,297.65,4.08,14.69,9.13,105.1,1.834341
2025-02-11,00:00:00,25.65,78.17,298.8,1.49,5.36,3.33,121.9,2.127556
2025-02-11,03:00:00,22.26,72.07,295.41,2.66,9.58,5.95,128.0,2.234021
2025-02-11,06:00:00,26.55,79.79,299.7,3.63,13.07,8.12,94.4,1.647591
2025-02-11,09:00:00,32.89,91.2,306.04,3.33,11.99,7.45,121.2,2.115339
2025-02-11,12:00:00,27.45,81.41,300.6,4.39,15.8,9.82,100.4,1.752311
2025-02-11,15:00:00,27.89,82.2,301.04,3.78,13.61,8.46,115.9,2.022837
