data,hora,temperatura_celsius,velocidade_vento_ms,direcao_vento_graus
2026-08-01,00:00:00,18.0,7.77,152.4
2026-08-01,03:00:00,19.78,4.23,206.6
2026-08-01,06:00:00,21.53,2.03,200.2
2026-08-01,09:00:00,18.04,5.22,208.5
2026-08-01,12:00:00,21.22,4.65,180.1
2026-08-01,15:00:00,23.28,3.78,154.0
2026-08-01,18:00:00,16.01,3.46,203.8
2026-08-01,21:00:00,14.74,3.41,173.4
2026-08-02,00:00:00,12.05,5.78,160.0
2026-08-02,03:00:00,16.13,5.65,235.7
2026-08-02,06:00:00,15.89,4.85,140.9
2026-08-02,09:00:00,19.69,3.32,182.4
2026-08-02,12:00:00,19.89,4.87,151.4
2026-08-02,15:00:00,18.32,5.0,163.9
2026-08-02,18:00:00,20.81,6.8,183.3
2026-08-02,21:00:00,14.55,3.72,178.1
2026-08-03,00:00:00,14.57,2.88,235.0
2026-08-03,03:00:00,20.46,2.62,116.9
2026-08-03,06:00:00,15.89,7.39,165.5
2026-08-03,09:00:00,18.46,2.63,163.8
2026-08-03,12:00:00,24.42,5.56,131.1
2026-08-03,15:00:00,23.79,6.09,127.0
2026-08-03,18:00:00,17.28,3.34,201.5
2026-08-03,21:00:00,15.69,3.86,147.5
2026-08-04,00:00:00,16.29,2.78,204.9
2026-08-04,03:00:00,17.49,3.75,232.2
2026-08-04,06:00:00,17.26,5.4,200.5
2026-08-04,09:00:00,20.54,5.17,160.4
2026-08-04,12:00:00,20.44,3.35,140.7
2026-08-04,15:00:00,19.53,4.85,166.3
2026-08-04,18:00:00,15.11,4.78,156.7
2026-08-04,21:00:00,17.05,6.57,131.8
2026-08-05,00:00:00,16.87,4.86,216.5
2026-08-05,03:00:00,12.56,3.83,165.7
2026-08-05,06:00:00,14.66,3.45,201.5
2026-08-05,09:00:00,20.1,3.6,152.1
2026-08-05,12:00:00,23.37,5.89,175.2
2026-08-05,15:00:00,23.44,3.73,177.8
2026-08-05,18:00:00,19.79,5.38,146.6
2026-08-05,21:00:00,15.49,6.8,233.7
2026-08-06,00:00:00,12.78,6.14,156.4
2026-08-06,03:00:00,14.33,4.95,165.1
2026-08-06,06:00:00,20.3,5.19,183.8
2026-08-06,09:00:00,19.83,4.06,204.0
2026-08-06,12:00:00,19.04,1.26,186.9
2026-08-06,15:00:00,20.6,3.45,175.8
2026-08-06,18:00:00,18.1,4.13,176.5
2026-08-06,21:00:00,17.74,2.75,166.6
2026-08-07,00:00:00,19.69,4.8,158.5
2026-08-07,03:00:00,15.16,6.35,166.6
2026-08-07,06:00:00,18.48,3.63,187.8
2026-08-07,09:00:00,17.96,3.35,200.9
2026-08-07,12:00:00,19.93,2.33,168.1
2026-08-07,15:00:00,25.29,4.22,219.7
2026-08-07,18:00:00,21.39,3.78,190.5
2026-08-07,21:00:00,16.77,4.11,163.8
2026-08-08,00:00:00,13.49,2.74,219.5
2026-08-08,03:00:00,16.06,2.68,187.4
2026-08-08,06:00:00,12.66,4.49,183.5
2026-08-08,09:00:00,23.34,3.46,208.7
2026-08-08,12:00:00,23.53,2.33,184.9
2026-08-08,15:00:00,15.45,3.24,185.7
2026-08-08,18:00:00,19.85,3.62,200.5
2026-08-08,21:00:00,17.02,3.98,186.0
2026-08-09,00:00:00,16.66,2.89,167.8
2026-08-09,03:00:00,17.62,2.73,203.4
2026-08-09,06:00:00,16.33,5.68,234.2
2026-08-09,09:00:00,23.41,4.36,176.0
2026-08-09,12:00:00,21.26,1.9,175.1
2026-08-09,15:00:00,17.5,2.58,220.7
2026-08-09,18:00:00,21.67,5.31,221.4
2026-08-09,21:00:00,14.3,4.03,183.3
2026-08-10,00:00:00,14.54,4.97,151.0
2026-08-10,03:00:00,19.04,5.28,203.4
2026-08-10,06:00:00,19.75,5.22,215.3
2026-08-10,09:00:00,21.38,3.51,186.6
2026-08-10,12:00:00,21.34,4.53,138.4
2026-08-10,15:00:00,25.17,3.43,213.6
2026-08-10,18:00:00,18.0,4.35,207.7
2026-08-10,21:00:00,14.89,3.79,188.1
2026-08-11,00:00:00,20.69,4.41,197.3
2026-08-11,03:00:00,18.52,6.67,211.7
2026-08-11,06:00:00,17.78,3.45,144.2
2026-08-11,09:00:00,19.68,6.17,207.9
2026-08-11,12:00:00,19.85,3.88,208.8
2026-08-11,15:00:00,21.35,3.65,168.8
2026-08-11,18:00:00,20.32,3.39,195.4
2026-08-11,21:00:00,13.48,7.42,219.8
2026-08-12,00:00:00,14.43,2.32,144.6
2026-08-12,03:00:00,21.66,3.36,204.2
2026-08-12,06:00:00,12.89,4.65,162.7
2026-08-12,09:00:00,14.36,7.32,124.2
2026-08-12,12:00:00,17.7,3.74,163.4
2026-08-12,15:00:00,16.64,4.86,197.4
2026-08-12,18:00:00,15.42,6.16,192.2
2026-08-12,21:00:00,16.25,7.56,199.9
2026-08-13,00:00:00,16.26,7.87,199.9
2026-08-13,03:00:00,5.11,5.38,221.6
2026-08-13,06:00:00,19.91,2.9,153.3
2026-08-13,09:00:00,19.73,6.8,221.7
2026-08-13,12:00:00,22.31,0.9,214.3
2026-08-13,15:00:00,23.46,3.59,166.0
2026-08-13,18:00:00,13.71,5.51,198.8
2026-08-13,21:00:00,17.99,3.2,185.7
2026-08-14,00:00:00,16.02,4.71,209.9
2026-08-14,03:00:00,17.59,5.68,125.8
2026-08-14,06:00:00,18.95,5.19,189.4
2026-08-14,09:00:00,19.89,5.32,231.4
2026-08-14,12:00:00,24.6,3.25,169.3
2026-08-14,15:00:00,20.4,4.44,192.1
2026-08-14,18:00:00,18.96,4.96,184.5
2026-08-14,21:00:00,20.39,3.4,145.5
2026-08-15,00:00:00,13.51,2.25,196.2
2026-08-15,03:00:00,10.41,5.74,177.2
2026-08-15,06:00:00,18.66,1.29,202.8
2026-08-15,09:00:00,14.19,7.51,189.1
2026-08-15,12:00:00,18.56,3.84,188.8
2026-08-15,15:00:00,21.05,5.07,195.9
2026-08-15,18:00:00,20.6,1.15,206.4
2026-08-15,21:00:00,19.6,4.03,180.1
2026-08-16,00:00:00,15.37,3.9,144.6
2026-08-16,03:00:00,18.25,5.87,194.6
2026-08-16,06:00:00,14.85,6.08,177.0
2026-08-16,09:00:00,21.21,3.78,165.5
2026-08-16,12:00:00,23.53,7.04,126.3
2026-08-16,15:00:00,18.58,4.22,212.8
2026-08-16,18:00:00,18.58,3.89,195.0
2026-08-16,21:00:00,15.7,2.74,250.5
2026-08-17,00:00:00,15.11,3.75,170.6
2026-08-17,03:00:00,13.92,3.0,141.0
2026-08-17,06:00:00,15.28,3.17,234.8
2026-08-17,09:00:00,17.21,6.88,160.1
2026-08-17,12:00:00,19.82,5.2,196.8
2026-08-17,15:00:00,18.57,2.48,166.2
2026-08-17,18:00:00,17.84,5.65,186.1
2026-08-17,21:00:00,13.18,5.13,170.3
2026-08-18,00:00:00,16.3,5.26,175.1
2026-08-18,03:00:00,16.42,6.97,203.5
2026-08-18,06:00:00,16.2,4.52,174.1
2026-08-18,09:00:00,21.11,4.2,191.0
2026-08-18,12:00:00,20.38,4.82,195.3
2026-08-18,15:00:00,20.66,4.56,138.7
2026-08-18,18:00:00,20.83,4.02,146.6
2026-08-18,21:00:00,21.01,4.93,195.3
2026-08-19,00:00:00,13.66,6.21,245.3
2026-08-19,03:00:00,15.71,4.38,186.7
2026-08-19,06:00:00,17.63,4.25,211.2
2026-08-19,09:00:00,17.17,4.49,188.6
2026-08-19,12:00:00,19.33,3.7,175.5
2026-08-19,15:00:00,21.72,4.97,177.1
2026-08-19,18:00:00,13.08,2.37,210.1
2026-08-19,21:00:00,16.3,4.24,149.7
2026-08-20,00:00:00,14.7,4.37,207.8
2026-08-20,03:00:00,16.43,4.97,208.9
2026-08-20,06:00:00,17.5,5.13,148.2
2026-08-20,09:00:00,21.5,2.57,176.4
2026-08-20,12:00:00,22.19,2.56,191.3
2026-08-20,15:00:00,23.37,3.38,174.6
2026-08-20,18:00:00,20.84,6.7,189.0
2026-08-20,21:00:00,16.84,3.9,180.1
2026-08-21,00:00:00,14.75,2.52,198.6
2026-08-21,03:00:00,17.57,2.67,173.0
2026-08-21,06:00:00,20.35,3.19,142.7
2026-08-21,09:00:00,22.47,5.03,206.7
2026-08-21,12:00:00,18.08,5.94,165.4
2026-08-21,15:00:00,17.97,3.34,168.0
2026-08-21,18:00:00,18.25,1.23,162.4
2026-08-21,21:00:00,16.37,5.53,197.9
2026-08-22,00:00:00,15.29,3.47,198.1
2026-08-22,03:00:00,22.04,3.81,178.4
2026-08-22,06:00:00,16.73,4.68,185.3
2026-08-22,09:00:00,24.02,6.22,203.3
2026-08-22,12:00:00,21.06,5.61,196.0
2026-08-22,15:00:00,21.17,3.87,181.4
2026-08-22,18:00:00,17.66,5.46,210.9
2026-08-22,21:00:00,18.16,5.46,200.5
2026-08-23,00:00:00,16.18,5.5,197.1
2026-08-23,03:00:00,21.69,4.03,182.5
2026-08-23,06:00:00,19.15,5.32,217.5
2026-08-23,09:00:00,16.59,3.12,141.8
2026-08-23,12:00:00,21.9,7.11,160.4
2026-08-23,15:00:00,19.94,4.12,194.5
2026-08-23,18:00:00,19.59,4.66,186.1
2026-08-23,21:00:00,15.43,5.44,174.1
2026-08-24,00:00:00,20.07,4.29,177.5
2026-08-24,03:00:00,14.76,3.38,163.8
2026-08-24,06:00:00,9.71,4.03,164.3
2026-08-24,09:00:00,22.57,3.61,153.2
2026-08-24,12:00:00,22.38,6.6,157.6
2026-08-24,15:00:00,22.97,3.0,220.5
2026-08-24,18:00:00,18.54,3.35,138.0
2026-08-24,21:00:00,15.29,6.73,213.7
2026-08-25,00:00:00,11.03,3.95,179.0
2026-08-25,03:00:00,19.34,5.81,171.0
2026-08-25,06:00:00,15.93,4.5,193.9
2026-08-25,09:00:00,17.3,2.57,181.6
2026-08-25,12:00:00,21.99,2.77,183.0
2026-08-25,15:00:00,16.61,5.77,179.5
2026-08-25,18:00:00,21.31,3.54,181.2
2026-08-25,21:00:00,18.24,7.35,197.3
2026-08-26,00:00:00,12.91,3.33,159.8
2026-08-26,03:00:00,16.14,3.87,224.4
2026-08-26,06:00:00,24.0,7.92,187.8
2026-08-26,09:00:00,19.71,4.59,191.9
2026-08-26,12:00:00,22.52,5.46,166.4
2026-08-26,15:00:00,19.79,4.58,227.3
2026-08-26,18:00:00,19.75,4.27,210.1
2026-08-26,21:00:00,19.98,4.71,165.0
2026-08-27,00:00:00,13.26,2.36,185.3
2026-08-27,03:00:00,12.45,3.62,232.3
2026-08-27,06:00:00,18.09,6.23,173.3
2026-08-27,09:00:00,22.61,4.02,164.1
2026-08-27,12:00:00,23.75,1.57,170.1
2026-08-27,15:00:00,17.76,4.76,157.0
2026-08-27,18:00:00,20.55,5.27,226.6
2026-08-27,21:00:00,20.07,4.52,207.5
2026-08-28,00:00:00,17.02,2.93,168.9
2026-08-28,03:00:00,16.68,6.03,183.4
2026-08-28,06:00:00,14.42,2.41,150.9
2026-08-28,09:00:00,21.78,5.6,155.6
2026-08-28,12:00:00,21.14,1.72,164.5
2026-08-28,15:00:00,20.82,4.9,173.8
2026-08-28,18:00:00,13.75,2.25,193.8
2026-08-28,21:00:00,13.93,4.11,155.3
2026-08-29,00:00:00,11.59,5.03,216.4
2026-08-29,03:00:00,16.17,2.29,151.4
2026-08-29,06:00:00,16.52,5.86,157.9
2026-08-29,09:00:00,19.35,5.83,207.1
2026-08-29,12:00:00,22.27,4.48,123.8
2026-08-29,15:00:00,21.51,5.08,232.9
2026-08-29,18:00:00,19.6,0.15,242.2
2026-08-29,21:00:00,20.35,1.59,186.5
2026-08-30,00:00:00,15.85,3.9,153.8
2026-08-30,03:00:00,12.64,4.24,176.2
2026-08-30,06:00:00,20.04,3.07,173.4
2026-08-30,09:00:00,25.71,3.33,132.2
2026-08-30,12:00:00,21.41,2.64,163.7
2026-08-30,15:00:00,21.96,5.34,187.1
2026-08-30,18:00:00,18.02,2.85,175.7
2026-08-30,21:00:00,18.59,3.11,162.4
2026-08-31,00:00:00,10.34,4.68,227.1
2026-08-31,03:00:00,15.51,4.59,186.3
2026-08-31,06:00:00,18.97,5.27,180.2
2026-08-31,09:00:00,16.98,6.35,187.7
2026-08-31,12:00:00,23.36,0.76,179.8
2026-08-31,15:00:00,21.1,3.34,200.7
2026-08-31,18:00:00,18.53,4.19,149.8
2026-08-31,21:00:00,20.84,3.94,169.8
