data,hora,temperatura_celsius,velocidade_vento_ms,direcao_vento_graus
2025-10-01,00:00:00,16.91,4.5,136.3
2025-10-01,03:00:00,18.01,3.51,144.4
2025-10-01,06:00:00,22.59,3.7,160.5
2025-10-01,09:00:00,27.38,1.27,144.8
2025-10-01,12:00:00,26.15,3.71,157.6
2025-10-01,15:00:00,26.83,4.62,173.1
2025-10-01,18:00:00,13.29,1.41,127.3
2025-10-01,21:00:00,28.37,2.46,178.0
2025-10-02,00:00:00,21.66,2.63,138.9
2025-10-02,03:00:00,21.33,2.6,116.5
2025-10-02,06:00:00,22.5,3.26,180.7
2025-10-02,09:00:00,25.16,2.7,210.8
2025-10-02,12:00:00,24.46,2.8,153.1
2025-10-02,15:00:00,19.63,0.73,122.9
2025-10-02,18:00:00,27.07,2.28,158.6
2025-10-02,21:00:00,16.93,2.42,132.8
2025-10-03,00:00:00,17.34,3.2,123.0
2025-10-03,03:00:00,25.27,3.72,128.0
2025-10-03,06:00:00,26.19,4.22,128.6
2025-10-03,09:00:00,23.93,3.6,126.3
2025-10-03,12:00:00,30.03,3.27,174.1
2025-10-03,15:00:00,24.5,2.49,120.2
2025-10-03,18:00:00,27.23,2.42,166.5
2025-10-03,21:00:00,21.38,1.98,100.9
2025-10-04,00:00:00,17.88,3.19,141.3
2025-10-04,03:00:00,19.33,5.43,147.7
2025-10-04,06:00:00,23.76,3.94,146.8
2025-10-04,09:00:00,28.84,2.01,154.3
2025-10-04,12:00:00,25.61,3.22,179.9
2025-10-04,15:00:00,24.63,3.1,83.0
2025-10-04,18:00:00,27.74,3.56,182.1
2025-10-04,21:00:00,15.58,3.31,144.8
2025-10-05,00:00:00,15.72,2.42,172.2
2025-10-05,03:00:00,25.68,5.45,186.0
2025-10-05,06:00:00,22.58,1.07,128.8
2025-10-05,09:00:00,24.93,3.88,122.1
2025-10-05,12:00:00,21.15,2.03,191.6
2025-10-05,15:00:00,29.39,2.3,146.3
2025-10-05,18:00:00,25.51,3.08,117.4
2025-10-05,21:00:00,19.51,2.34,149.5
2025-10-06,00:00:00,20.87,3.5,152.2
2025-10-06,03:00:00,25.21,3.43,84.4
2025-10-06,06:00:00,20.96,2.38,135.1
2025-10-06,09:00:00,22.79,2.73,149.2
2025-10-06,12:00:00,22.5,1.22,119.8
2025-10-06,15:00:00,22.02,3.74,137.0
2025-10-06,18:00:00,18.23,1.79,127.5
2025-10-06,21:00:00,19.28,2.45,129.5
2025-10-07,00:00:00,20.78,3.37,158.0
2025-10-07,03:00:00,22.85,4.21,159.2
2025-10-07,06:00:00,23.23,2.67,140.6
2025-10-07,09:00:00,24.42,2.25,164.8
2025-10-07,12:00:00,25.68,2.21,112.6
2025-10-07,15:00:00,26.7,4.72,135.8
2025-10-07,18:00:00,21.53,4.47,141.9
2025-10-07,21:00:00,27.61,4.06,161.4
2025-10-08,00:00:00,18.12,2.05,85.3
2025-10-08,03:00:00,19.69,2.78,176.2
2025-10-08,06:00:00,23.72,3.01,111.1
2025-10-08,09:00:00,27.56,3.94,153.2
2025-10-08,12:00:00,19.19,3.59,142.7
2025-10-08,15:00:00,24.22,4.54,156.9
2025-10-08,18:00:00,23.99,3.75,124.7
2025-10-08,21:00:00,18.07,3.51,132.4
2025-10-09,00:00:00,26.78,2.23,110.1
2025-10-09,03:00:00,20.98,4.3,155.9
2025-10-09,06:00:00,22.48,2.54,161.9
2025-10-09,09:00:00,25.71,3.62,157.4
2025-10-09,12:00:00,24.64,3.66,128.2
2025-10-09,15:00:00,19.03,3.54,90.1
2025-10-09,18:00:00,28.09,3.16,112.4
2025-10-09,21:00:00,22.45,4.43,142.6
2025-10-10,00:00:00,19.78,3.59,167.3
2025-10-10,03:00:00,22.21,2.95,97.5
2025-10-10,06:00:00,24.16,2.93,155.0
2025-10-10,09:00:00,21.62,3.12,143.8
2025-10-10,12:00:00,27.13,2.28,158.2
2025-10-10,15:00:00,26.22,4.18,152.6
2025-10-10,18:00:00,21.04,3.47,84.7
2025-10-10,21:00:00,19.8,3.86,175.1
2025-10-11,00:00:00,21.82,4.85,119.6
2025-10-11,03:00:00,20.59,3.27,135.7
2025-10-11,06:00:00,20.87,4.77,89.5
2025-10-11,09:00:00,22.68,2.89,144.7
2025-10-11,12:00:00,26.4,3.46,112.4
2025-10-11,15:00:00,24.52,2.87,111.2
2025-10-11,18:00:00,28.98,3.64,157.4
2025-10-11,21:00:00,19.55,3.89,120.2
2025-10-12,00:00:00,17.7,2.76,132.3
2025-10-12,03:00:00,20.05,3.95,60.0
2025-10-12,06:00:00,17.61,2.77,120.5
2025-10-12,09:00:00,25.46,4.19,169.4
2025-10-12,12:00:00,18.51,2.9,128.2
2025-10-12,15:00:00,30.98,3.3,133.8
2025-10-12,18:00:00,22.01,5.1,114.8
2025-10-12,21:00:00,22.35,3.58,106.8
2025-10-13,00:00:00,21.58,2.29,125.4
2025-10-13,03:00:00,22.32,2.16,149.0
2025-10-13,06:00:00,22.06,2.29,149.9
2025-10-13,09:00:00,20.82,3.78,141.1
2025-10-13,12:00:00,25.94,2.85,109.9
2025-10-13,15:00:00,25.22,4.41,118.4
2025-10-13,18:00:00,29.07,5.8,113.6
2025-10-13,21:00:00,24.82,1.76,132.0
2025-10-14,00:00:00,18.98,5.01,111.0
2025-10-14,03:00:00,20.99,2.92,105.9
2025-10-14,06:00:00,25.05,5.5,175.0
2025-10-14,09:00:00,26.59,3.15,166.4
2025-10-14,12:00:00,25.76,3.06,134.5
2025-10-14,15:00:00,28.3,4.11,150.1
2025-10-14,18:00:00,22.55,1.78,120.7
2025-10-14,21:00:00,17.76,1.34,97.8
2025-10-15,00:00:00,17.37,1.18,96.3
2025-10-15,03:00:00,19.26,4.24,149.1
2025-10-15,06:00:00,24.73,4.11,137.1
2025-10-15,09:00:00,20.69,3.94,108.3
2025-10-15,12:00:00,20.89,2.48,178.1
2025-10-15,15:00:00,22.76,1.97,117.7
2025-10-15,18:00:00,24.06,3.54,112.3
2025-10-15,21:00:00,19.4,4.11,106.7
2025-10-16,00:00:00,24.46,2.65,118.6
2025-10-16,03:00:00,18.43,4.98,118.5
2025-10-16,06:00:00,22.09,2.21,132.8
2025-10-16,09:00:00,21.48,3.49,144.2
2025-10-16,12:00:00,19.2,2.4,149.5
2025-10-16,15:00:00,18.54,2.48,180.2
2025-10-16,18:00:00,19.73,5.53,104.7
2025-10-16,21:00:00,21.15,4.86,149.0
2025-10-17,00:00:00,22.09,4.15,93.9
2025-10-17,03:00:00,23.67,3.37,126.5
2025-10-17,06:00:00,25.42,3.72,177.0
2025-10-17,09:00:00,20.38,3.44,107.8
2025-10-17,12:00:00,21.79,2.72,174.8
2025-10-17,15:00:00,27.12,3.88,174.3
2025-10-17,18:00:00,20.04,2.71,114.1
2025-10-17,21:00:00,21.02,4.24,137.0
2025-10-18,00:00:00,17.43,2.43,179.2
2025-10-18,03:00:00,25.97,2.87,130.1
2025-10-18,06:00:00,26.74,1.6,173.6
2025-10-18,09:00:00,23.67,2.01,169.6
2025-10-18,12:00:00,24.16,3.85,139.4
2025-10-18,15:00:00,24.2,2.69,171.1
2025-10-18,18:00:00,20.13,1.46,126.5
2025-10-18,21:00:00,22.19,2.31,97.7
2025-10-19,00:00:00,21.51,4.24,189.5
2025-10-19,03:00:00,19.03,3.75,141.4
2025-10-19,06:00:00,20.7,4.15,119.0
2025-10-19,09:00:00,25.32,3.02,89.3
2025-10-19,12:00:00,21.94,3.66,161.6
2025-10-19,15:00:00,24.49,4.21,129.5
2025-10-19,18:00:00,19.44,2.8,145.9
2025-10-19,21:00:00,18.12,3.47,172.7
2025-10-20,00:00:00,17.91,2.76,146.6
2025-10-20,03:00:00,21.71,4.7,73.1
2025-10-20,06:00:00,25.26,3.85,144.4
2025-10-20,09:00:00,24.74,2.61,143.6
2025-10-20,12:00:00,25.97,3.27,130.1
2025-10-20,15:00:00,23.84,3.54,141.9
2025-10-20,18:00:00,24.31,1.24,125.3
2025-10-20,21:00:00,21.53,2.84,120.4
2025-10-21,00:00:00,20.01,2.98,131.3
2025-10-21,03:00:00,14.88,5.04,141.0
2025-10-21,06:00:00,28.52,2.39,144.2
2025-10-21,09:00:00,24.21,2.97,151.5
2025-10-21,12:00:00,25.68,4.43,93.5
2025-10-21,15:00:00,26.53,3.12,197.9
2025-10-21,18:00:00,22.23,2.75,142.0
