data,hora,temperatura_celsius,temperatura_fahrenheit,temperatura_kelvin,velocidade_vento_ms,velocidade_vento_kmh,velocidade_vento_mph,direcao_vento_graus,direcao_vento_radianos
2025-12-01,00:00:00,16.57,61.83,289.72,5.57,20.05,12.46,112.6,1.965241
2025-12-01,03:00:00,23.46,74.23,296.61,2.85,10.26,6.38,109.8,1.916372
2025-12-01,06:00:00,32.03,89.65,305.18,4.13,14.87,9.24,145.3,2.535963
2025-12-01,09:00:00,27.74,81.93,300.89,3.09,11.12,6.91,104.6,1.825614
2025-12-01,12:00:00,31.03,87.85,304.18,4.03,14.51,9.01,154.1,2.689552
2025-12-01,15:00:00,30.42,86.76,303.57,4.22,15.19,9.44,138.7,2.420772
2025-12-01,18:00:00,28.29,82.92,301.44,3.76,13.54,8.41,98.8,1.724385
2025-12-01,21:00:00,27.74,81.93,300.89,3.08,11.09,6.89,145.4,2.537709
2025-12-02,00:00:00,22.29,72.12,295.44,3.07,11.05,6.87,104.3,1.820378
2025-12-02,03:00:00,24.0,75.2,297.15,2.28,8.21,5.1,77.1,1.345649
2025-12-02,06:00:00,32.34,90.21,305.49,2.55,9.18,5.7,64.3,1.122247
2025-12-02,09:00:00,23.96,75.13,297.11,2.94,10.58,6.58,80.1,1.398009
2025-12-02,12:00:00,29.69,85.44,302.84,3.62,13.03,8.1,112.7,1.966986
2025-12-02,15:00:00,34.84,94.71,307.99,5.31,19.12,11.88,87.8,1.532399
2025-12-02,18:00:00,24.2,75.56,297.35,3.57,12.85,7.99,73.5,1.282817
2025-12-02,21:00:00,29.94,85.89,303.09,3.68,13.25,8.23,166.1,2.898992
2025-12-03,00:00:00,20.76,69.37,293.91,2.53,9.11,5.66,114.0,1.989675
2025-12-03,03:00:00,27.08,80.74,300.23,3.5,12.6,7.83,160.9,2.808235
2025-12-03,06:00:00,29.32,84.78,302.47,3.76,13.54,8.41,103.6,1.808161
2025-12-03,09:00:00,25.97,78.75,299.12,5.92,21.31,13.24,214.1,3.73675
2025-12-03,12:00:00,25.47,77.85,298.62,6.79,24.44,15.19,78.7,1.373574
2025-12-03,15:00:00,26.02,78.84,299.17,2.35,8.46,5.26,135.5,2.364921
2025-12-03,18:00:00,21.12,70.02,294.27,4.56,16.42,10.2,134.2,2.342232
2025-12-03,21:00:00,26.63,79.93,299.78,2.16,7.78,4.83,70.1,1.223476
2025-12-04,00:00:00,30.74,87.33,303.89,4.85,17.46,10.85,132.3,2.309071
2025-12-04,03:00:00,26.21,79.18,299.36,2.89,10.4,6.46,125.6,2.192134
2025-12-04,06:00:00,27.23,81.01,300.38,3.13,11.27,7.0,96.4,1.682497
2025-12-04,09:00:00,30.77,87.39,303.92,3.53,12.71,7.9,107.4,1.874484
2025-12-04,12:00:00,23.33,73.99,296.48,2.2,7.92,4.92,140.3,2.448697
2025-12-04,15:00:00,28.14,82.65,301.29,4.04,14.54,9.04,111.4,1.944297
2025-12-04,18:00:00,24.98,76.96,298.13,4.99,17.96,11.16,111.6,1.947787
2025-12-04,21:00:00,20.5,68.9,293.65,4.23,15.23,9.46,160.2,2.796017
2025-12-05,00:00:00,23.64,74.55,296.79,2.86,10.3,6.4,109.9,1.918117
2025-12-05,03:00:00,25.17,77.31,298.32,5.55,19.98,12.42,100.1,1.747075
2025-12-05,06:00:00,23.67,74.61,296.82,2.51,9.04,5.61,135.6,2.366666
2025-12-05,09:00:00,28.93,84.07,302.08,3.6,12.96,8.05,148.2,2.586578
2025-12-05,12:00:00,28.69,83.64,301.84,1.78,6.41,3.98,97.2,1.69646
2025-12-05,15:00:00,24.87,76.77,298.02,2.16,7.78,4.83,133.9,2.336996
2025-12-05,18:00:00,20.83,69.49,293.98,2.91,10.48,6.51,148.2,2.586578
2025-12-05,21:00:00,20.12,68.22,293.27,1.69,6.08,3.78,118.7,2.071706
2025-12-06,00:00:00,19.73,67.51,292.88,3.2,11.52,7.16,95.6,1.668535
2025-12-06,03:00:00,25.4,77.72,298.55,2.22,7.99,4.97,155.6,2.715732
2025-12-06,06:00:00,23.31,73.96,296.46,1.93,6.95,4.32,70.4,1.228712
2025-12-06,09:00:00,26.17,79.11,299.32,6.35,22.86,14.2,95.0,1.658063
2025-12-06,12:00:00,26.16,79.09,299.31,2.25,8.1,5.03,107.8,1.881465
2025-12-06,15:00:00,29.08,84.34,302.23,5.33,19.19,11.92,133.3,2.326524
2025-12-06,18:00:00,27.59,81.66,300.74,3.26,11.74,7.29,123.8,2.160718
2025-12-06,21:00:00,26.45,79.61,299.6,4.26,15.34,9.53,102.8,1.794198
2025-12-07,00:00:00,23.84,74.91,296.99,3.03,10.91,6.78,141.6,2.471386
2025-12-07,03:00:00,24.47,76.05,297.62,2.93,10.55,6.55,77.5,1.35263
2025-12-07,06:00:00,24.73,76.51,297.88,4.68,16.85,10.47,128.8,2.247984
2025-12-07,09:00:00,25.79,78.42,298.94,3.3,11.88,7.38,107.6,1.877974
2025-12-07,12:00:00,31.93,89.47,305.08,4.29,15.44,9.6,127.9,2.232276
2025-12-07,15:00:00,26.56,79.81,299.71,4.56,16.42,10.2,150.7,2.630211
2025-12-07,18:00:00,26.89,80.4,300.04,5.36,19.3,11.99,102.8,1.794198
2025-12-07,21:00:00,25.82,78.48,298.97,2.47,8.89,5.53,110.2,1.923353
2025-12-08,00:00:00,24.24,75.63,297.39,0.72,2.59,1.61,89.9,1.569051
2025-12-08,03:00:00,27.03,80.65,300.18,2.65,9.54,5.93,130.3,2.274164
2025-12-08,06:00:00,30.57,87.03,303.72,3.31,11.92,7.4,76.2,1.329941
2025-12-08,09:00:00,26.53,79.75,299.68,3.31,11.92,7.4,95.7,1.67028
2025-12-08,12:00:00,22.64,72.75,295.79,4.31,15.52,9.64,140.8,2.457424
2025-12-08,15:00:00,24.38,75.88,297.53,5.97,21.49,13.35,115.1,2.008874
2025-12-08,18:00:00,19.46,67.03,292.61,2.52,9.07,5.64,137.7,2.403318
2025-12-08,21:00:00,27.99,82.38,301.14,4.05,14.58,9.06,101.2,1.766273
2025-12-09,00:00:00,22.97,73.35,296.12,3.71,13.36,8.3,113.9,1.98793
2025-12-09,03:00:00,24.08,75.34,297.23,2.13,7.67,4.76,117.5,2.050762
2025-12-09,06:00:00,29.13,84.43,302.28,5.92,21.31,13.24,133.1,2.323033
2025-12-09,09:00:00,27.34,81.21,300.49,3.0,10.8,6.71,106.2,1.85354
2025-12-09,12:00:00,31.12,88.02,304.27,3.95,14.22,8.84,130.2,2.272419
2025-12-09,15:00:00,30.46,86.83,303.61,3.05,10.98,6.82,120.5,2.103122
2025-12-09,18:00:00,22.69,72.84,295.84,2.31,8.32,5.17,83.3,1.453859
2025-12-09,21:00:00,22.23,72.01,295.38,3.24,11.66,7.25,144.5,2.522001
2025-12-10,00:00:00,17.79,64.02,290.94,5.84,21.02,13.06,94.9,1.656317
2025-12-10,03:00:00,22.59,72.66,295.74,3.11,11.2,6.96,168.0,2.932153
2025-12-10,06:00:00,25.39,77.7,298.54,3.43,12.35,7.67,86.6,1.511455
2025-12-10,09:00:00,30.84,87.51,303.99,3.57,12.85,7.99,90.8,1.584759
2025-12-10,12:00:00,27.74,81.93,300.89,3.28,11.81,7.34,107.5,1.876229
2025-12-10,15:00:00,28.44,83.19,301.59,2.94,10.58,6.58,148.0,2.583087
2025-12-10,18:00:00,30.8,87.44,303.95,5.0,18.0,11.18,99.8,1.741839
2025-12-10,21:00:00,23.03,73.45,296.18,4.02,14.47,8.99,110.8,1.933825
2025-12-11,00:00:00,21.62,70.92,294.77,2.9,10.44,6.49,115.7,2.019346
2025-12-11,03:00:00,26.79,80.22,299.94,3.36,12.1,7.52,79.5,1.387537
2025-12-11,06:00:00,28.0,82.4,301.15,4.26,15.34,9.53,128.4,2.241003
2025-12-11,09:00:00,25.85,78.53,299.0,1.83,6.59,4.09,133.9,2.336996
2025-12-11,12:00:00,25.65,78.17,298.8,3.78,13.61,8.46,113.7,1.984439
2025-12-11,15:00:00,28.19,82.74,301.34,0.29,1.04,0.65,129.0,2.251475
2025-12-11,18:00:00,20.34,68.61,293.49,2.14,7.7,4.79,122.5,2.138028
2025-12-11,21:00:00,21.83,71.29,294.98,2.84,10.22,6.35,106.0,1.850049
2025-12-12,00:00:00,25.8,78.44,298.95,3.85,13.86,8.61,111.6,1.947787
2025-12-12,03:00:00,18.94,66.09,292.09,3.94,14.18,8.81,103.6,1.808161
2025-12-12,06:00:00,26.33,79.39,299.48,4.61,16.6,10.31,119.2,2.080432
2025-12-12,09:00:00,30.46,86.83,303.61,4.0,14.4,8.95,75.6,1.319469
2025-12-12,12:00:00,29.45,85.01,302.6,3.37,12.13,7.54,104.8,1.829105
2025-12-12,15:00:00,28.62,83.52,301.77,3.82,13.75,8.55,100.5,1.754056
2025-12-12,18:00:00,26.7,80.06,299.85,3.93,14.15,8.79,89.2,1.556834
2025-12-12,21:00:00,19.3,66.74,292.45,2.12,7.63,4.74,95.2,1.661553
2025-12-13,00:00:00,23.64,74.55,296.79,4.7,16.92,10.51,80.4,1.403245
2025-12-13,03:00:00,21.52,70.74,294.67,3.05,10.98,6.82,100.4,1.752311
2025-12-13,06:00:00,24.16,75.49,297.31,4.12,14.83,9.22,78.3,1.366593
2025-12-13,09:00:00,30.96,87.73,304.11,2.25,8.1,5.03,130.7,2.281145
2025-12-13,12:00:00,25.43,77.77,298.58,2.66,9.58,5.95,121.0,2.111848
2025-12-13,15:00:00,34.56,94.21,307.71,3.14,11.3,7.02,138.2,2.412045
2025-12-13,18:00:00,30.49,86.88,303.64,5.18,18.65,11.59,107.0,1.867502
2025-12-13,21:00:00,22.91,73.24,296.06,2.35,8.46,5.26,81.9,1.429425
2025-12-14,00:00:00,22.79,73.02,295.94,4.05,14.58,9.06,159.7,2.787291
2025-12-14,03:00:00,20.9,69.62,294.05,1.24,4.46,2.77,94.4,1.647591
2025-12-14,06:00:00,26.12,79.02,299.27,3.48,12.53,7.78,117.9,2.057743
2025-12-14,09:00:00,23.5,74.3,296.65,3.68,13.25,8.23,74.9,1.307252
2025-12-14,12:00:00,29.6,85.28,302.75,4.89,17.6,10.94,100.6,1.755801
2025-12-14,15:00:00,21.93,71.47,295.08,3.6,12.96,8.05,114.2,1.993166
2025-12-14,18:00:00,26.03,78.85,299.18,4.58,16.49,10.25,124.5,2.172935
2025-12-14,21:00:00,22.82,73.08,295.97,3.07,11.05,6.87,117.9,2.057743
2025-12-15,00:00:00,28.8,83.84,301.95,3.18,11.45,7.11,128.8,2.247984
2025-12-15,03:00:00,17.41,63.34,290.56,3.03,10.91,6.78,149.1,2.602286
2025-12-15,06:00:00,34.66,94.39,307.81,2.54,9.14,5.68,133.4,2.328269
2025-12-15,09:00:00,27.73,81.91,300.88,4.06,14.62,9.08,88.4,1.542871
2025-12-15,12:00:00,30.01,86.02,303.16,2.46,8.86,5.5,164.7,2.874557
2025-12-15,15:00:00,26.22,79.2,299.37,2.99,10.76,6.69,156.5,2.73144
2025-12-15,18:00:00,29.86,85.75,303.01,3.53,12.71,7.9,117.0,2.042035
2025-12-15,21:00:00,25.6,78.08,298.75,3.78,13.61,8.46,86.3,1.506219
2025-12-16,00:00:00,19.1,66.38,292.25,2.11,7.6,4.72,116.6,2.035054
