data,hora,temperatura_celsius,umidade_ar_%,direcao_vento_graus
2024-10-01,00:00:00,16.08,90.3,163.6
2024-10-01,03:00:00,19.07,81.1,205.8
2024-10-01,06:00:00,18.57,78.0,168.5
2024-10-01,09:00:00,27.44,77.5,121.2
2024-10-01,12:00:00,18.52,61.7,153.0
2024-10-01,15:00:00,24.66,71.1,163.2
2024-10-01,18:00:00,21.11,66.6,180.5
2024-10-01,21:00:00,20.11,74.4,100.0
2024-10-02,00:00:00,24.22,79.5,151.3
2024-10-02,03:00:00,22.17,76.8,134.3
2024-10-02,06:00:00,22.43,88.7,170.6
2024-10-02,09:00:00,27.28,78.6,151.1
2024-10-02,12:00:00,29.29,63.3,82.8
2024-10-02,15:00:00,27.68,65.8,168.7
2024-10-02,18:00:00,22.84,75.2,131.1
2024-10-02,21:00:00,21.43,80.0,169.3
2024-10-03,00:00:00,19.35,87.9,172.7
2024-10-03,03:00:00,22.54,83.4,141.8
2024-10-03,06:00:00,19.13,75.3,179.4
2024-10-03,09:00:00,23.67,76.5,141.8
2024-10-03,12:00:00,25.63,73.4,117.7
2024-10-03,15:00:00,18.46,73.1,146.7
2024-10-03,18:00:00,18.9,77.6,92.4
2024-10-03,21:00:00,23.82,77.9,183.3
2024-10-04,00:00:00,18.6,88.7,122.9
2024-10-04,03:00:00,21.93,71.5,127.3
2024-10-04,06:00:00,18.23,77.7,136.1
2024-10-04,09:00:00,18.47,81.2,124.6
2024-10-04,12:00:00,20.39,73.4,112.7
2024-10-04,15:00:00,23.0,77.5,155.4
2024-10-04,18:00:00,24.23,71.3,148.0
2024-10-04,21:00:00,20.1,89.8,101.0
2024-10-05,00:00:00,20.91,83.5,140.7
2024-10-05,03:00:00,17.85,81.8,129.5
2024-10-05,06:00:00,23.55,86.4,117.8
2024-10-05,09:00:00,20.74,69.8,94.4
2024-10-05,12:00:00,22.64,81.0,119.3
2024-10-05,15:00:00,24.91,69.7,116.1
2024-10-05,18:00:00,22.46,81.7,135.6
2024-10-05,21:00:00,17.48,77.1,104.9
2024-10-06,00:00:00,11.27,81.3,130.5
2024-10-06,03:00:00,17.1,83.5,163.7
2024-10-06,06:00:00,19.89,76.0,143.3
2024-10-06,09:00:00,22.59,71.9,129.6
2024-10-06,12:00:00,26.13,67.9,106.3
2024-10-06,15:00:00,23.75,76.5,146.9
2024-10-06,18:00:00,15.51,71.8,141.7
2024-10-06,21:00:00,19.84,88.2,145.8
2024-10-07,00:00:00,22.92,79.3,117.0
2024-10-07,03:00:00,19.35,84.7,123.9
2024-10-07,06:00:00,16.77,81.2,155.8
2024-10-07,09:00:00,25.19,85.6,116.8
2024-10-07,12:00:00,22.05,73.2,140.6
2024-10-07,15:00:00,21.12,77.6,151.5
2024-10-07,18:00:00,12.4,82.7,139.4
2024-10-07,21:00:00,18.18,78.7,156.7
2024-10-08,00:00:00,15.54,86.0,122.5
2024-10-08,03:00:00,22.22,76.9,115.9
2024-10-08,06:00:00,18.26,79.4,131.3
2024-10-08,09:00:00,19.02,72.0,193.6
2024-10-08,12:00:00,31.18,76.4,130.4
2024-10-08,15:00:00,19.55,71.4,166.1
2024-10-08,18:00:00,20.8,75.2,92.7
2024-10-08,21:00:00,18.34,74.9,127.3
2024-10-09,00:00:00,16.23,91.5,130.7
2024-10-09,03:00:00,13.62,82.9,150.0
2024-10-09,06:00:00,21.84,75.4,124.2
2024-10-09,09:00:00,27.22,69.4,167.8
2024-10-09,12:00:00,27.43,61.9,131.4
2024-10-09,15:00:00,24.23,77.4,147.7
2024-10-09,18:00:00,20.86,71.4,98.2
2024-10-09,21:00:00,19.28,86.4,158.6
2024-10-10,00:00:00,11.41,82.0,131.2
2024-10-10,03:00:00,22.05,86.1,128.4
2024-10-10,06:00:00,24.9,85.0,100.6
2024-10-10,09:00:00,24.37,85.0,124.8
2024-10-10,12:00:00,24.34,73.4,167.1
2024-10-10,15:00:00,23.62,83.6,112.5
2024-10-10,18:00:00,18.86,77.3,174.2
2024-10-10,21:00:00,23.58,74.3,145.9
2024-10-11,00:00:00,17.25,93.0,127.3
2024-10-11,03:00:00,14.02,90.1,160.0
2024-10-11,06:00:00,15.55,78.5,125.3
2024-10-11,09:00:00,22.46,71.2,157.0
2024-10-11,12:00:00,25.21,72.9,117.1
2024-10-11,15:00:00,24.65,76.7,146.9
2024-10-11,18:00:00,25.86,86.4,133.0
2024-10-11,21:00:00,14.22,86.1,115.4
2024-10-12,00:00:00,20.2,87.6,160.8
2024-10-12,03:00:00,14.12,90.3,161.1
2024-10-12,06:00:00,21.64,66.2,150.4
2024-10-12,09:00:00,27.66,72.5,124.5
2024-10-12,12:00:00,25.39,71.3,148.9
2024-10-12,15:00:00,19.27,86.0,128.0
2024-10-12,18:00:00,18.68,86.9,158.2
2024-10-12,21:00:00,21.87,70.9,129.7
2024-10-13,00:00:00,24.66,79.4,142.8
2024-10-13,03:00:00,18.56,74.2,155.6
2024-10-13,06:00:00,18.01,65.4,117.8
2024-10-13,09:00:00,24.13,77.5,163.6
2024-10-13,12:00:00,18.97,79.2,166.6
2024-10-13,15:00:00,20.8,72.5,161.4
2024-10-13,18:00:00,22.19,81.3,166.3
2024-10-13,21:00:00,19.93,79.2,188.8
2024-10-14,00:00:00,20.81,83.6,147.9
2024-10-14,03:00:00,16.47,88.4,145.8
2024-10-14,06:00:00,20.95,78.6,163.8
2024-10-14,09:00:00,24.38,74.1,141.9
2024-10-14,12:00:00,24.07,65.3,134.1
2024-10-14,15:00:00,18.39,71.2,134.8
2024-10-14,18:00:00,19.55,79.3,121.5
2024-10-14,21:00:00,19.23,79.9,161.2
2024-10-15,00:00:00,16.56,83.6,115.6
2024-10-15,03:00:00,17.39,90.5,119.4
2024-10-15,06:00:00,15.11,64.1,169.4
2024-10-15,09:00:00,21.58,75.6,142.4
2024-10-15,12:00:00,19.3,74.6,117.7
2024-10-15,15:00:00,25.06,70.7,156.9
2024-10-15,18:00:00,22.21,75.7,107.9
2024-10-15,21:00:00,20.2,81.6,148.3
2024-10-16,00:00:00,18.29,81.6,154.2
2024-10-16,03:00:00,20.06,85.4,102.5
2024-10-16,06:00:00,19.88,70.9,128.1
2024-10-16,09:00:00,15.48,77.4,123.6
2024-10-16,12:00:00,24.48,86.5,136.0
2024-10-16,15:00:00,26.55,83.9,160.7
2024-10-16,18:00:00,19.84,85.4,133.5
2024-10-16,21:00:00,17.64,82.0,154.0
2024-10-17,00:00:00,17.87,83.8,111.6
2024-10-17,03:00:00,17.84,83.9,140.9
2024-10-17,06:00:00,24.17,78.2,98.9
2024-10-17,09:00:00,22.03,68.1,135.5
2024-10-17,12:00:00,28.7,74.5,161.1
2024-10-17,15:00:00,30.28,81.9,164.1
2024-10-17,18:00:00,24.49,78.7,97.3
2024-10-17,21:00:00,19.13,84.4,145.7
2024-10-18,00:00:00,19.64,88.4,166.2
2024-10-18,03:00:00,21.52,78.1,111.1
2024-10-18,06:00:00,17.73,73.5,146.6
2024-10-18,09:00:00,20.31,68.9,113.6
2024-10-18,12:00:00,19.14,65.0,125.5
2024-10-18,15:00:00,23.37,78.2,95.7
2024-10-18,18:00:00,25.17,70.2,153.5
2024-10-18,21:00:00,16.46,86.2,103.1
2024-10-19,00:00:00,18.39,75.6,91.9
2024-10-19,03:00:00,18.06,93.0,129.6
2024-10-19,06:00:00,17.32,79.6,122.9
2024-10-19,09:00:00,15.92,65.7,163.1
2024-10-19,12:00:00,19.33,75.8,188.6
2024-10-19,15:00:00,24.13,69.4,160.0
2024-10-19,18:00:00,22.41,72.3,140.2
2024-10-19,21:00:00,20.37,78.5,158.2
2024-10-20,00:00:00,19.93,83.6,131.6
2024-10-20,03:00:00,21.57,81.8,165.5
2024-10-20,06:00:00,14.53,84.9,175.5
2024-10-20,09:00:00,25.94,72.4,134.1
2024-10-20,12:00:00,25.29,70.3,155.8
2024-10-20,15:00:00,23.83,67.2,139.5
2024-10-20,18:00:00,20.6,79.1,138.8
2024-10-20,21:00:00,21.26,89.8,153.1
2024-10-21,00:00:00,23.63,81.4,189.1
2024-10-21,03:00:00,18.74,83.3,100.7
2024-10-21,06:00:00,20.07,81.1,138.3
2024-10-21,09:00:00,20.77,72.7,141.7
2024-10-21,12:00:00,24.9,60.7,150.5
2024-10-21,15:00:00,21.88,75.5,155.8
2024-10-21,18:00:00,16.78,72.2,154.5
2024-10-21,21:00:00,21.29,91.6,186.7
2024-10-22,00:00:00,19.59,79.2,90.3
2024-10-22,03:00:00,24.94,80.4,140.7
2024-10-22,06:00:00,18.53,77.5,120.9
2024-10-22,09:00:00,18.77,72.2,150.6
2024-10-22,12:00:00,24.94,69.2,121.5
2024-10-22,15:00:00,19.37,80.4,95.9
2024-10-22,18:00:00,21.06,78.9,127.1
2024-10-22,21:00:00,13.13,82.4,117.1
2024-10-23,00:00:00,24.04,82.5,138.9
2024-10-23,03:00:00,15.35,87.1,115.2
2024-10-23,06:00:00,14.3,92.0,143.1
2024-10-23,09:00:00,22.29,75.1,122.1
2024-10-23,12:00:00,25.71,75.0,156.5
2024-10-23,15:00:00,25.31,64.9,86.2
2024-10-23,18:00:00,24.81,76.3,147.0
2024-10-23,21:00:00,16.33,76.3,135.3
2024-10-24,00:00:00,20.1,77.8,148.7
2024-10-24,03:00:00,22.25,87.6,95.5
2024-10-24,06:00:00,21.47,80.9,175.2
2024-10-24,09:00:00,23.13,61.4,116.5
2024-10-24,12:00:00,16.13,76.5,124.5
2024-10-24,15:00:00,19.43,65.2,134.1
2024-10-24,18:00:00,22.88,82.5,167.4
2024-10-24,21:00:00,21.72,81.8,129.5
2024-10-25,00:00:00,16.19,90.6,139.6
2024-10-25,03:00:00,21.13,68.3,156.6
2024-10-25,06:00:00,13.98,76.7,117.8
2024-10-25,09:00:00,25.61,80.2,138.7
2024-10-25,12:00:00,25.02,77.6,111.3
2024-10-25,15:00:00,18.84,73.2,134.9
2024-10-25,18:00:00,27.21,84.4,131.2
2024-10-25,21:00:00,23.18,81.1,144.7
2024-10-26,00:00:00,15.43,89.2,147.9
2024-10-26,03:00:00,21.89,87.5,120.6
2024-10-26,06:00:00,21.02,75.1,146.5
2024-10-26,09:00:00,23.44,81.0,137.8
2024-10-26,12:00:00,24.05,74.2,88.7
2024-10-26,15:00:00,16.91,71.9,178.8
2024-10-26,18:00:00,17.89,77.2,170.8
2024-10-26,21:00:00,21.81,77.7,138.6
2024-10-27,00:00:00,19.34,78.2,139.1
2024-10-27,03:00:00,18.97,73.5,148.4
2024-10-27,06:00:00,20.45,71.8,175.0
2024-10-27,09:00:00,23.95,71.2,149.9
2024-10-27,12:00:00,20.37,71.4,137.0
2024-10-27,15:00:00,26.6,75.5,137.9
2024-10-27,18:00:00,23.22,81.8,165.2
2024-10-27,21:00:00,26.13,87.9,103.9
2024-10-28,00:00:00,16.6,84.7,125.5
2024-10-28,03:00:00,21.48,81.4,120.1
2024-10-28,06:00:00,27.24,78.1,158.2
2024-10-28,09:00:00,23.07,69.4,135.5
2024-10-28,12:00:00,22.72,65.3,133.7
2024-10-28,15:00:00,26.52,76.3,155.5
2024-10-28,18:00:00,23.13,93.1,137.5
2024-10-28,21:00:00,20.18,78.4,146.8
2024-10-29,00:00:00,17.98,84.5,137.1
2024-10-29,03:00:00,17.8,85.5,159.9
2024-10-29,06:00:00,23.69,77.4,118.7
2024-10-29,09:00:00,18.79,73.0,172.1
2024-10-29,12:00:00,19.15,66.6,144.5
2024-10-29,15:00:00,23.95,63.7,146.7
2024-10-29,18:00:00,18.76,79.9,138.7
2024-10-29,21:00:00,20.2,86.6,126.1
2024-10-30,00:00:00,18.67,79.8,120.8
2024-10-30,03:00:00,16.87,76.6,128.9
2024-10-30,06:00:00,19.75,80.1,100.6
2024-10-30,09:00:00,25.79,75.9,137.7
2024-10-30,12:00:00,29.03,71.2,120.8
2024-10-30,15:00:00,21.92,77.1,165.5
2024-10-30,18:00:00,19.58,79.4,182.8
2024-10-30,21:00:00,19.23,90.0,100.7
2024-10-31,00:00:00,15.89,74.2,123.1
2024-10-31,03:00:00,19.76,81.2,136.9
2024-10-31,06:00:00,22.17,68.5,188.0
2024-10-31,09:00:00,23.5,77.3,169.3
2024-10-31,12:00:00,18.89,77.2,162.8
2024-10-31,15:00:00,17.84,74.9,144.5
2024-10-31,18:00:00,20.53,83.2,138.8
2024-10-31,21:00:00,18.63,89.0,136.1
