data,hora,temperatura_celsius,umidade_ar_%,direcao_vento_graus
2024-12-01,00:00:00,24.64,95.3,110.1
2024-12-01,03:00:00,19.52,83.6,78.1
2024-12-01,06:00:00,28.03,80.7,107.2
2024-12-01,09:00:00,29.32,85.7,50.7
2024-12-01,12:00:00,29.11,74.2,110.2
2024-12-01,15:00:00,26.6,73.3,131.8
2024-12-01,18:00:00,27.06,75.7,62.2
2024-12-01,21:00:00,20.34,70.1,103.0
2024-12-02,00:00:00,21.84,89.2,74.0
2024-12-02,03:00:00,23.97,83.5,160.7
2024-12-02,06:00:00,29.04,69.8,79.5
2024-12-02,09:00:00,32.13,70.0,128.7
2024-12-02,12:00:00,32.78,75.8,100.8
2024-12-02,15:00:00,24.75,80.1,82.6
2024-12-02,18:00:00,30.16,85.8,97.0
2024-12-02,21:00:00,25.77,87.3,74.7
2024-12-03,00:00:00,15.66,94.5,140.1
2024-12-03,03:00:00,23.37,90.8,86.7
2024-12-03,06:00:00,28.08,79.2,129.7
2024-12-03,09:00:00,32.04,79.0,100.1
2024-12-03,12:00:00,22.79,78.4,86.0
2024-12-03,15:00:00,20.83,79.5,99.7
2024-12-03,18:00:00,27.63,74.6,138.1
2024-12-03,21:00:00,31.36,88.4,96.0
2024-12-04,00:00:00,18.4,92.8,61.6
2024-12-04,03:00:00,30.77,83.5,95.1
2024-12-04,06:00:00,24.55,84.9,168.0
2024-12-04,09:00:00,23.95,84.2,96.4
2024-12-04,12:00:00,31.07,68.1,111.3
2024-12-04,15:00:00,27.35,89.4,122.5
2024-12-04,18:00:00,24.91,86.2,101.9
2024-12-04,21:00:00,17.79,83.2,114.7
2024-12-05,00:00:00,28.06,93.9,86.6
2024-12-05,03:00:00,28.95,95.2,113.7
2024-12-05,06:00:00,21.6,80.8,98.9
2024-12-05,09:00:00,28.18,79.4,94.0
2024-12-05,12:00:00,29.51,75.4,50.7
2024-12-05,15:00:00,21.07,83.7,173.9
2024-12-05,18:00:00,23.77,71.1,90.8
2024-12-05,21:00:00,18.56,91.7,78.1
2024-12-06,00:00:00,29.51,88.8,103.4
2024-12-06,03:00:00,28.51,91.8,127.7
2024-12-06,06:00:00,29.48,88.1,104.5
2024-12-06,09:00:00,31.28,73.3,112.9
2024-12-06,12:00:00,36.06,77.5,145.2
2024-12-06,15:00:00,28.79,75.0,114.7
2024-12-06,18:00:00,28.5,79.5,115.8
2024-12-06,21:00:00,23.66,98.7,86.8
2024-12-07,00:00:00,24.62,93.0,86.2
2024-12-07,03:00:00,29.96,84.3,142.1
2024-12-07,06:00:00,21.7,74.4,109.6
2024-12-07,09:00:00,31.42,77.6,126.4
2024-12-07,12:00:00,30.49,77.7,157.9
2024-12-07,15:00:00,24.16,78.5,97.8
2024-12-07,18:00:00,24.52,88.7,77.4
2024-12-07,21:00:00,20.56,87.5,110.3
2024-12-08,00:00:00,22.82,86.6,113.7
2024-12-08,03:00:00,24.13,83.2,72.5
2024-12-08,06:00:00,23.63,81.4,113.6
2024-12-08,09:00:00,24.82,79.0,100.8
2024-12-08,12:00:00,24.32,68.2,132.4
2024-12-08,15:00:00,24.57,63.9,100.6
2024-12-08,18:00:00,32.32,76.7,90.2
2024-12-08,21:00:00,27.31,99,143.3
2024-12-09,00:00:00,24.69,85.5,156.8
