data,hora,temperatura_celsius,velocidade_vento_ms,direcao_vento_graus
2024-10-01,00:00:00,22.22,2.76,148.2
2024-10-01,03:00:00,18.19,2.33,142.2
2024-10-01,06:00:00,20.86,3.09,121.1
2024-10-01,09:00:00,25.07,5.16,151.5
2024-10-01,12:00:00,25.96,2.87,119.3
2024-10-01,15:00:00,21.05,1.89,155.1
2024-10-01,18:00:00,20.72,2.45,120.7
2024-10-01,21:00:00,22.94,5.74,137.7
2024-10-02,00:00:00,20.06,2.0,198.3
2024-10-02,03:00:00,15.71,3.74,129.0
2024-10-02,06:00:00,20.17,3.62,93.2
2024-10-02,09:00:00,25.54,2.22,140.7
2024-10-02,12:00:00,25.34,3.72,167.2
2024-10-02,15:00:00,17.14,3.27,138.6
2024-10-02,18:00:00,21.82,3.8,123.7
2024-10-02,21:00:00,20.69,2.0,142.2
2024-10-03,00:00:00,17.05,2.23,132.4
2024-10-03,03:00:00,20.22,4.29,130.7
2024-10-03,06:00:00,23.82,2.49,204.8
2024-10-03,09:00:00,28.74,2.53,140.7
2024-10-03,12:00:00,31.2,2.62,187.1
2024-10-03,15:00:00,28.48,3.59,149.6
2024-10-03,18:00:00,25.64,5.01,115.0
2024-10-03,21:00:00,17.87,2.91,120.2
2024-10-04,00:00:00,20.63,3.37,142.7
2024-10-04,03:00:00,24.2,3.5,143.4
2024-10-04,06:00:00,22.13,3.35,152.7
2024-10-04,09:00:00,24.33,3.92,155.4
2024-10-04,12:00:00,27.12,1.88,149.6
2024-10-04,15:00:00,23.82,2.57,163.7
2024-10-04,18:00:00,18.42,3.59,133.7
2024-10-04,21:00:00,16.04,3.21,159.9
2024-10-05,00:00:00,23.15,3.14,189.6
2024-10-05,03:00:00,16.78,3.78,107.4
2024-10-05,06:00:00,21.84,2.29,146.8
2024-10-05,09:00:00,26.64,3.46,154.7
2024-10-05,12:00:00,25.93,3.64,153.4
2024-10-05,15:00:00,23.93,3.17,132.1
2024-10-05,18:00:00,20.77,1.54,154.2
2024-10-05,21:00:00,23.2,1.1,104.2
2024-10-06,00:00:00,18.25,2.82,154.5
2024-10-06,03:00:00,20.87,4.51,175.0
2024-10-06,06:00:00,22.81,2.77,147.5
2024-10-06,09:00:00,17.34,3.43,169.1
2024-10-06,12:00:00,24.83,4.35,141.6
2024-10-06,15:00:00,21.76,1.65,139.3
2024-10-06,18:00:00,27.19,1.13,160.9
2024-10-06,21:00:00,18.51,1.82,184.8
2024-10-07,00:00:00,23.01,1.67,91.9
2024-10-07,03:00:00,15.46,3.68,151.9
2024-10-07,06:00:00,22.16,2.32,117.7
2024-10-07,09:00:00,20.86,2.56,126.9
2024-10-07,12:00:00,28.26,2.88,161.9
2024-10-07,15:00:00,23.82,1.01,133.8
2024-10-07,18:00:00,16.4,1.48,136.0
2024-10-07,21:00:00,21.13,0.88,157.3
2024-10-08,00:00:00,13.84,2.66,167.2
2024-10-08,03:00:00,14.71,2.96,140.0
2024-10-08,06:00:00,20.77,2.98,127.0
2024-10-08,09:00:00,25.3,2.4,161.9
2024-10-08,12:00:00,21.54,0.68,167.0
2024-10-08,15:00:00,19.25,4.0,167.4
2024-10-08,18:00:00,19.62,4.0,163.7
2024-10-08,21:00:00,21.94,5.38,127.5
2024-10-09,00:00:00,20.14,2.76,154.0
2024-10-09,03:00:00,17.69,2.49,164.5
2024-10-09,06:00:00,20.99,3.96,167.1
2024-10-09,09:00:00,21.47,1.89,147.8
2024-10-09,12:00:00,25.7,3.41,162.9
2024-10-09,15:00:00,24.35,3.42,135.1
2024-10-09,18:00:00,20.38,5.37,149.5
2024-10-09,21:00:00,23.62,4.71,115.1
2024-10-10,00:00:00,17.52,3.78,136.6
2024-10-10,03:00:00,22.88,4.64,137.0
2024-10-10,06:00:00,15.49,4.17,125.7
2024-10-10,09:00:00,25.13,2.66,138.8
2024-10-10,12:00:00,24.68,3.17,135.5
2024-10-10,15:00:00,24.31,3.68,189.5
2024-10-10,18:00:00,24.95,4.76,135.6
2024-10-10,21:00:00,19.42,3.54,138.1
2024-10-11,00:00:00,23.08,0.8,120.0
2024-10-11,03:00:00,21.91,1.97,166.3
2024-10-11,06:00:00,20.78,2.73,149.6
2024-10-11,09:00:00,25.07,3.63,145.4
2024-10-11,12:00:00,22.91,3.22,130.6
