data,hora,temperatura_celsius,umidade_ar_%,direcao_vento_graus
2026-06-01,00:00:00,12.29,76.9,215.7
2026-06-01,03:00:00,18.39,77.5,238.8
2026-06-01,06:00:00,14.83,67.8,201.3
2026-06-01,09:00:00,18.24,70.0,197.0
2026-06-01,12:00:00,20.14,51.8,221.8
2026-06-01,15:00:00,16.81,57.3,178.7
2026-06-01,18:00:00,19.04,66.3,207.9
2026-06-01,21:00:00,14.9,74.5,233.8
2026-06-02,00:00:00,11.65,76.8,200.7
2026-06-02,03:00:00,13.6,74.0,222.1
2026-06-02,06:00:00,17.68,73.1,222.7
2026-06-02,09:00:00,17.07,69.6,199.5
2026-06-02,12:00:00,20.75,60.9,214.9
2026-06-02,15:00:00,22.17,48.6,197.4
2026-06-02,18:00:00,15.68,61.5,219.3
2026-06-02,21:00:00,15.64,66.7,177.4
2026-06-03,00:00:00,15.52,80.1,197.4
2026-06-03,03:00:00,13.97,73.0,183.6
2026-06-03,06:00:00,16.73,58.5,182.7
2026-06-03,09:00:00,18.49,66.8,223.2
2026-06-03,12:00:00,19.89,61.9,181.3
2026-06-03,15:00:00,16.91,58.3,190.3
2026-06-03,18:00:00,16.45,64.9,204.9
2026-06-03,21:00:00,16.81,89.9,170.1
2026-06-04,00:00:00,15.02,64.1,215.5
2026-06-04,03:00:00,15.0,80.0,228.8
2026-06-04,06:00:00,16.41,75.5,199.7
2026-06-04,09:00:00,19.67,66.7,179.7
2026-06-04,12:00:00,18.43,68.8,220.7
2026-06-04,15:00:00,17.86,61.6,191.1
2026-06-04,18:00:00,16.87,77.6,243.2
2026-06-04,21:00:00,13.1,64.8,203.8
2026-06-05,00:00:00,12.04,66.5,175.8
2026-06-05,03:00:00,15.85,74.0,210.7
2026-06-05,06:00:00,16.43,59.9,198.2
2026-06-05,09:00:00,21.35,60.0,229.2
2026-06-05,12:00:00,19.28,64.9,157.9
2026-06-05,15:00:00,22.24,69.7,194.6
2026-06-05,18:00:00,14.46,70.8,227.8
2026-06-05,21:00:00,15.83,74.5,198.3
2026-06-06,00:00:00,10.1,73.3,177.3
2026-06-06,03:00:00,13.5,73.7,180.9
2026-06-06,06:00:00,13.13,67.7,206.8
2026-06-06,09:00:00,17.52,60.6,194.4
2026-06-06,12:00:00,15.63,51.3,187.8
2026-06-06,15:00:00,16.72,73.5,178.2
2026-06-06,18:00:00,13.92,75.9,180.0
2026-06-06,21:00:00,16.6,64.7,159.7
2026-06-07,00:00:00,14.7,65.8,194.6
2026-06-07,03:00:00,19.04,78.9,203.7
2026-06-07,06:00:00,16.46,75.3,183.9
2026-06-07,09:00:00,22.29,64.7,235.0
2026-06-07,12:00:00,17.64,69.1,152.0
2026-06-07,15:00:00,17.35,65.8,209.2
2026-06-07,18:00:00,18.97,74.3,224.6
2026-06-07,21:00:00,16.87,79.3,207.6
2026-06-08,00:00:00,16.14,70.8,197.0
2026-06-08,03:00:00,16.66,74.0,195.5
2026-06-08,06:00:00,19.34,67.3,247.6
2026-06-08,09:00:00,18.68,60.8,201.1
2026-06-08,12:00:00,21.41,67.1,196.2
2026-06-08,15:00:00,18.69,69.6,154.5
2026-06-08,18:00:00,15.68,75.1,200.3
2026-06-08,21:00:00,17.91,79.2,220.1
2026-06-09,00:00:00,14.09,73.6,246.5
2026-06-09,03:00:00,11.47,82.4,196.2
2026-06-09,06:00:00,17.88,65.2,205.0
2026-06-09,09:00:00,18.44,58.1,183.5
2026-06-09,12:00:00,20.52,67.7,179.8
2026-06-09,15:00:00,18.81,64.9,144.5
2026-06-09,18:00:00,17.25,68.9,174.2
2026-06-09,21:00:00,14.62,75.0,226.5
2026-06-10,00:00:00,15.62,74.4,216.1
2026-06-10,03:00:00,15.6,62.5,173.0
2026-06-10,06:00:00,16.25,70.5,161.4
2026-06-10,09:00:00,20.62,54.9,174.1
2026-06-10,12:00:00,19.3,59.9,175.9
2026-06-10,15:00:00,20.15,63.3,202.4
2026-06-10,18:00:00,18.41,72.3,237.5
2026-06-10,21:00:00,17.52,69.7,152.9
2026-06-11,00:00:00,17.3,68.2,264.3
2026-06-11,03:00:00,14.1,64.4,236.2
2026-06-11,06:00:00,16.57,70.9,216.4
2026-06-11,09:00:00,14.85,49.6,192.7
2026-06-11,12:00:00,19.94,61.0,193.8
