data,hora,temperatura_celsius,velocidade_vento_ms,direcao_vento_graus
2025-09-01,00:00:00,18.23,3.61,180.0
2025-09-01,03:00:00,19.04,3.22,147.6
2025-09-01,06:00:00,18.37,5.12,179.8
2025-09-01,09:00:00,22.0,3.83,169.0
2025-09-01,12:00:00,21.34,3.76,173.2
2025-09-01,15:00:00,23.33,2.11,145.4
2025-09-01,18:00:00,18.68,2.06,157.4
2025-09-01,21:00:00,20.96,3.21,127.4
2025-09-02,00:00:00,18.13,3.5,194.1
2025-09-02,03:00:00,22.38,4.54,177.8
2025-09-02,06:00:00,20.03,2.23,159.6
2025-09-02,09:00:00,22.76,2.77,155.3
2025-09-02,12:00:00,22.9,2.86,177.7
2025-09-02,15:00:00,21.46,4.06,191.0
2025-09-02,18:00:00,24.85,5.25,191.8
2025-09-02,21:00:00,20.53,3.58,138.3
2025-09-03,00:00:00,18.18,5.67,144.5
2025-09-03,03:00:00,18.91,4.77,146.9
2025-09-03,06:00:00,19.17,4.33,173.5
2025-09-03,09:00:00,20.17,3.74,142.7
2025-09-03,12:00:00,29.48,4.3,158.3
2025-09-03,15:00:00,24.75,3.48,180.2
2025-09-03,18:00:00,15.54,4.6,146.1
2025-09-03,21:00:00,18.62,5.87,207.5
2025-09-04,00:00:00,21.47,4.56,163.7
2025-09-04,03:00:00,21.14,2.81,179.4
2025-09-04,06:00:00,22.95,3.19,141.9
2025-09-04,09:00:00,22.75,4.89,136.6
2025-09-04,12:00:00,21.58,1.51,147.8
2025-09-04,15:00:00,26.09,2.23,186.2
2025-09-04,18:00:00,22.52,3.6,154.3
2025-09-04,21:00:00,21.51,3.22,163.3
2025-09-05,00:00:00,20.96,4.19,136.0
2025-09-05,03:00:00,16.95,3.73,170.7
2025-09-05,06:00:00,21.18,3.05,153.0
2025-09-05,09:00:00,19.6,3.96,158.3
2025-09-05,12:00:00,24.31,3.87,175.3
2025-09-05,15:00:00,20.54,4.08,168.8
2025-09-05,18:00:00,17.72,4.12,178.0
2025-09-05,21:00:00,22.52,4.38,200.2
2025-09-06,00:00:00,17.29,2.88,121.4
2025-09-06,03:00:00,17.65,3.85,167.6
2025-09-06,06:00:00,17.27,3.05,134.0
2025-09-06,09:00:00,24.74,4.75,173.4
2025-09-06,12:00:00,23.21,5.19,178.2
2025-09-06,15:00:00,22.87,1.85,159.1
2025-09-06,18:00:00,21.0,2.97,180.1
2025-09-06,21:00:00,17.79,3.88,146.2
2025-09-07,00:00:00,14.67,5.72,155.1
2025-09-07,03:00:00,12.44,3.49,119.9
2025-09-07,06:00:00,21.02,3.04,148.1
2025-09-07,09:00:00,16.8,4.81,119.2
2025-09-07,12:00:00,24.68,3.51,170.0
2025-09-07,15:00:00,21.94,2.88,173.9
2025-09-07,18:00:00,23.64,3.23,147.3
2025-09-07,21:00:00,16.21,5.32,146.3
2025-09-08,00:00:00,19.79,4.15,137.7
2025-09-08,03:00:00,20.98,3.28,163.1
2025-09-08,06:00:00,20.03,3.99,170.8
2025-09-08,09:00:00,26.99,3.72,180.9
2025-09-08,12:00:00,24.03,3.29,127.4
2025-09-08,15:00:00,25.87,3.7,182.1
2025-09-08,18:00:00,21.69,3.39,148.2
2025-09-08,21:00:00,24.06,5.62,140.7
2025-09-09,00:00:00,22.74,3.41,165.8
2025-09-09,03:00:00,15.89,2.99,152.9
2025-09-09,06:00:00,21.05,4.32,171.1
2025-09-09,09:00:00,23.09,4.42,176.3
2025-09-09,12:00:00,19.63,4.12,183.0
2025-09-09,15:00:00,24.43,3.82,193.3
2025-09-09,18:00:00,19.45,3.39,176.4
2025-09-09,21:00:00,22.59,4.02,184.5
2025-09-10,00:00:00,21.0,1.6,187.0
2025-09-10,03:00:00,15.54,2.92,159.4
2025-09-10,06:00:00,20.08,3.0,167.0
2025-09-10,09:00:00,22.58,3.23,165.5
2025-09-10,12:00:00,23.68,2.73,180.7
2025-09-10,15:00:00,22.54,3.14,172.5
2025-09-10,18:00:00,18.98,2.72,97.5
2025-09-10,21:00:00,17.54,5.42,185.6
