data,hora,temperatura_celsius,temperatura_fahrenheit,temperatura_kelvin,velocidade_vento_ms,velocidade_vento_kmh,velocidade_vento_mph,direcao_vento_graus,direcao_vento_radianos
2024-12-01,00:00:00,18.29,64.92,291.44,3.51,12.64,7.85,86.7,1.5132
2024-12-01,03:00:00,20.34,68.61,293.49,4.94,17.78,11.05,91.0,1.58825
2024-12-01,06:00:00,26.68,80.02,299.83,4.02,14.47,8.99,91.1,1.589995
2024-12-01,09:00:00,28.16,82.69,301.31,5.19,18.68,11.61,105.7,1.844813
2024-12-01,12:00:00,25.08,77.14,298.23,3.52,12.67,7.87,119.8,2.090904
2024-12-01,15:00:00,31.57,88.83,304.72,3.94,14.18,8.81,108.0,1.884956
2024-12-01,18:00:00,22.69,72.84,295.84,3.63,13.07,8.12,100.2,1.74882
2024-12-01,21:00:00,22.18,71.92,295.33,4.95,17.82,11.07,130.0,2.268928
2024-12-02,00:00:00,21.38,70.48,294.53,4.92,17.71,11.01,142.6,2.48884
2024-12-02,03:00:00,21.41,70.54,294.56,5.14,18.5,11.5,91.4,1.595231
2024-12-02,06:00:00,27.71,81.88,300.86,3.65,13.14,8.16,100.1,1.747075
2024-12-02,09:00:00,24.16,75.49,297.31,5.53,19.91,12.37,116.4,2.031563
2024-12-02,12:00:00,25.99,78.78,299.14,2.26,8.14,5.06,99.8,1.741839
2024-12-02,15:00:00,27.0,80.6,300.15,2.67,9.61,5.97,110.7,1.932079
2024-12-02,18:00:00,21.57,70.83,294.72,0.85,3.06,1.9,119.1,2.078687
2024-12-02,21:00:00,26.19,79.14,299.34,1.12,4.03,2.51,91.6,1.598722
2024-12-03,00:00:00,24.55,76.19,297.7,4.34,15.62,9.71,103.2,1.80118
2024-12-03,03:00:00,22.55,72.59,295.7,5.11,18.4,11.43,132.5,2.312561
2024-12-03,06:00:00,22.47,72.45,295.62,2.2,7.92,4.92,103.8,1.811652
2024-12-03,09:00:00,26.85,80.33,300.0,1.92,6.91,4.29,118.5,2.068215
2024-12-03,12:00:00,26.1,78.98,299.25,3.23,11.63,7.23,142.4,2.485349
2024-12-03,15:00:00,28.87,83.97,302.02,2.71,9.76,6.06,80.0,1.396263
2024-12-03,18:00:00,28.34,83.01,301.49,2.85,10.26,6.38,97.7,1.705187
2024-12-03,21:00:00,25.54,77.97,298.69,1.52,5.47,3.4,113.8,1.986185
2024-12-04,00:00:00,23.93,75.07,297.08,2.9,10.44,6.49,77.0,1.343904
2024-12-04,03:00:00,21.24,70.23,294.39,3.3,11.88,7.38,88.5,1.544616
2024-12-04,06:00:00,28.04,82.47,301.19,3.76,13.54,8.41,79.3,1.384046
2024-12-04,09:00:00,24.11,75.4,297.26,3.51,12.64,7.85,136.7,2.385865
2024-12-04,12:00:00,27.3,81.14,300.45,3.59,12.92,8.03,137.9,2.406809
2024-12-04,15:00:00,26.75,80.15,299.9,0.35,1.26,0.78,138.8,2.422517
2024-12-04,18:00:00,26.01,78.82,299.16,2.36,8.5,5.28,158.5,2.766347
2024-12-04,21:00:00,21.57,70.83,294.72,2.11,7.6,4.72,104.3,1.820378
2024-12-05,00:00:00,27.2,80.96,300.35,1.1,3.96,2.46,104.5,1.823869
2024-12-05,03:00:00,21.26,70.27,294.41,4.52,16.27,10.11,88.6,1.546362
2024-12-05,06:00:00,30.83,87.49,303.98,2.36,8.5,5.28,96.0,1.675516
2024-12-05,09:00:00,20.91,69.64,294.06,1.77,6.37,3.96,127.3,2.221804
2024-12-05,12:00:00,27.95,82.31,301.1,2.01,7.24,4.5,147.3,2.57087
2024-12-05,15:00:00,31.63,88.93,304.78,2.01,7.24,4.5,108.7,1.897173
2024-12-05,18:00:00,22.91,73.24,296.06,3.09,11.12,6.91,126.4,2.206096
2024-12-05,21:00:00,21.55,70.79,294.7,3.35,12.06,7.49,150.2,2.621485
2024-12-06,00:00:00,20.23,68.41,293.38,3.37,12.13,7.54,138.5,2.417281
2024-12-06,03:00:00,25.44,77.79,298.59,2.0,7.2,4.47,131.3,2.291617
2024-12-06,06:00:00,23.94,75.09,297.09,2.54,9.14,5.68,123.1,2.1485
2024-12-06,09:00:00,27.73,81.91,300.88,0.63,2.27,1.41,96.7,1.687733
2024-12-06,12:00:00,27.53,81.55,300.68,0.54,1.94,1.21,124.8,2.178171
2024-12-06,15:00:00,29.05,84.29,302.2,3.03,10.91,6.78,90.0,1.570796
2024-12-06,18:00:00,20.19,68.34,293.34,4.38,15.77,9.8,167.0,2.9147
2024-12-06,21:00:00,27.47,81.45,300.62,3.91,14.08,8.75,145.7,2.542945
