data,hora,temperatura_celsius,umidade_ar_%,direcao_vento_graus
2024-04-01,00:00:00,24.67,82.0,163.0
2024-04-01,03:00:00,17.07,82.0,129.9
2024-04-01,06:00:00,20.98,78.3,151.8
2024-04-01,09:00:00,26.46,73.7,171.6
2024-04-01,12:00:00,19.9,63.0,153.0
2024-04-01,15:00:00,25.58,68.3,152.4
2024-04-01,18:00:00,20.94,75.7,143.4
2024-04-01,21:00:00,20.04,85.8,115.0
2024-04-02,00:00:00,15.96,89.4,168.8
2024-04-02,03:00:00,19.96,80.1,204.8
2024-04-02,06:00:00,21.79,76.3,146.9
2024-04-02,09:00:00,24.61,72.5,166.7
2024-04-02,12:00:00,23.12,69.9,167.5
2024-04-02,15:00:00,24.95,74.8,152.6
2024-04-02,18:00:00,24.19,85.2,135.2
2024-04-02,21:00:00,18.58,83.7,136.8
2024-04-03,00:00:00,17.54,85.0,198.7
2024-04-03,03:00:00,14.2,86.5,188.1
2024-04-03,06:00:00,26.22,71.3,179.6
2024-04-03,09:00:00,17.93,69.5,160.3
2024-04-03,12:00:00,26.57,67.3,164.4
2024-04-03,15:00:00,25.87,77.1,140.2
2024-04-03,18:00:00,21.59,73.2,173.7
2024-04-03,21:00:00,18.2,82.9,173.6
2024-04-04,00:00:00,20.82,80.5,141.4
2024-04-04,03:00:00,20.7,74.5,147.4
2024-04-04,06:00:00,27.57,79.8,150.8
2024-04-04,09:00:00,21.22,68.3,175.3
2024-04-04,12:00:00,24.32,68.1,180.8
2024-04-04,15:00:00,25.07,78.2,147.3
2024-04-04,18:00:00,19.02,75.6,165.4
2024-04-04,21:00:00,20.91,94.6,163.0
2024-04-05,00:00:00,21.54,84.2,152.5
2024-04-05,03:00:00,20.77,79.5,159.5
2024-04-05,06:00:00,24.87,83.8,156.9
2024-04-05,09:00:00,23.94,74.2,165.8
2024-04-05,12:00:00,20.54,67.3,150.8
2024-04-05,15:00:00,21.96,77.7,183.2
2024-04-05,18:00:00,23.76,78.4,149.9
2024-04-05,21:00:00,22.55,84.8,171.1
2024-04-06,00:00:00,19.35,86.0,180.3
2024-04-06,03:00:00,17.79,88.6,152.0
2024-04-06,06:00:00,25.26,75.6,113.4
2024-04-06,09:00:00,25.04,77.5,194.9
2024-04-06,12:00:00,28.04,76.1,140.0
2024-04-06,15:00:00,25.42,79.4,183.0
2024-04-06,18:00:00,18.67,77.2,189.8
2024-04-06,21:00:00,15.25,79.6,150.7
2024-04-07,00:00:00,20.32,85.8,196.6
2024-04-07,03:00:00,20.5,97.2,221.4
2024-04-07,06:00:00,21.25,81.2,157.0
2024-04-07,09:00:00,22.03,73.4,156.2
2024-04-07,12:00:00,22.48,74.5,175.4
2024-04-07,15:00:00,28.17,66.8,133.8
2024-04-07,18:00:00,19.76,72.6,160.1
2024-04-07,21:00:00,16.29,80.6,150.4
2024-04-08,00:00:00,25.22,84.7,159.4
2024-04-08,03:00:00,19.35,77.8,153.4
2024-04-08,06:00:00,22.58,87.4,169.5
2024-04-08,09:00:00,23.31,85.6,200.1
2024-04-08,12:00:00,18.95,77.6,205.8
2024-04-08,15:00:00,24.25,77.5,191.9
2024-04-08,18:00:00,23.67,69.0,132.6
2024-04-08,21:00:00,19.67,82.8,182.9
2024-04-09,00:00:00,14.83,81.5,118.7
2024-04-09,03:00:00,18.23,82.0,144.8
2024-04-09,06:00:00,26.07,69.2,156.4
