data,hora,temperatura_celsius,temperatura_fahrenheit,temperatura_kelvin,velocidade_vento_ms,velocidade_vento_kmh,velocidade_vento_mph,direcao_vento_graus,direcao_vento_radianos
2026-05-01,00:00:00,17.67,63.81,290.82,4.7,16.92,10.51,176.1,3.073525
2026-05-01,03:00:00,15.91,60.64,289.06,4.28,15.41,9.57,228.3,3.984587
2026-05-01,06:00:00,17.96,64.33,291.11,2.93,10.55,6.55,154.9,2.703515
2026-05-01,09:00:00,19.39,66.9,292.54,2.78,10.01,6.22,145.6,2.541199
2026-05-01,12:00:00,24.68,76.42,297.83,2.91,10.48,6.51,218.8,3.81878
2026-05-01,15:00:00,20.35,68.63,293.5,3.24,11.66,7.25,246.6,4.303982
2026-05-01,18:00:00,18.87,65.97,292.02,4.02,14.47,8.99,211.2,3.686135
2026-05-01,21:00:00,19.24,66.63,292.39,4.26,15.34,9.53,177.4,3.096214
2026-05-02,00:00:00,20.87,69.57,294.02,2.76,9.94,6.17,190.1,3.317871
2026-05-02,03:00:00,19.81,67.66,292.96,2.06,7.42,4.61,170.2,2.97055
2026-05-02,06:00:00,18.68,65.62,291.83,3.03,10.91,6.78,185.1,3.230604
2026-05-02,09:00:00,19.52,67.14,292.67,2.05,7.38,4.59,191.1,3.335324
2026-05-02,12:00:00,23.94,75.09,297.09,4.39,15.8,9.82,173.3,3.024656
2026-05-02,15:00:00,20.08,68.14,293.23,3.43,12.35,7.67,176.2,3.07527
2026-05-02,18:00:00,19.79,67.62,292.94,3.2,11.52,7.16,201.0,3.508112
2026-05-02,21:00:00,14.67,58.41,287.82,3.94,14.18,8.81,205.8,3.591888
2026-05-03,00:00:00,19.72,67.5,292.87,3.06,11.02,6.85,157.7,2.752384
2026-05-03,03:00:00,15.28,59.5,288.43,4.13,14.87,9.24,215.9,3.768166
2026-05-03,06:00:00,20.38,68.68,293.53,2.78,10.01,6.22,104.2,1.818633
2026-05-03,09:00:00,23.66,74.59,296.81,4.2,15.12,9.4,178.6,3.117158
2026-05-03,12:00:00,21.76,71.17,294.91,3.34,12.02,7.47,143.9,2.511529
2026-05-03,15:00:00,19.47,67.05,292.62,3.11,11.2,6.96,156.5,2.73144
2026-05-03,18:00:00,17.94,64.29,291.09,6.18,22.25,13.82,139.8,2.43997
