data,hora,temperatura_celsius,velocidade_vento_ms,direcao_vento_graus
2025-03-01,00:00:00,20.14,3.02,145.2
2025-03-01,03:00:00,20.55,2.78,151.7
2025-03-01,06:00:00,23.56,3.98,139.8
2025-03-01,09:00:00,27.09,2.75,171.8
2025-03-01,12:00:00,30.75,2.08,155.2
2025-03-01,15:00:00,26.38,3.17,180.8
2025-03-01,18:00:00,26.67,3.27,149.0
2025-03-01,21:00:00,23.19,2.8,154.0
2025-03-02,00:00:00,22.81,5.12,135.1
2025-03-02,03:00:00,24.52,4.67,124.0
2025-03-02,06:00:00,24.92,4.06,163.8
2025-03-02,09:00:00,30.79,1.36,162.2
2025-03-02,12:00:00,27.54,2.47,177.0
2025-03-02,15:00:00,29.87,3.44,138.5
2025-03-02,18:00:00,26.06,2.48,130.7
2025-03-02,21:00:00,26.23,3.71,174.1
2025-03-03,00:00:00,21.46,3.18,174.7
2025-03-03,03:00:00,24.2,1.81,149.5
2025-03-03,06:00:00,27.45,3.42,188.9
2025-03-03,09:00:00,26.21,2.31,184.5
2025-03-03,12:00:00,24.92,3.79,151.2
2025-03-03,15:00:00,26.89,2.71,123.2
2025-03-03,18:00:00,34.45,4.19,137.3
2025-03-03,21:00:00,21.92,1.2,148.8
2025-03-04,00:00:00,18.61,3.2,194.9
2025-03-04,03:00:00,23.45,2.16,139.8
2025-03-04,06:00:00,20.69,4.08,169.8
2025-03-04,09:00:00,26.01,3.42,130.3
2025-03-04,12:00:00,26.65,2.93,130.9
2025-03-04,15:00:00,28.96,5.07,167.8
2025-03-04,18:00:00,25.31,0.84,133.9
2025-03-04,21:00:00,23.17,2.73,156.6
2025-03-05,00:00:00,19.68,2.95,145.3
2025-03-05,03:00:00,27.55,1.79,86.2
2025-03-05,06:00:00,22.16,3.77,164.8
2025-03-05,09:00:00,28.76,2.8,129.0
2025-03-05,12:00:00,28.2,1.83,155.3
2025-03-05,15:00:00,27.79,4.27,163.1
2025-03-05,18:00:00,24.94,3.89,155.1
2025-03-05,21:00:00,22.8,1.52,156.1
2025-03-06,00:00:00,23.55,5.56,177.2
2025-03-06,03:00:00,20.92,3.34,169.3
2025-03-06,06:00:00,25.01,3.74,193.8
2025-03-06,09:00:00,29.02,3.01,143.8
2025-03-06,12:00:00,30.42,2.62,166.6
2025-03-06,15:00:00,25.35,3.19,137.5
2025-03-06,18:00:00,26.52,4.07,142.3
2025-03-06,21:00:00,20.84,3.39,130.2
2025-03-07,00:00:00,24.98,2.6,172.4
2025-03-07,03:00:00,19.93,3.12,156.8
2025-03-07,06:00:00,21.39,4.01,113.4
2025-03-07,09:00:00,27.83,3.1,205.1
2025-03-07,12:00:00,26.46,3.54,165.5
2025-03-07,15:00:00,27.52,3.4,161.2
2025-03-07,18:00:00,28.31,3.01,163.5
2025-03-07,21:00:00,21.37,5.36,148.6
2025-03-08,00:00:00,21.19,2.29,168.2
2025-03-08,03:00:00,22.62,2.54,196.8
2025-03-08,06:00:00,20.64,3.32,115.6
2025-03-08,09:00:00,28.53,3.78,165.2
2025-03-08,12:00:00,32.15,2.26,122.3
2025-03-08,15:00:00,25.38,5.09,142.5
2025-03-08,18:00:00,23.36,3.75,126.8
2025-03-08,21:00:00,24.53,3.93,133.3
2025-03-09,00:00:00,23.57,1.2,129.2
2025-03-09,03:00:00,24.68,0.98,168.0
2025-03-09,06:00:00,29.49,2.28,123.9
2025-03-09,09:00:00,25.17,4.01,148.8
2025-03-09,12:00:00,25.13,2.24,146.0
2025-03-09,15:00:00,23.95,3.76,97.6
2025-03-09,18:00:00,25.21,2.24,139.7
2025-03-09,21:00:00,25.54,4.4,129.2
2025-03-10,00:00:00,23.99,2.48,142.7
2025-03-10,03:00:00,23.87,2.55,143.3
2025-03-10,06:00:00,23.61,3.79,165.9
2025-03-10,09:00:00,29.46,2.37,111.6
2025-03-10,12:00:00,24.63,3.0,131.0
2025-03-10,15:00:00,27.77,3.47,189.3
2025-03-10,18:00:00,25.77,2.14,137.9
2025-03-10,21:00:00,25.2,3.95,123.7
2025-03-11,00:00:00,26.32,3.38,185.0
2025-03-11,03:00:00,23.17,3.85,153.7
2025-03-11,06:00:00,23.41,5.79,211.7
2025-03-11,09:00:00,24.43,3.61,138.6
2025-03-11,12:00:00,27.83,2.89,155.3
2025-03-11,15:00:00,28.0,4.72,144.9
2025-03-11,18:00:00,26.79,4.81,191.7
2025-03-11,21:00:00,26.2,5.25,107.0
2025-03-12,00:00:00,19.81,2.99,159.3
2025-03-12,03:00:00,20.98,3.47,173.7
2025-03-12,06:00:00,21.52,1.74,120.3
2025-03-12,09:00:00,26.37,4.16,149.6
2025-03-12,12:00:00,27.2,2.85,160.3
2025-03-12,15:00:00,28.16,3.41,136.4
