data,hora,temperatura_celsius,velocidade_vento_ms,direcao_vento_graus
2024-05-01,00:00:00,18.47,2.29,205.6
2024-05-01,03:00:00,12.49,2.28,229.5
2024-05-01,06:00:00,18.83,3.57,165.8
2024-05-01,09:00:00,24.26,3.97,219.3
2024-05-01,12:00:00,21.2,3.54,167.6
2024-05-01,15:00:00,22.19,0.8,202.7
2024-05-01,18:00:00,20.89,2.62,224.3
2024-05-01,21:00:00,17.5,4.96,178.5
2024-05-02,00:00:00,15.35,2.87,274.9
2024-05-02,03:00:00,14.18,2.61,181.2
2024-05-02,06:00:00,21.16,1.32,239.8
2024-05-02,09:00:00,17.14,4.77,183.8
2024-05-02,12:00:00,19.88,3.85,147.8
2024-05-02,15:00:00,21.16,1.56,156.7
2024-05-02,18:00:00,16.58,2.86,233.1
2024-05-02,21:00:00,16.85,4.55,173.8
2024-05-03,00:00:00,18.63,3.81,185.1
2024-05-03,03:00:00,19.39,3.37,198.7
2024-05-03,06:00:00,15.68,3.23,234.0
2024-05-03,09:00:00,17.0,2.84,187.9
2024-05-03,12:00:00,22.27,3.35,204.8
2024-05-03,15:00:00,19.84,2.8,163.0
2024-05-03,18:00:00,15.78,1.92,184.6
2024-05-03,21:00:00,17.01,2.32,172.4
2024-05-04,00:00:00,18.72,2.87,192.9
2024-05-04,03:00:00,22.7,2.61,195.3
2024-05-04,06:00:00,20.91,0.64,174.9
2024-05-04,09:00:00,21.33,3.67,173.0
2024-05-04,12:00:00,22.02,3.33,203.4
2024-05-04,15:00:00,20.17,3.76,206.3
2024-05-04,18:00:00,17.19,0.1,198.4
2024-05-04,21:00:00,20.69,2.73,239.3
2024-05-05,00:00:00,13.67,3.13,206.2
2024-05-05,03:00:00,15.41,2.85,190.6
2024-05-05,06:00:00,21.21,4.46,192.2
2024-05-05,09:00:00,18.39,4.74,202.6
2024-05-05,12:00:00,24.53,1.24,190.1
2024-05-05,15:00:00,18.02,2.39,209.2
2024-05-05,18:00:00,20.66,4.47,165.8
2024-05-05,21:00:00,21.13,3.1,209.4
2024-05-06,00:00:00,18.53,3.46,198.1
2024-05-06,03:00:00,13.69,3.26,186.7
2024-05-06,06:00:00,18.38,1.7,155.2
2024-05-06,09:00:00,25.5,2.61,170.3
2024-05-06,12:00:00,23.16,1.96,162.0
2024-05-06,15:00:00,21.73,2.75,190.9
2024-05-06,18:00:00,20.3,2.16,175.2
2024-05-06,21:00:00,18.16,2.62,186.0
2024-05-07,00:00:00,18.49,3.14,217.4
2024-05-07,03:00:00,15.43,2.92,179.2
2024-05-07,06:00:00,16.08,3.54,189.1
2024-05-07,09:00:00,18.86,3.95,201.3
2024-05-07,12:00:00,26.38,2.26,172.4
2024-05-07,15:00:00,19.92,1.84,170.5
2024-05-07,18:00:00,15.32,3.51,179.6
2024-05-07,21:00:00,17.35,2.81,151.5
2024-05-08,00:00:00,19.15,3.8,225.7
2024-05-08,03:00:00,17.29,2.42,164.7
2024-05-08,06:00:00,13.75,4.47,184.6
2024-05-08,09:00:00,23.68,4.09,206.8
2024-05-08,12:00:00,20.24,1.56,209.3
2024-05-08,15:00:00,21.03,3.27,212.7
2024-05-08,18:00:00,17.03,5.09,197.3
2024-05-08,21:00:00,20.13,4.13,189.9
2024-05-09,00:00:00,14.79,3.29,180.3
2024-05-09,03:00:00,19.47,3.1,186.3
2024-05-09,06:00:00,23.15,3.81,185.7
2024-05-09,09:00:00,18.99,1.76,193.5
2024-05-09,12:00:00,21.9,4.17,169.3
2024-05-09,15:00:00,23.58,2.24,218.5
2024-05-09,18:00:00,25.9,3.84,218.2
2024-05-09,21:00:00,17.94,2.59,199.2
2024-05-10,00:00:00,19.37,2.8,198.8
2024-05-10,03:00:00,19.54,3.51,219.1
2024-05-10,06:00:00,25.17,2.97,194.9
2024-05-10,09:00:00,24.7,1.28,173.5
2024-05-10,12:00:00,22.37,3.28,229.4
2024-05-10,15:00:00,24.58,3.3,192.4
2024-05-10,18:00:00,18.74,3.09,218.4
2024-05-10,21:00:00,22.58,3.79,228.4
2024-05-11,00:00:00,18.35,1.99,173.9
2024-05-11,03:00:00,18.27,2.37,217.3
2024-05-11,06:00:00,17.05,2.42,156.1
2024-05-11,09:00:00,24.75,1.96,196.3
2024-05-11,12:00:00,17.82,3.32,157.3
2024-05-11,15:00:00,19.06,3.47,169.2
2024-05-11,18:00:00,19.33,2.51,162.3
2024-05-11,21:00:00,17.98,2.49,199.6
2024-05-12,00:00:00,17.65,2.05,180.2
2024-05-12,03:00:00,18.41,4.46,152.5
2024-05-12,06:00:00,20.4,3.99,186.5
2024-05-12,09:00:00,22.66,3.74,159.8
2024-05-12,12:00:00,24.83,2.09,168.3
2024-05-12,15:00:00,24.6,4.15,210.7
2024-05-12,18:00:00,18.62,2.96,182.9
2024-05-12,21:00:00,20.33,3.32,197.2
2024-05-13,00:00:00,12.51,1.01,117.0
2024-05-13,03:00:00,13.82,2.49,191.0
2024-05-13,06:00:00,20.74,4.04,222.1
2024-05-13,09:00:00,18.4,4.45,184.8
2024-05-13,12:00:00,22.09,1.61,205.8
2024-05-13,15:00:00,23.63,2.65,235.0
2024-05-13,18:00:00,20.15,2.29,203.9
2024-05-13,21:00:00,19.08,3.71,192.1
2024-05-14,00:00:00,21.81,2.34,142.5
2024-05-14,03:00:00,19.57,4.54,279.5
2024-05-14,06:00:00,16.76,2.35,189.5
2024-05-14,09:00:00,21.51,1.5,181.0
2024-05-14,12:00:00,20.91,1.18,195.1
2024-05-14,15:00:00,21.04,2.8,180.2
2024-05-14,18:00:00,21.05,1.89,215.2
2024-05-14,21:00:00,17.84,4.24,146.3
2024-05-15,00:00:00,19.33,2.38,175.3
2024-05-15,03:00:00,14.67,1.12,191.9
2024-05-15,06:00:00,20.32,3.68,159.3
2024-05-15,09:00:00,18.83,3.4,188.7
2024-05-15,12:00:00,23.88,2.99,164.0
2024-05-15,15:00:00,23.81,3.74,189.1
2024-05-15,18:00:00,15.8,4.47,204.8
2024-05-15,21:00:00,15.86,2.79,234.8
2024-05-16,00:00:00,17.65,4.0,207.5
2024-05-16,03:00:00,17.86,1.76,199.4
2024-05-16,06:00:00,19.86,1.49,193.4
2024-05-16,09:00:00,23.46,3.02,203.4
2024-05-16,12:00:00,24.92,5.35,204.4
2024-05-16,15:00:00,17.19,2.83,170.7
2024-05-16,18:00:00,19.39,1.63,197.9
2024-05-16,21:00:00,14.92,2.64,180.0
2024-05-17,00:00:00,19.25,1.7,172.4
2024-05-17,03:00:00,17.04,2.41,167.9
2024-05-17,06:00:00,20.17,4.85,175.9
2024-05-17,09:00:00,17.49,4.11,189.0
2024-05-17,12:00:00,21.27,2.74,165.1
2024-05-17,15:00:00,17.82,2.8,192.5
2024-05-17,18:00:00,18.99,1.93,205.9
2024-05-17,21:00:00,21.13,1.9,206.1
2024-05-18,00:00:00,15.05,2.29,180.9
2024-05-18,03:00:00,16.1,3.16,217.7
2024-05-18,06:00:00,20.19,2.09,197.3
2024-05-18,09:00:00,22.85,2.64,201.1
2024-05-18,12:00:00,19.16,3.28,200.9
2024-05-18,15:00:00,21.23,2.94,204.6
2024-05-18,18:00:00,16.41,4.52,205.7
2024-05-18,21:00:00,19.98,1.11,211.5
2024-05-19,00:00:00,8.8,1.48,225.5
2024-05-19,03:00:00,13.93,3.1,178.1
2024-05-19,06:00:00,24.07,4.87,193.6
2024-05-19,09:00:00,22.01,1.89,168.1
2024-05-19,12:00:00,23.13,4.02,166.6
2024-05-19,15:00:00,22.58,2.63,200.3
2024-05-19,18:00:00,18.37,2.19,236.0
2024-05-19,21:00:00,12.86,4.84,199.5
2024-05-20,00:00:00,16.87,2.08,171.6
2024-05-20,03:00:00,16.87,3.64,172.7
2024-05-20,06:00:00,18.46,2.33,201.4
2024-05-20,09:00:00,20.08,3.63,185.3
2024-05-20,12:00:00,19.13,3.92,154.9
2024-05-20,15:00:00,23.58,4.55,258.6
2024-05-20,18:00:00,14.9,2.77,202.0
2024-05-20,21:00:00,19.73,0.36,189.2
2024-05-21,00:00:00,19.21,2.95,171.7
2024-05-21,03:00:00,18.97,3.53,196.4
