data,hora,temperatura_celsius,temperatura_fahrenheit,temperatura_kelvin,velocidade_vento_ms,velocidade_vento_kmh,velocidade_vento_mph,direcao_vento_graus,direcao_vento_radianos
2025-04-01,00:00:00,19.96,67.93,293.11,3.26,11.74,7.29,158.5,2.766347
2025-04-01,03:00:00,20.86,69.55,294.01,2.11,7.6,4.72,172.5,3.010693
2025-04-01,06:00:00,22.81,73.06,295.96,2.45,8.82,5.48,179.5,3.132866
2025-04-01,09:00:00,24.87,76.77,298.02,4.36,15.7,9.75,185.5,3.237586
2025-04-01,12:00:00,30.75,87.35,303.9,2.8,10.08,6.26,176.4,3.078761
2025-04-01,15:00:00,23.79,74.82,296.94,3.27,11.77,7.31,189.8,3.312635
2025-04-01,18:00:00,23.42,74.16,296.57,3.61,13.0,8.08,161.8,2.823943
2025-04-01,21:00:00,23.82,74.88,296.97,2.19,7.88,4.9,210.6,3.675663
2025-04-02,00:00:00,21.48,70.66,294.63,2.54,9.14,5.68,129.9,2.267183
2025-04-02,03:00:00,20.98,69.76,294.13,5.35,19.26,11.97,183.1,3.195698
2025-04-02,06:00:00,20.81,69.46,293.96,2.56,9.22,5.73,125.5,2.190388
2025-04-02,09:00:00,28.11,82.6,301.26,1.94,6.98,4.34,165.1,2.881539
2025-04-02,12:00:00,27.32,81.18,300.47,2.82,10.15,6.31,114.3,1.994911
2025-04-02,15:00:00,26.33,79.39,299.48,3.92,14.11,8.77,133.2,2.324779
2025-04-02,18:00:00,24.15,75.47,297.3,2.55,9.18,5.7,156.2,2.726204
2025-04-02,21:00:00,18.91,66.04,292.06,5.72,20.59,12.8,169.3,2.954842
2025-04-03,00:00:00,17.21,62.98,290.36,4.11,14.8,9.19,153.3,2.67559
2025-04-03,03:00:00,23.47,74.25,296.62,2.6,9.36,5.82,119.2,2.080432
2025-04-03,06:00:00,23.63,74.53,296.78,2.36,8.5,5.28,224.9,3.925245
2025-04-03,09:00:00,27.48,81.46,300.63,1.72,6.19,3.85,162.4,2.834415
2025-04-03,12:00:00,24.03,75.25,297.18,0.71,2.56,1.59,165.0,2.879793
2025-04-03,15:00:00,21.64,70.95,294.79,1.53,5.51,3.42,180.6,3.152065
2025-04-03,18:00:00,22.97,73.35,296.12,1.72,6.19,3.85,193.4,3.375467
2025-04-03,21:00:00,21.03,69.85,294.18,5.76,20.74,12.88,117.7,2.054253
2025-04-04,00:00:00,20.6,69.08,293.75,1.99,7.16,4.45,146.3,2.553417
2025-04-04,03:00:00,21.08,69.94,294.23,3.55,12.78,7.94,129.5,2.260201
2025-04-04,06:00:00,24.35,75.83,297.5,3.88,13.97,8.68,171.0,2.984513
2025-04-04,09:00:00,23.58,74.44,296.73,3.0,10.8,6.71,138.0,2.408554
2025-04-04,12:00:00,26.99,80.58,300.14,3.82,13.75,8.55,179.7,3.136357
2025-04-04,15:00:00,24.34,75.81,297.49,0.1,0.36,0.22,180.9,3.157301
2025-04-04,18:00:00,22.21,71.98,295.36,4.71,16.96,10.54,121.8,2.125811
2025-04-04,21:00:00,24.73,76.51,297.88,4.53,16.31,10.13,154.2,2.691298
2025-04-05,00:00:00,22.45,72.41,295.6,5.23,18.83,11.7,144.9,2.528982
2025-04-05,03:00:00,25.28,77.5,298.43,2.3,8.28,5.14,140.2,2.446952
2025-04-05,06:00:00,19.98,67.96,293.13,4.06,14.62,9.08,220.1,3.84147
2025-04-05,09:00:00,24.44,75.99,297.59,3.37,12.13,7.54,153.0,2.670354
2025-04-05,12:00:00,25.9,78.62,299.05,4.65,16.74,10.4,118.8,2.073451
2025-04-05,15:00:00,26.42,79.56,299.57,0.41,1.48,0.92,169.3,2.954842
2025-04-05,18:00:00,29.04,84.27,302.19,3.2,11.52,7.16,159.3,2.780309
2025-04-05,21:00:00,25.53,77.95,298.68,1.8,6.48,4.03,150.9,2.633702
2025-04-06,00:00:00,16.8,62.24,289.95,3.59,12.92,8.03,185.2,3.23235
2025-04-06,03:00:00,19.73,67.51,292.88,2.77,9.97,6.2,139.6,2.43648
2025-04-06,06:00:00,21.83,71.29,294.98,1.95,7.02,4.36,163.6,2.855359
2025-04-06,09:00:00,23.69,74.64,296.84,1.37,4.93,3.06,197.2,3.441789
2025-04-06,12:00:00,27.56,81.61,300.71,4.42,15.91,9.89,142.4,2.485349
2025-04-06,15:00:00,25.84,78.51,298.99,2.9,10.44,6.49,210.3,3.670427
2025-04-06,18:00:00,24.5,76.1,297.65,3.79,13.64,8.48,192.9,3.36674
2025-04-06,21:00:00,23.05,73.49,296.2,4.12,14.83,9.22,182.3,3.181735
2025-04-07,00:00:00,19.54,67.17,292.69,2.98,10.73,6.67,190.1,3.317871
2025-04-07,03:00:00,22.96,73.33,296.11,4.06,14.62,9.08,156.1,2.724459
2025-04-07,06:00:00,22.03,71.65,295.18,2.57,9.25,5.75,171.0,2.984513
2025-04-07,09:00:00,24.06,75.31,297.21,4.35,15.66,9.73,164.3,2.867576
2025-04-07,12:00:00,21.55,70.79,294.7,4.09,14.72,9.15,178.2,3.110177
2025-04-07,15:00:00,27.29,81.12,300.44,3.64,13.1,8.14,122.2,2.132792
2025-04-07,18:00:00,22.83,73.09,295.98,3.61,13.0,8.08,161.1,2.811725
2025-04-07,21:00:00,18.89,66.0,292.04,5.31,19.12,11.88,126.6,2.209587
2025-04-08,00:00:00,24.45,76.01,297.6,2.96,10.66,6.62,210.4,3.672173
2025-04-08,03:00:00,20.99,69.78,294.14,3.18,11.45,7.11,232.3,4.0544
2025-04-08,06:00:00,26.3,79.34,299.45,3.41,12.28,7.63,172.5,3.010693
2025-04-08,09:00:00,28.77,83.79,301.92,1.73,6.23,3.87,161.1,2.811725
2025-04-08,12:00:00,26.7,80.06,299.85,2.08,7.49,4.65,115.7,2.019346
2025-04-08,15:00:00,25.29,77.52,298.44,2.54,9.14,5.68,181.5,3.167773
2025-04-08,18:00:00,20.55,68.99,293.7,2.98,10.73,6.67,138.8,2.422517
2025-04-08,21:00:00,20.99,69.78,294.14,2.37,8.53,5.3,190.6,3.326598
2025-04-09,00:00:00,23.78,74.8,296.93,2.27,8.17,5.08,175.7,3.066543
2025-04-09,03:00:00,20.5,68.9,293.65,2.56,9.22,5.73,162.6,2.837905
2025-04-09,06:00:00,24.52,76.14,297.67,4.41,15.88,9.86,167.7,2.926917
2025-04-09,09:00:00,21.55,70.79,294.7,2.5,9.0,5.59,179.3,3.129375
2025-04-09,12:00:00,28.4,83.12,301.55,2.09,7.52,4.68,224.7,3.921755
2025-04-09,15:00:00,26.46,79.63,299.61,3.26,11.74,7.29,173.2,3.02291
2025-04-09,18:00:00,18.95,66.11,292.1,4.39,15.8,9.82,162.4,2.834415
2025-04-09,21:00:00,23.24,73.83,296.39,2.52,9.07,5.64,135.1,2.35794
2025-04-10,00:00:00,23.64,74.55,296.79,2.82,10.15,6.31,141.4,2.467896
2025-04-10,03:00:00,23.06,73.51,296.21,3.7,13.32,8.28,178.9,3.122394
2025-04-10,06:00:00,23.5,74.3,296.65,2.26,8.14,5.06,185.5,3.237586
2025-04-10,09:00:00,23.33,73.99,296.48,3.25,11.7,7.27,189.9,3.31438
2025-04-10,12:00:00,25.83,78.49,298.98,4.07,14.65,9.1,152.4,2.659882
2025-04-10,15:00:00,18.29,64.92,291.44,2.09,7.52,4.68,184.1,3.213151
2025-04-10,18:00:00,23.44,74.19,296.59,2.12,7.63,4.74,158.6,2.768092
2025-04-10,21:00:00,25.35,77.63,298.5,4.81,17.32,10.76,196.7,3.433063
2025-04-11,00:00:00,21.99,71.58,295.14,3.64,13.1,8.14,153.7,2.682571
2025-04-11,03:00:00,21.11,70.0,294.26,4.84,17.42,10.83,212.3,3.705334
2025-04-11,06:00:00,19.9,67.82,293.05,3.06,11.02,6.85,210.3,3.670427
2025-04-11,09:00:00,24.64,76.35,297.79,2.67,9.61,5.97,129.0,2.251475
2025-04-11,12:00:00,31.0,87.8,304.15,2.77,9.97,6.2,166.6,2.907719
2025-04-11,15:00:00,28.88,83.98,302.03,3.02,10.87,6.76,173.2,3.02291
2025-04-11,18:00:00,20.31,68.56,293.46,4.58,16.49,10.25,168.8,2.946116
2025-04-11,21:00:00,27.59,81.66,300.74,4.52,16.27,10.11,138.7,2.420772
2025-04-12,00:00:00,19.26,66.67,292.41,2.93,10.55,6.55,173.8,3.033382
2025-04-12,03:00:00,21.49,70.68,294.64,3.4,12.24,7.61,122.6,2.139774
2025-04-12,06:00:00,18.67,65.61,291.82,2.69,9.68,6.02,151.1,2.637192
2025-04-12,09:00:00,23.15,73.67,296.3,3.15,11.34,7.05,136.3,2.378884
2025-04-12,12:00:00,28.63,83.53,301.78,2.37,8.53,5.3,119.0,2.076942
2025-04-12,15:00:00,26.8,80.24,299.95,2.78,10.01,6.22,154.7,2.700024
2025-04-12,18:00:00,19.92,67.86,293.07,2.73,9.83,6.11,144.7,2.525491
2025-04-12,21:00:00,22.27,72.09,295.42,2.85,10.26,6.38,138.5,2.417281
2025-04-13,00:00:00,23.86,74.95,297.01,4.46,16.06,9.98,165.6,2.890265
2025-04-13,03:00:00,20.32,68.58,293.47,3.34,12.02,7.47,128.6,2.244493
2025-04-13,06:00:00,24.8,76.64,297.95,4.22,15.19,9.44,209.2,3.651229
2025-04-13,09:00:00,25.63,78.13,298.78,1.79,6.44,4.0,174.0,3.036873
2025-04-13,12:00:00,25.25,77.45,298.4,0.66,2.38,1.48,174.6,3.047345
2025-04-13,15:00:00,26.69,80.04,299.84,3.64,13.1,8.14,120.8,2.108358
2025-04-13,18:00:00,21.18,70.12,294.33,3.83,13.79,8.57,158.4,2.764602
2025-04-13,21:00:00,22.97,73.35,296.12,2.94,10.58,6.58,158.8,2.771583
2025-04-14,00:00:00,21.99,71.58,295.14,3.78,13.61,8.46,184.8,3.225368
2025-04-14,03:00:00,17.74,63.93,290.89,2.61,9.4,5.84,171.1,2.986258
2025-04-14,06:00:00,24.16,75.49,297.31,2.14,7.7,4.79,164.9,2.878048
2025-04-14,09:00:00,24.84,76.71,297.99,2.4,8.64,5.37,134.5,2.347468
2025-04-14,12:00:00,24.52,76.14,297.67,3.83,13.79,8.57,200.6,3.50113
2025-04-14,15:00:00,28.03,82.45,301.18,1.49,5.36,3.33,137.3,2.396337
2025-04-14,18:00:00,21.84,71.31,294.99,2.56,9.22,5.73,216.2,3.773402
2025-04-14,21:00:00,21.12,70.02,294.27,4.08,14.69,9.13,156.0,2.722714
2025-04-15,00:00:00,18.81,65.86,291.96,3.06,11.02,6.85,165.8,2.893756
2025-04-15,03:00:00,25.91,78.64,299.06,3.01,10.84,6.73,169.2,2.953097
2025-04-15,06:00:00,19.5,67.1,292.65,3.58,12.89,8.01,200.4,3.49764
2025-04-15,09:00:00,24.41,75.94,297.56,3.21,11.56,7.18,150.2,2.621485
2025-04-15,12:00:00,24.84,76.71,297.99,2.48,8.93,5.55,186.7,3.25853
2025-04-15,15:00:00,23.88,74.98,297.03,2.79,10.04,6.24,153.0,2.670354
2025-04-15,18:00:00,23.68,74.62,296.83,1.68,6.05,3.76,150.6,2.628466
2025-04-15,21:00:00,20.99,69.78,294.14,2.6,9.36,5.82,144.9,2.528982
2025-04-16,00:00:00,24.61,76.3,297.76,1.98,7.13,4.43,168.1,2.933898
2025-04-16,03:00:00,20.98,69.76,294.13,2.26,8.14,5.06,151.9,2.651155
2025-04-16,06:00:00,20.59,69.06,293.74,3.25,11.7,7.27,134.4,2.345723
2025-04-16,09:00:00,24.22,75.6,297.37,4.14,14.9,9.26,137.7,2.403318
2025-04-16,12:00:00,27.06,80.71,300.21,3.74,13.46,8.37,120.4,2.101376
2025-04-16,15:00:00,30.92,87.66,304.07,1.53,5.51,3.42,199.7,3.485423
2025-04-16,18:00:00,23.82,74.88,296.97,3.47,12.49,7.76,140.9,2.459169
2025-04-16,21:00:00,20.26,68.47,293.41,3.01,10.84,6.73,187.9,3.279474
2025-04-17,00:00:00,17.96,64.33,291.11,3.72,13.39,8.32,204.6,3.570944
2025-04-17,03:00:00,20.25,68.45,293.4,4.12,14.83,9.22,221.9,3.872886
2025-04-17,06:00:00,22.9,73.22,296.05,4.39,15.8,9.82,139.9,2.441716
2025-04-17,09:00:00,23.38,74.08,296.53,2.92,10.51,6.53,157.6,2.750639
2025-04-17,12:00:00,24.36,75.85,297.51,2.04,7.34,4.56,155.3,2.710496
2025-04-17,15:00:00,25.16,77.29,298.31,1.83,6.59,4.09,203.3,3.548254
2025-04-17,18:00:00,22.42,72.36,295.57,1.55,5.58,3.47,136.3,2.378884
2025-04-17,21:00:00,20.85,69.53,294.0,3.9,14.04,8.72,175.4,3.061308
2025-04-18,00:00:00,16.83,62.29,289.98,2.5,9.0,5.59,173.3,3.024656
