data,hora,temperatura_celsius,umidade_ar_%,direcao_vento_graus
2026-03-01,00:00:00,20.96,82.9,135.7
2026-03-01,03:00:00,24.51,84.9,97.3
2026-03-01,06:00:00,24.26,81.4,141.6
2026-03-01,09:00:00,26.69,78.3,134.9
2026-03-01,12:00:00,25.97,73.0,126.2
2026-03-01,15:00:00,29.05,67.9,176.9
2026-03-01,18:00:00,23.04,78.5,143.6
2026-03-01,21:00:00,24.03,80.4,113.0
2026-03-02,00:00:00,15.94,88.8,131.1
2026-03-02,03:00:00,20.48,84.1,105.3
2026-03-02,06:00:00,26.63,76.6,141.5
2026-03-02,09:00:00,29.42,76.9,133.4
2026-03-02,12:00:00,23.7,70.9,152.9
2026-03-02,15:00:00,23.41,72.2,88.8
2026-03-02,18:00:00,26.27,79.1,156.5
2026-03-02,21:00:00,18.97,88.8,99.2
2026-03-03,00:00:00,20.53,84.6,106.8
2026-03-03,03:00:00,21.84,95.5,138.4
2026-03-03,06:00:00,24.16,76.1,111.6
2026-03-03,09:00:00,22.83,71.7,94.6
2026-03-03,12:00:00,27.76,77.3,101.9
2026-03-03,15:00:00,25.73,77.3,156.9
2026-03-03,18:00:00,25.96,89.4,151.8
2026-03-03,21:00:00,23.86,80.2,161.2
2026-03-04,00:00:00,21.31,72.9,128.0
2026-03-04,03:00:00,30.54,91.2,142.9
2026-03-04,06:00:00,21.12,80.3,171.2
2026-03-04,09:00:00,21.3,70.2,140.2
2026-03-04,12:00:00,22.32,80.6,120.0
2026-03-04,15:00:00,30.26,69.8,167.3
2026-03-04,18:00:00,22.07,83.3,118.5
2026-03-04,21:00:00,20.37,86.1,158.9
2026-03-05,00:00:00,26.24,88.8,112.4
2026-03-05,03:00:00,18.13,89.6,106.7
2026-03-05,06:00:00,24.0,86.6,145.9
2026-03-05,09:00:00,29.3,76.6,119.4
2026-03-05,12:00:00,23.57,66.4,127.7
2026-03-05,15:00:00,24.28,79.2,147.6
2026-03-05,18:00:00,25.11,85.5,150.2
2026-03-05,21:00:00,26.24,77.5,168.4
2026-03-06,00:00:00,23.14,87.7,146.6
2026-03-06,03:00:00,25.27,74.3,152.0
2026-03-06,06:00:00,26.69,82.5,138.2
2026-03-06,09:00:00,23.92,70.5,173.8
2026-03-06,12:00:00,23.01,80.4,107.5
2026-03-06,15:00:00,31.87,67.2,139.0
2026-03-06,18:00:00,19.38,70.3,84.2
2026-03-06,21:00:00,24.3,76.8,129.6
2026-03-07,00:00:00,18.87,82.1,110.8
2026-03-07,03:00:00,20.2,83.5,170.1
2026-03-07,06:00:00,25.29,74.4,101.6
2026-03-07,09:00:00,27.34,73.0,90.3
2026-03-07,12:00:00,27.62,70.1,154.6
2026-03-07,15:00:00,27.95,77.8,117.9
2026-03-07,18:00:00,23.99,78.3,147.9
2026-03-07,21:00:00,23.88,84.2,101.9
2026-03-08,00:00:00,24.74,81.6,126.8
2026-03-08,03:00:00,18.43,76.4,138.2
2026-03-08,06:00:00,25.25,75.4,132.7
2026-03-08,09:00:00,27.28,67.3,86.9
2026-03-08,12:00:00,27.22,74.5,157.1
2026-03-08,15:00:00,28.98,78.3,120.1
2026-03-08,18:00:00,25.54,73.3,119.3
2026-03-08,21:00:00,18.54,82.2,163.9
2026-03-09,00:00:00,26.6,92.7,166.1
2026-03-09,03:00:00,20.82,90.7,78.0
2026-03-09,06:00:00,29.87,81.9,100.5
2026-03-09,09:00:00,25.75,70.8,93.9
2026-03-09,12:00:00,20.67,79.2,122.6
2026-03-09,15:00:00,32.25,77.0,153.1
2026-03-09,18:00:00,21.94,71.1,88.3
2026-03-09,21:00:00,24.83,91.7,131.7
2026-03-10,00:00:00,21.95,83.6,131.7
2026-03-10,03:00:00,26.71,94.4,160.0
2026-03-10,06:00:00,24.85,79.5,117.8
2026-03-10,09:00:00,25.32,90.4,111.3
2026-03-10,12:00:00,28.26,66.5,136.6
2026-03-10,15:00:00,26.89,78.9,100.4
2026-03-10,18:00:00,27.72,72.2,145.0
2026-03-10,21:00:00,22.38,86.9,117.6
2026-03-11,00:00:00,25.57,95.9,114.9
2026-03-11,03:00:00,18.67,73.3,144.4
2026-03-11,06:00:00,21.77,82.0,123.6
2026-03-11,09:00:00,21.21,78.2,158.1
2026-03-11,12:00:00,23.1,63.6,183.6
2026-03-11,15:00:00,29.63,72.1,135.5
2026-03-11,18:00:00,29.48,77.6,143.8
2026-03-11,21:00:00,24.29,91.2,132.7
2026-03-12,00:00:00,25.55,86.7,112.0
2026-03-12,03:00:00,27.99,93.2,135.6
2026-03-12,06:00:00,21.97,74.1,101.6
2026-03-12,09:00:00,26.55,72.0,134.3
2026-03-12,12:00:00,27.95,71.2,137.5
2026-03-12,15:00:00,21.15,70.0,156.2
2026-03-12,18:00:00,26.7,82.8,169.8
2026-03-12,21:00:00,28.04,91.2,74.2
2026-03-13,00:00:00,19.39,93.5,112.6
2026-03-13,03:00:00,22.08,80.4,140.8
2026-03-13,06:00:00,28.32,75.8,97.3
2026-03-13,09:00:00,25.42,65.6,122.3
2026-03-13,12:00:00,24.94,81.6,123.4
2026-03-13,15:00:00,26.71,70.2,131.0
2026-03-13,18:00:00,27.41,78.0,141.8
2026-03-13,21:00:00,24.52,77.9,128.2
2026-03-14,00:00:00,16.69,89.8,124.9
2026-03-14,03:00:00,21.17,89.3,120.8
2026-03-14,06:00:00,27.8,82.1,126.7
2026-03-14,09:00:00,28.7,73.2,114.5
2026-03-14,12:00:00,31.12,66.1,154.4
2026-03-14,15:00:00,30.31,67.0,158.5
2026-03-14,18:00:00,20.39,79.4,141.2
2026-03-14,21:00:00,22.77,79.3,115.9
2026-03-15,00:00:00,26.55,75.7,147.6
2026-03-15,03:00:00,18.13,88.5,131.1
2026-03-15,06:00:00,25.1,80.2,134.5
2026-03-15,09:00:00,23.32,77.7,159.1
2026-03-15,12:00:00,27.3,78.9,90.3
2026-03-15,15:00:00,30.63,81.8,115.4
2026-03-15,18:00:00,28.6,76.6,136.5
2026-03-15,21:00:00,22.48,93.5,142.7
2026-03-16,00:00:00,24.45,87.3,111.9
2026-03-16,03:00:00,26.32,92.1,121.3
2026-03-16,06:00:00,24.83,84.0,137.8
2026-03-16,09:00:00,25.19,79.8,170.3
2026-03-16,12:00:00,26.52,90.7,142.3
2026-03-16,15:00:00,27.41,81.0,94.3
2026-03-16,18:00:00,24.47,83.4,158.6
2026-03-16,21:00:00,19.77,86.2,107.8
2026-03-17,00:00:00,19.35,88.0,77.5
2026-03-17,03:00:00,27.75,78.5,100.0
2026-03-17,06:00:00,29.77,74.7,92.8
2026-03-17,09:00:00,18.51,86.3,126.6
2026-03-17,12:00:00,19.95,65.0,160.8
2026-03-17,15:00:00,22.5,70.0,140.0
2026-03-17,18:00:00,25.1,74.6,143.4
2026-03-17,21:00:00,19.4,94.5,99.1
2026-03-18,00:00:00,15.87,92.3,106.1
2026-03-18,03:00:00,23.07,86.4,120.8
2026-03-18,06:00:00,25.18,68.8,143.2
2026-03-18,09:00:00,22.87,81.7,126.9
2026-03-18,12:00:00,27.43,63.0,110.3
2026-03-18,15:00:00,29.91,77.9,118.2
2026-03-18,18:00:00,26.86,70.1,155.9
2026-03-18,21:00:00,24.63,84.2,110.3
2026-03-19,00:00:00,24.0,78.7,97.1
2026-03-19,03:00:00,23.3,84.8,146.6
2026-03-19,06:00:00,17.96,75.4,107.6
2026-03-19,09:00:00,26.98,69.7,104.2
2026-03-19,12:00:00,23.5,70.8,131.4
2026-03-19,15:00:00,29.1,85.4,139.4
2026-03-19,18:00:00,27.86,80.6,127.0
2026-03-19,21:00:00,25.93,84.9,122.7
2026-03-20,00:00:00,23.07,79.2,149.9
2026-03-20,03:00:00,17.98,85.4,123.8
2026-03-20,06:00:00,20.98,76.4,111.5
2026-03-20,09:00:00,23.81,66.2,153.5
2026-03-20,12:00:00,30.55,74.2,133.8
2026-03-20,15:00:00,28.65,74.1,77.9
2026-03-20,18:00:00,26.93,85.9,134.0
2026-03-20,21:00:00,26.23,86.6,70.9
2026-03-21,00:00:00,21.31,85.6,100.6
2026-03-21,03:00:00,26.36,81.3,149.2
2026-03-21,06:00:00,26.86,78.0,92.9
2026-03-21,09:00:00,27.55,59.6,130.2
2026-03-21,12:00:00,31.05,78.3,157.2
2026-03-21,15:00:00,26.06,77.1,141.8
2026-03-21,18:00:00,22.44,83.5,158.6
2026-03-21,21:00:00,28.78,77.5,138.2
2026-03-22,00:00:00,23.96,90.5,146.1
2026-03-22,03:00:00,21.22,81.5,106.1
2026-03-22,06:00:00,23.46,79.2,151.8
2026-03-22,09:00:00,30.54,66.2,152.0
2026-03-22,12:00:00,27.69,79.5,168.9
2026-03-22,15:00:00,28.84,77.7,99.5
2026-03-22,18:00:00,29.11,80.5,139.1
2026-03-22,21:00:00,25.47,78.5,117.8
2026-03-23,00:00:00,19.16,86.7,150.1
2026-03-23,03:00:00,23.05,85.3,111.2
2026-03-23,06:00:00,24.18,76.2,160.4
2026-03-23,09:00:00,34.73,65.4,153.7
2026-03-23,12:00:00,32.04,73.4,159.4
2026-03-23,15:00:00,25.33,78.4,131.2
2026-03-23,18:00:00,23.8,86.5,156.0
2026-03-23,21:00:00,19.53,88.7,116.1
2026-03-24,00:00:00,19.48,84.4,119.7
2026-03-24,03:00:00,26.88,81.9,160.0
2026-03-24,06:00:00,25.02,81.1,149.9
2026-03-24,09:00:00,22.61,76.1,149.7
2026-03-24,12:00:00,26.75,71.4,114.9
2026-03-24,15:00:00,27.26,66.4,118.2
2026-03-24,18:00:00,24.72,80.4,118.6
2026-03-24,21:00:00,24.78,92.4,103.2
2026-03-25,00:00:00,22.4,94.2,97.8
2026-03-25,03:00:00,24.01,82.6,107.2
2026-03-25,06:00:00,24.13,88.7,139.7
2026-03-25,09:00:00,26.73,70.9,151.1
2026-03-25,12:00:00,29.02,60.5,132.0
2026-03-25,15:00:00,24.21,63.3,114.8
2026-03-25,18:00:00,18.17,89.7,119.9
2026-03-25,21:00:00,25.0,87.2,137.3
2026-03-26,00:00:00,21.99,78.9,138.8
2026-03-26,03:00:00,19.86,82.2,148.8
2026-03-26,06:00:00,28.28,82.0,155.0
2026-03-26,09:00:00,31.11,67.1,147.5
2026-03-26,12:00:00,22.41,60.3,158.2
2026-03-26,15:00:00,28.91,82.0,138.6
2026-03-26,18:00:00,24.52,78.2,154.5
2026-03-26,21:00:00,28.59,95.2,107.3
2026-03-27,00:00:00,24.1,82.2,138.0
2026-03-27,03:00:00,23.89,89.8,125.6
2026-03-27,06:00:00,26.03,73.9,128.1
2026-03-27,09:00:00,21.87,79.1,133.5
2026-03-27,12:00:00,28.52,64.0,171.9
