data,hora,temperatura_celsius,umidade_ar_%,direcao_vento_graus
2026-07-01,00:00:00,16.72,77.7,151.6
2026-07-01,03:00:00,12.91,60.8,149.5
2026-07-01,06:00:00,17.86,54.6,173.7
2026-07-01,09:00:00,16.86,53.8,201.7
2026-07-01,12:00:00,19.92,58.4,180.1
2026-07-01,15:00:00,19.27,49.8,170.6
2026-07-01,18:00:00,20.24,67.6,159.8
2026-07-01,21:00:00,12.09,85.4,182.3
2026-07-02,00:00:00,14.1,65.9,227.1
2026-07-02,03:00:00,15.67,63.5,231.5
2026-07-02,06:00:00,20.51,60.4,213.1
2026-07-02,09:00:00,20.15,62.4,175.3
2026-07-02,12:00:00,21.06,60.3,230.4
2026-07-02,15:00:00,15.77,59.9,210.4
2026-07-02,18:00:00,14.67,61.4,153.2
2026-07-02,21:00:00,12.54,70.8,167.0
2026-07-03,00:00:00,15.07,82.5,193.7
2026-07-03,03:00:00,15.45,63.4,190.5
2026-07-03,06:00:00,16.99,74.7,181.7
2026-07-03,09:00:00,19.68,70.0,180.3
2026-07-03,12:00:00,22.26,50.6,191.8
2026-07-03,15:00:00,18.17,51.3,225.9
2026-07-03,18:00:00,17.0,73.1,206.9
2026-07-03,21:00:00,15.6,66.2,201.4
2026-07-04,00:00:00,13.15,69.8,180.5
2026-07-04,03:00:00,14.08,73.4,159.6
2026-07-04,06:00:00,17.21,72.7,175.8
2026-07-04,09:00:00,18.36,62.1,201.3
2026-07-04,12:00:00,18.27,72.5,190.0
2026-07-04,15:00:00,17.81,69.5,200.8
2026-07-04,18:00:00,17.21,75.5,182.3
2026-07-04,21:00:00,12.21,72.6,205.6
2026-07-05,00:00:00,16.38,75.3,176.6
2026-07-05,03:00:00,12.34,73.4,229.6
2026-07-05,06:00:00,17.58,65.3,142.5
2026-07-05,09:00:00,19.11,56.0,193.3
2026-07-05,12:00:00,17.49,63.7,144.8
2026-07-05,15:00:00,18.74,61.7,222.9
2026-07-05,18:00:00,13.71,73.5,208.1
2026-07-05,21:00:00,16.28,60.2,207.6
2026-07-06,00:00:00,16.93,72.6,213.5
2026-07-06,03:00:00,15.36,72.9,206.6
2026-07-06,06:00:00,18.16,58.0,211.4
2026-07-06,09:00:00,19.11,60.0,216.6
2026-07-06,12:00:00,18.83,49.0,236.3
2026-07-06,15:00:00,20.0,52.7,157.8
2026-07-06,18:00:00,18.49,66.5,201.6
2026-07-06,21:00:00,16.85,62.5,205.6
2026-07-07,00:00:00,13.95,72.7,137.6
2026-07-07,03:00:00,16.65,70.8,216.3
2026-07-07,06:00:00,16.58,64.7,152.1
2026-07-07,09:00:00,18.15,61.4,254.5
2026-07-07,12:00:00,20.94,50.7,161.9
2026-07-07,15:00:00,15.08,59.7,233.7
2026-07-07,18:00:00,15.98,65.0,217.6
2026-07-07,21:00:00,15.54,77.5,162.6
2026-07-08,00:00:00,14.66,67.8,202.4
2026-07-08,03:00:00,13.33,72.0,179.3
2026-07-08,06:00:00,14.64,68.5,221.1
2026-07-08,09:00:00,19.01,57.2,225.1
2026-07-08,12:00:00,20.8,67.3,160.0
