data,hora,temperatura_celsius,umidade_ar_%,direcao_vento_graus
2026-06-01,00:00:00,12.79,89.1,188.1
2026-06-01,03:00:00,15.3,77.1,167.4
2026-06-01,06:00:00,14.01,79.5,212.3
2026-06-01,09:00:00,14.54,67.9,205.1
2026-06-01,12:00:00,15.7,62.2,218.5
2026-06-01,15:00:00,23.24,78.9,201.5
2026-06-01,18:00:00,11.25,71.9,209.1
2026-06-01,21:00:00,11.46,83.9,243.3
2026-06-02,00:00:00,11.25,90.4,183.5
2026-06-02,03:00:00,10.57,91.2,191.6
2026-06-02,06:00:00,16.45,80.3,181.3
2026-06-02,09:00:00,20.4,76.0,204.4
2026-06-02,12:00:00,17.83,71.5,179.8
2026-06-02,15:00:00,16.17,83.1,177.9
2026-06-02,18:00:00,16.83,81.4,213.3
2026-06-02,21:00:00,15.38,80.1,163.8
2026-06-03,00:00:00,9.14,96.9,186.3
2026-06-03,03:00:00,16.23,83.3,165.2
2026-06-03,06:00:00,11.39,85.2,168.6
2026-06-03,09:00:00,17.91,79.8,163.6
2026-06-03,12:00:00,16.51,73.0,203.3
2026-06-03,15:00:00,18.28,70.3,187.9
2026-06-03,18:00:00,15.13,81.3,145.2
2026-06-03,21:00:00,8.71,77.2,179.6
2026-06-04,00:00:00,10.75,90.4,187.6
2026-06-04,03:00:00,8.82,82.6,200.4
2026-06-04,06:00:00,17.15,86.2,190.2
2026-06-04,09:00:00,17.68,83.6,206.5
2026-06-04,12:00:00,21.95,73.9,198.0
2026-06-04,15:00:00,14.21,79.6,238.0
2026-06-04,18:00:00,11.75,91.1,185.0
2026-06-04,21:00:00,15.07,81.5,204.2
2026-06-05,00:00:00,14.06,81.6,191.8
2026-06-05,03:00:00,10.94,82.8,213.3
2026-06-05,06:00:00,17.67,84.0,213.7
2026-06-05,09:00:00,15.01,79.5,196.4
2026-06-05,12:00:00,19.85,74.4,206.5
2026-06-05,15:00:00,22.93,83.3,199.0
2026-06-05,18:00:00,15.8,84.9,151.4
2026-06-05,21:00:00,14.13,72.0,161.5
2026-06-06,00:00:00,15.98,90.1,206.5
2026-06-06,03:00:00,9.67,77.3,201.2
2026-06-06,06:00:00,15.89,82.6,181.3
2026-06-06,09:00:00,16.85,77.3,170.1
2026-06-06,12:00:00,20.4,64.5,224.1
2026-06-06,15:00:00,18.16,71.1,159.7
2026-06-06,18:00:00,15.2,75.2,150.2
2026-06-06,21:00:00,14.4,83.2,177.1
2026-06-07,00:00:00,16.31,93.5,226.5
2026-06-07,03:00:00,9.85,82.9,184.5
2026-06-07,06:00:00,17.69,77.3,201.0
2026-06-07,09:00:00,19.08,81.7,214.6
2026-06-07,12:00:00,17.32,80.2,188.9
2026-06-07,15:00:00,14.24,66.2,173.0
2026-06-07,18:00:00,15.05,84.8,183.5
2026-06-07,21:00:00,10.47,78.8,165.7
2026-06-08,00:00:00,14.2,85.4,210.8
2026-06-08,03:00:00,14.62,77.2,158.6
2026-06-08,06:00:00,15.25,76.0,201.9
2026-06-08,09:00:00,17.24,65.6,242.3
2026-06-08,12:00:00,19.9,73.9,175.9
2026-06-08,15:00:00,14.64,72.6,202.7
2026-06-08,18:00:00,18.11,81.1,196.0
2026-06-08,21:00:00,14.84,91.4,181.3
2026-06-09,00:00:00,14.42,96.6,174.4
2026-06-09,03:00:00,16.13,88.7,150.5
2026-06-09,06:00:00,16.45,83.5,188.6
2026-06-09,09:00:00,19.68,81.3,206.0
2026-06-09,12:00:00,17.52,81.2,207.5
