data,hora,temperatura_celsius,velocidade_vento_ms,direcao_vento_graus
2024-11-01,00:00:00,20.5,3.19,136.9
2024-11-01,03:00:00,24.64,3.23,98.6
2024-11-01,06:00:00,21.62,2.98,104.5
2024-11-01,09:00:00,25.81,3.28,101.6
2024-11-01,12:00:00,24.91,2.67,131.3
2024-11-01,15:00:00,28.36,1.97,113.0
2024-11-01,18:00:00,29.19,3.23,139.6
2024-11-01,21:00:00,18.45,2.5,96.9
2024-11-02,00:00:00,23.42,4.37,173.0
2024-11-02,03:00:00,25.73,3.2,175.0
2024-11-02,06:00:00,25.04,2.88,122.4
2024-11-02,09:00:00,23.99,2.35,135.2
2024-11-02,12:00:00,27.38,4.11,142.1
2024-11-02,15:00:00,22.58,3.57,130.1
2024-11-02,18:00:00,24.62,3.42,134.4
2024-11-02,21:00:00,23.32,2.24,121.4
2024-11-03,00:00:00,23.35,4.96,151.6
2024-11-03,03:00:00,22.49,3.61,132.0
2024-11-03,06:00:00,22.92,3.5,98.1
2024-11-03,09:00:00,25.56,2.71,146.6
2024-11-03,12:00:00,24.33,3.93,126.1
2024-11-03,15:00:00,23.88,4.7,119.1
2024-11-03,18:00:00,22.67,2.71,134.6
2024-11-03,21:00:00,23.4,5.94,143.2
2024-11-04,00:00:00,18.21,2.56,81.4
2024-11-04,03:00:00,20.83,3.1,146.5
2024-11-04,06:00:00,22.17,3.99,142.3
2024-11-04,09:00:00,27.79,3.88,88.8
2024-11-04,12:00:00,24.21,3.07,155.2
2024-11-04,15:00:00,30.4,1.88,183.1
2024-11-04,18:00:00,23.59,3.94,144.4
2024-11-04,21:00:00,20.99,4.07,147.1
2024-11-05,00:00:00,17.89,3.82,121.7
2024-11-05,03:00:00,22.6,3.49,87.7
2024-11-05,06:00:00,22.27,4.38,158.2
2024-11-05,09:00:00,25.82,1.97,122.4
2024-11-05,12:00:00,33.21,1.53,121.3
2024-11-05,15:00:00,23.41,2.99,165.7
2024-11-05,18:00:00,20.71,3.97,105.3
2024-11-05,21:00:00,26.67,3.01,138.1
2024-11-06,00:00:00,16.48,1.92,124.1
2024-11-06,03:00:00,20.56,3.18,73.9
2024-11-06,06:00:00,23.97,1.84,78.7
2024-11-06,09:00:00,23.82,2.08,100.8
2024-11-06,12:00:00,25.31,3.24,116.6
2024-11-06,15:00:00,30.83,2.0,79.5
2024-11-06,18:00:00,21.63,3.86,140.8
2024-11-06,21:00:00,19.54,1.37,123.5
2024-11-07,00:00:00,21.29,2.9,142.2
2024-11-07,03:00:00,23.74,3.01,131.7
2024-11-07,06:00:00,23.93,1.85,183.4
2024-11-07,09:00:00,22.65,2.65,191.7
2024-11-07,12:00:00,27.92,3.44,105.8
2024-11-07,15:00:00,30.26,1.25,141.2
2024-11-07,18:00:00,26.23,3.57,142.6
2024-11-07,21:00:00,18.62,2.62,79.2
2024-11-08,00:00:00,23.22,3.32,119.5
2024-11-08,03:00:00,20.2,2.98,115.2
2024-11-08,06:00:00,20.36,3.83,143.1
2024-11-08,09:00:00,23.28,2.69,151.3
2024-11-08,12:00:00,26.22,3.07,169.4
2024-11-08,15:00:00,18.76,2.67,140.5
2024-11-08,18:00:00,25.39,3.02,126.9
2024-11-08,21:00:00,22.77,2.46,145.6
2024-11-09,00:00:00,19.44,2.75,135.2
2024-11-09,03:00:00,24.11,2.47,157.6
2024-11-09,06:00:00,19.88,3.12,114.6
2024-11-09,09:00:00,28.22,3.47,133.2
2024-11-09,12:00:00,30.73,1.66,113.0
2024-11-09,15:00:00,30.9,2.86,127.6
2024-11-09,18:00:00,23.46,2.64,85.8
2024-11-09,21:00:00,22.62,2.27,125.9
2024-11-10,00:00:00,17.38,2.01,132.5
2024-11-10,03:00:00,21.23,2.4,129.6
2024-11-10,06:00:00,28.14,2.64,90.5
2024-11-10,09:00:00,26.66,0.73,158.4
2024-11-10,12:00:00,23.81,2.91,135.1
2024-11-10,15:00:00,21.89,1.57,125.2
2024-11-10,18:00:00,26.93,1.65,117.8
2024-11-10,21:00:00,26.09,3.15,89.0
2024-11-11,00:00:00,22.23,2.53,129.0
2024-11-11,03:00:00,20.67,1.97,92.0
2024-11-11,06:00:00,23.62,0.98,141.6
2024-11-11,09:00:00,29.24,2.45,90.9
2024-11-11,12:00:00,26.11,2.13,119.4
2024-11-11,15:00:00,23.13,2.77,146.1
2024-11-11,18:00:00,15.7,1.37,137.5
2024-11-11,21:00:00,17.09,2.7,101.6
2024-11-12,00:00:00,20.87,3.66,158.1
2024-11-12,03:00:00,19.31,3.51,126.9
2024-11-12,06:00:00,25.5,3.36,131.6
2024-11-12,09:00:00,26.03,2.55,149.8
2024-11-12,12:00:00,25.86,5.0,115.8
2024-11-12,15:00:00,24.75,3.1,122.6
2024-11-12,18:00:00,23.45,2.73,148.5
2024-11-12,21:00:00,26.49,2.22,148.5
2024-11-13,00:00:00,22.32,3.05,101.3
2024-11-13,03:00:00,20.63,2.27,118.0
2024-11-13,06:00:00,23.57,2.88,99.1
2024-11-13,09:00:00,23.02,3.66,87.6
2024-11-13,12:00:00,26.72,3.85,131.5
2024-11-13,15:00:00,20.26,3.05,125.5
2024-11-13,18:00:00,27.05,2.66,137.9
2024-11-13,21:00:00,23.23,1.95,159.1
2024-11-14,00:00:00,21.07,2.72,100.2
2024-11-14,03:00:00,20.81,2.76,127.5
2024-11-14,06:00:00,24.25,2.55,129.2
2024-11-14,09:00:00,22.5,2.24,86.9
2024-11-14,12:00:00,23.07,2.3,150.5
2024-11-14,15:00:00,19.55,2.31,146.7
2024-11-14,18:00:00,21.89,2.67,122.2
2024-11-14,21:00:00,25.44,3.04,141.5
2024-11-15,00:00:00,22.97,3.82,80.7
2024-11-15,03:00:00,21.91,1.36,160.4
2024-11-15,06:00:00,29.56,4.57,141.7
2024-11-15,09:00:00,26.42,3.05,177.4
2024-11-15,12:00:00,26.26,3.58,100.6
2024-11-15,15:00:00,26.93,4.13,75.7
2024-11-15,18:00:00,24.08,4.18,137.3
2024-11-15,21:00:00,28.14,1.67,130.7
2024-11-16,00:00:00,19.02,3.03,126.5
2024-11-16,03:00:00,22.94,3.36,96.5
2024-11-16,06:00:00,22.29,2.0,138.0
2024-11-16,09:00:00,24.35,2.48,74.8
2024-11-16,12:00:00,29.29,3.77,142.2
2024-11-16,15:00:00,22.93,3.72,124.8
2024-11-16,18:00:00,24.41,1.44,131.3
2024-11-16,21:00:00,13.73,1.28,91.5
2024-11-17,00:00:00,23.34,2.58,103.8
2024-11-17,03:00:00,20.26,2.53,124.1
2024-11-17,06:00:00,25.87,2.19,146.1
2024-11-17,09:00:00,26.64,3.32,154.4
2024-11-17,12:00:00,23.68,3.05,106.1
2024-11-17,15:00:00,26.46,4.36,139.7
2024-11-17,18:00:00,22.89,3.48,188.1
2024-11-17,21:00:00,24.06,2.81,64.6
2024-11-18,00:00:00,16.92,1.32,165.5
2024-11-18,03:00:00,19.87,2.6,127.7
2024-11-18,06:00:00,23.65,3.22,132.2
2024-11-18,09:00:00,28.87,2.35,139.4
2024-11-18,12:00:00,27.93,3.33,107.8
2024-11-18,15:00:00,22.23,2.2,89.4
2024-11-18,18:00:00,19.33,3.17,131.0
2024-11-18,21:00:00,16.5,3.16,156.3
2024-11-19,00:00:00,21.52,3.67,127.5
2024-11-19,03:00:00,20.62,3.04,133.9
2024-11-19,06:00:00,26.44,3.55,127.6
2024-11-19,09:00:00,24.58,3.61,71.3
2024-11-19,12:00:00,29.53,2.54,81.4
2024-11-19,15:00:00,25.54,1.19,85.8
2024-11-19,18:00:00,28.1,2.0,106.0
2024-11-19,21:00:00,25.34,3.09,158.8
2024-11-20,00:00:00,24.45,3.39,164.5
2024-11-20,03:00:00,24.86,3.59,124.3
2024-11-20,06:00:00,27.54,3.35,135.9
2024-11-20,09:00:00,22.05,3.35,116.8
2024-11-20,12:00:00,24.6,1.55,162.5
2024-11-20,15:00:00,25.23,2.54,105.9
2024-11-20,18:00:00,20.74,3.11,171.7
2024-11-20,21:00:00,16.67,2.43,109.4
2024-11-21,00:00:00,14.74,3.87,93.8
2024-11-21,03:00:00,20.91,2.55,131.2
2024-11-21,06:00:00,27.21,3.47,70.7
2024-11-21,09:00:00,29.88,3.09,140.8
2024-11-21,12:00:00,23.61,3.51,107.8
2024-11-21,15:00:00,22.2,3.38,159.4
2024-11-21,18:00:00,24.14,1.74,70.9
2024-11-21,21:00:00,22.67,0.89,118.4
2024-11-22,00:00:00,21.03,4.22,137.4
2024-11-22,03:00:00,23.34,4.21,106.7
2024-11-22,06:00:00,25.1,3.83,88.2
2024-11-22,09:00:00,23.79,4.36,143.5
2024-11-22,12:00:00,28.21,2.36,99.0
2024-11-22,15:00:00,26.37,3.39,84.4
2024-11-22,18:00:00,18.82,2.33,131.1
2024-11-22,21:00:00,17.54,3.45,102.0
2024-11-23,00:00:00,22.13,4.33,151.1
2024-11-23,03:00:00,26.17,3.21,126.2
2024-11-23,06:00:00,19.16,5.21,109.5
2024-11-23,09:00:00,30.05,2.67,119.9
2024-11-23,12:00:00,26.32,4.06,124.0
2024-11-23,15:00:00,29.0,2.51,128.0
2024-11-23,18:00:00,21.09,1.99,125.1
2024-11-23,21:00:00,21.57,2.63,134.4
2024-11-24,00:00:00,22.39,1.89,111.7
2024-11-24,03:00:00,22.05,1.77,132.0
2024-11-24,06:00:00,26.41,3.73,92.9
2024-11-24,09:00:00,26.7,3.1,139.6
2024-11-24,12:00:00,28.05,3.82,139.9
2024-11-24,15:00:00,24.64,2.97,134.4
2024-11-24,18:00:00,26.92,3.0,163.7
2024-11-24,21:00:00,23.01,3.91,152.8
2024-11-25,00:00:00,20.98,3.63,145.5
2024-11-25,03:00:00,23.3,3.47,96.0
2024-11-25,06:00:00,23.62,4.15,106.3
2024-11-25,09:00:00,21.03,3.33,88.6
2024-11-25,12:00:00,26.23,4.67,133.8
2024-11-25,15:00:00,29.13,2.04,117.5
2024-11-25,18:00:00,20.42,2.79,89.7
2024-11-25,21:00:00,23.19,2.72,105.2
2024-11-26,00:00:00,19.39,2.79,154.0
2024-11-26,03:00:00,26.54,3.37,121.5
2024-11-26,06:00:00,24.24,2.72,139.6
2024-11-26,09:00:00,24.76,3.57,93.3
2024-11-26,12:00:00,23.09,3.32,153.1
2024-11-26,15:00:00,26.97,3.8,122.2
2024-11-26,18:00:00,20.9,4.33,141.6
2024-11-26,21:00:00,17.4,3.73,118.3
2024-11-27,00:00:00,22.76,2.77,80.9
2024-11-27,03:00:00,21.29,3.45,105.7
2024-11-27,06:00:00,27.09,0.98,103.2
2024-11-27,09:00:00,25.9,4.02,154.4
2024-11-27,12:00:00,34.37,2.66,140.7
2024-11-27,15:00:00,22.62,3.45,117.3
2024-11-27,18:00:00,24.52,4.29,95.6
2024-11-27,21:00:00,17.1,1.89,92.1
2024-11-28,00:00:00,22.14,2.42,138.5
2024-11-28,03:00:00,24.69,4.01,90.8
2024-11-28,06:00:00,19.96,2.29,144.8
2024-11-28,09:00:00,24.58,2.84,58.2
2024-11-28,12:00:00,27.74,1.68,179.7
2024-11-28,15:00:00,23.42,2.83,108.4
2024-11-28,18:00:00,20.58,3.42,110.6
2024-11-28,21:00:00,14.42,3.19,135.0
2024-11-29,00:00:00,15.4,4.53,145.8
2024-11-29,03:00:00,18.17,4.92,105.1
2024-11-29,06:00:00,25.08,2.29,101.5
2024-11-29,09:00:00,24.76,3.79,100.6
2024-11-29,12:00:00,20.85,2.25,120.0
2024-11-29,15:00:00,21.72,1.84,161.0
2024-11-29,18:00:00,20.38,4.64,100.5
2024-11-29,21:00:00,21.53,2.42,120.3
2024-11-30,00:00:00,23.46,2.64,117.3
2024-11-30,03:00:00,20.67,3.17,121.3
2024-11-30,06:00:00,22.26,2.69,156.0
2024-11-30,09:00:00,25.18,1.98,135.0
2024-11-30,12:00:00,24.46,2.9,156.1
2024-11-30,15:00:00,29.19,2.75,113.7
2024-11-30,18:00:00,24.51,2.85,158.5
2024-11-30,21:00:00,20.5,1.64,115.7
