data,hora,temperatura_celsius,temperatura_fahrenheit,temperatura_kelvin,velocidade_vento_ms,velocidade_vento_kmh,velocidade_vento_mph,direcao_vento_graus,direcao_vento_radianos
2024-09-01,00:00:00,17.43,63.37,290.58,4.81,17.32,10.76,148.9,2.598795
2024-09-01,03:00:00,18.35,65.03,291.5,0.5,1.8,1.12,159.1,2.776819
2024-09-01,06:00:00,17.37,63.27,290.52,2.94,10.58,6.58,166.8,2.911209
2024-09-01,09:00:00,19.3,66.74,292.45,3.14,11.3,7.02,207.2,3.616322
2024-09-01,12:00:00,25.92,78.66,299.07,5.68,20.45,12.71,183.4,3.200934
2024-09-01,15:00:00,19.91,67.84,293.06,3.06,11.02,6.85,159.1,2.776819
2024-09-01,18:00:00,22.73,72.91,295.88,5.33,19.19,11.92,155.4,2.712242
2024-09-01,21:00:00,14.86,58.75,288.01,4.75,17.1,10.63,190.5,3.324852
2024-09-02,00:00:00,23.66,74.59,296.81,3.34,12.02,7.47,146.3,2.553417
2024-09-02,03:00:00,16.11,61.0,289.26,2.89,10.4,6.46,166.7,2.909464
2024-09-02,06:00:00,27.6,81.68,300.75,4.3,15.48,9.62,140.2,2.446952
2024-09-02,09:00:00,23.95,75.11,297.1,0.1,0.36,0.22,167.1,2.916445
2024-09-02,12:00:00,26.68,80.02,299.83,2.56,9.22,5.73,166.5,2.905973
2024-09-02,15:00:00,18.92,66.06,292.07,2.23,8.03,4.99,124.2,2.167699
2024-09-02,18:00:00,20.05,68.09,293.2,3.17,11.41,7.09,127.6,2.22704
2024-09-02,21:00:00,19.54,67.17,292.69,2.19,7.88,4.9,108.9,1.900664
2024-09-03,00:00:00,18.59,65.46,291.74,2.28,8.21,5.1,116.8,2.038545
2024-09-03,03:00:00,19.37,66.87,292.52,3.55,12.78,7.94,136.4,2.380629
2024-09-03,06:00:00,17.43,63.37,290.58,4.5,16.2,10.07,122.9,2.14501
2024-09-03,09:00:00,22.41,72.34,295.56,4.26,15.34,9.53,139.4,2.432989
2024-09-03,12:00:00,21.35,70.43,294.5,3.12,11.23,6.98,175.0,3.054326
2024-09-03,15:00:00,18.27,64.89,291.42,2.64,9.5,5.91,146.1,2.549926
2024-09-03,18:00:00,22.3,72.14,295.45,3.98,14.33,8.9,156.7,2.734931
2024-09-03,21:00:00,23.51,74.32,296.66,1.41,5.08,3.15,137.3,2.396337
2024-09-04,00:00:00,20.0,68.0,293.15,3.1,11.16,6.93,182.9,3.192207
2024-09-04,03:00:00,22.43,72.37,295.58,1.47,5.29,3.29,180.8,3.155555
2024-09-04,06:00:00,18.6,65.48,291.75,3.78,13.61,8.46,198.8,3.469715
2024-09-04,09:00:00,20.67,69.21,293.82,4.06,14.62,9.08,122.7,2.141519
2024-09-04,12:00:00,28.46,83.23,301.61,2.76,9.94,6.17,169.1,2.951352
2024-09-04,15:00:00,22.73,72.91,295.88,5.41,19.48,12.1,170.6,2.977532
2024-09-04,18:00:00,16.1,60.98,289.25,3.51,12.64,7.85,172.7,3.014184
2024-09-04,21:00:00,19.73,67.51,292.88,4.73,17.03,10.58,136.3,2.378884
2024-09-05,00:00:00,18.8,65.84,291.95,4.0,14.4,8.95,174.9,3.052581
2024-09-05,03:00:00,13.64,56.55,286.79,6.03,21.71,13.49,205.9,3.593633
2024-09-05,06:00:00,22.51,72.52,295.66,4.33,15.59,9.69,127.3,2.221804
2024-09-05,09:00:00,18.69,65.64,291.84,3.67,13.21,8.21,156.5,2.73144
2024-09-05,12:00:00,22.97,73.35,296.12,4.15,14.94,9.28,192.9,3.36674
2024-09-05,15:00:00,24.21,75.58,297.36,4.28,15.41,9.57,180.3,3.146829
2024-09-05,18:00:00,18.44,65.19,291.59,1.62,5.83,3.62,122.8,2.143264
2024-09-05,21:00:00,17.71,63.88,290.86,3.0,10.8,6.71,145.3,2.535963
2024-09-06,00:00:00,19.15,66.47,292.3,6.51,23.44,14.56,157.7,2.752384
2024-09-06,03:00:00,24.83,76.69,297.98,4.48,16.13,10.02,167.3,2.919936
2024-09-06,06:00:00,19.57,67.23,292.72,2.73,9.83,6.11,195.1,3.405137
2024-09-06,09:00:00,22.19,71.94,295.34,4.8,17.28,10.74,134.4,2.345723
2024-09-06,12:00:00,23.92,75.06,297.07,2.99,10.76,6.69,147.8,2.579597
2024-09-06,15:00:00,23.86,74.95,297.01,3.05,10.98,6.82,168.6,2.942625
2024-09-06,18:00:00,22.67,72.81,295.82,4.59,16.52,10.27,194.1,3.387684
2024-09-06,21:00:00,17.48,63.46,290.63,1.89,6.8,4.23,116.6,2.035054
2024-09-07,00:00:00,14.81,58.66,287.96,2.75,9.9,6.15,135.1,2.35794
2024-09-07,03:00:00,16.74,62.13,289.89,3.78,13.61,8.46,169.5,2.958333
2024-09-07,06:00:00,22.39,72.3,295.54,2.42,8.71,5.41,162.4,2.834415
2024-09-07,09:00:00,21.4,70.52,294.55,0.83,2.99,1.86,159.9,2.790781
2024-09-07,12:00:00,30.38,86.68,303.53,3.76,13.54,8.41,142.2,2.481858
2024-09-07,15:00:00,24.99,76.98,298.14,2.38,8.57,5.32,136.1,2.375393
2024-09-07,18:00:00,17.72,63.9,290.87,6.06,21.82,13.56,159.4,2.782055
2024-09-07,21:00:00,18.95,66.11,292.1,6.72,24.19,15.03,167.1,2.916445
2024-09-08,00:00:00,18.18,64.72,291.33,4.6,16.56,10.29,134.4,2.345723
2024-09-08,03:00:00,16.96,62.53,290.11,2.4,8.64,5.37,192.8,3.364995
2024-09-08,06:00:00,19.32,66.78,292.47,3.23,11.63,7.23,148.8,2.59705
2024-09-08,09:00:00,18.11,64.6,291.26,3.43,12.35,7.67,121.0,2.111848
2024-09-08,12:00:00,23.97,75.15,297.12,3.56,12.82,7.96,173.6,3.029892
2024-09-08,15:00:00,20.83,69.49,293.98,8.75,31.5,19.57,154.3,2.693043
2024-09-08,18:00:00,23.27,73.89,296.42,2.05,7.38,4.59,207.0,3.612832
2024-09-08,21:00:00,20.01,68.02,293.16,1.64,5.9,3.67,189.2,3.302163
2024-09-09,00:00:00,18.88,65.98,292.03,3.32,11.95,7.43,145.1,2.532473
2024-09-09,03:00:00,20.23,68.41,293.38,4.93,17.75,11.03,213.2,3.721042
2024-09-09,06:00:00,19.04,66.27,292.19,2.07,7.45,4.63,162.7,2.839651
2024-09-09,09:00:00,18.68,65.62,291.83,5.01,18.04,11.21,165.0,2.879793
2024-09-09,12:00:00,21.1,69.98,294.25,1.81,6.52,4.05,168.0,2.932153
2024-09-09,15:00:00,20.15,68.27,293.3,1.91,6.88,4.27,134.7,2.350959
2024-09-09,18:00:00,14.11,57.4,287.26,4.77,17.17,10.67,145.8,2.54469
2024-09-09,21:00:00,21.72,71.1,294.87,1.21,4.36,2.71,186.3,3.251548
2024-09-10,00:00:00,20.66,69.19,293.81,1.91,6.88,4.27,148.4,2.590069
2024-09-10,03:00:00,15.24,59.43,288.39,3.28,11.81,7.34,138.7,2.420772
2024-09-10,06:00:00,23.12,73.62,296.27,4.11,14.8,9.19,169.2,2.953097
2024-09-10,09:00:00,22.07,71.73,295.22,2.94,10.58,6.58,153.2,2.673844
2024-09-10,12:00:00,27.32,81.18,300.47,3.82,13.75,8.55,151.2,2.638938
2024-09-10,15:00:00,20.36,68.65,293.51,2.16,7.78,4.83,143.8,2.509783
2024-09-10,18:00:00,16.08,60.94,289.23,3.67,13.21,8.21,170.9,2.982768
