data,hora,temperatura_celsius,umidade_ar_%,direcao_vento_graus
2025-06-01,00:00:00,17.5,68.2,195.8
2025-06-01,03:00:00,12.7,63.9,159.3
2025-06-01,06:00:00,18.92,71.8,164.3
2025-06-01,09:00:00,19.58,59.0,238.5
2025-06-01,12:00:00,20.34,57.3,186.8
2025-06-01,15:00:00,18.72,59.1,217.3
2025-06-01,18:00:00,16.69,74.4,221.3
2025-06-01,21:00:00,15.84,73.8,210.5
2025-06-02,00:00:00,18.72,71.3,185.0
2025-06-02,03:00:00,14.48,65.3,203.8
2025-06-02,06:00:00,14.86,66.2,211.1
2025-06-02,09:00:00,20.01,62.2,203.8
2025-06-02,12:00:00,22.7,61.2,179.3
2025-06-02,15:00:00,16.8,62.3,210.0
2025-06-02,18:00:00,22.75,66.2,206.4
2025-06-02,21:00:00,17.0,73.7,213.9
2025-06-03,00:00:00,14.12,81.0,202.8
2025-06-03,03:00:00,17.74,68.7,184.5
2025-06-03,06:00:00,18.98,70.6,205.2
2025-06-03,09:00:00,20.43,56.5,192.7
2025-06-03,12:00:00,20.68,63.1,224.2
2025-06-03,15:00:00,17.22,66.5,257.0
2025-06-03,18:00:00,18.16,60.2,200.3
2025-06-03,21:00:00,13.61,85.3,167.8
2025-06-04,00:00:00,13.21,70.5,195.5
2025-06-04,03:00:00,16.09,72.4,212.5
2025-06-04,06:00:00,17.64,64.1,201.4
2025-06-04,09:00:00,24.72,59.3,187.4
2025-06-04,12:00:00,20.05,64.8,174.5
2025-06-04,15:00:00,20.08,66.4,220.2
2025-06-04,18:00:00,15.77,67.1,238.7
2025-06-04,21:00:00,20.64,74.7,224.0
2025-06-05,00:00:00,17.92,71.3,228.7
2025-06-05,03:00:00,14.78,71.9,201.2
2025-06-05,06:00:00,18.98,62.7,217.6
2025-06-05,09:00:00,22.68,60.0,245.1
2025-06-05,12:00:00,19.56,55.7,245.1
2025-06-05,15:00:00,20.97,63.9,197.1
2025-06-05,18:00:00,19.03,67.1,219.9
2025-06-05,21:00:00,14.71,81.8,200.0
2025-06-06,00:00:00,13.34,66.2,169.3
2025-06-06,03:00:00,14.68,68.0,170.7
2025-06-06,06:00:00,15.75,67.7,245.2
2025-06-06,09:00:00,18.9,72.0,264.4
2025-06-06,12:00:00,21.09,58.6,222.5
2025-06-06,15:00:00,23.31,68.4,170.4
2025-06-06,18:00:00,14.28,63.2,161.9
2025-06-06,21:00:00,15.56,76.0,206.3
2025-06-07,00:00:00,15.97,65.8,198.2
2025-06-07,03:00:00,15.3,75.6,222.1
2025-06-07,06:00:00,17.92,71.0,239.3
2025-06-07,09:00:00,20.86,59.0,189.3
2025-06-07,12:00:00,20.45,66.4,219.8
2025-06-07,15:00:00,25.43,56.3,193.1
2025-06-07,18:00:00,22.35,70.8,159.1
2025-06-07,21:00:00,14.81,78.5,205.0
2025-06-08,00:00:00,16.94,70.0,227.0
2025-06-08,03:00:00,15.12,80.2,164.3
2025-06-08,06:00:00,18.35,70.2,230.1
2025-06-08,09:00:00,21.18,62.5,230.7
2025-06-08,12:00:00,22.64,57.9,212.1
2025-06-08,15:00:00,23.45,63.5,184.0
2025-06-08,18:00:00,18.07,61.2,193.0
2025-06-08,21:00:00,18.69,73.8,205.0
2025-06-09,00:00:00,15.49,72.0,181.7
2025-06-09,03:00:00,14.85,80.3,221.2
2025-06-09,06:00:00,19.01,55.0,230.7
2025-06-09,09:00:00,21.65,63.8,235.8
2025-06-09,12:00:00,19.07,59.4,195.8
2025-06-09,15:00:00,19.58,76.7,128.6
2025-06-09,18:00:00,19.22,66.4,220.8
2025-06-09,21:00:00,14.94,72.2,187.6
2025-06-10,00:00:00,12.73,69.1,222.2
2025-06-10,03:00:00,14.98,75.4,247.1
2025-06-10,06:00:00,17.5,65.5,267.7
2025-06-10,09:00:00,20.38,61.8,193.9
2025-06-10,12:00:00,21.07,63.3,182.1
2025-06-10,15:00:00,19.27,73.4,182.0
2025-06-10,18:00:00,21.1,68.3,189.9
2025-06-10,21:00:00,15.31,72.1,201.4
2025-06-11,00:00:00,18.85,71.8,191.2
2025-06-11,03:00:00,16.66,76.8,220.4
2025-06-11,06:00:00,16.09,65.7,194.7
2025-06-11,09:00:00,16.21,58.9,195.9
2025-06-11,12:00:00,22.05,46.5,212.7
2025-06-11,15:00:00,20.7,67.6,202.4
2025-06-11,18:00:00,19.21,55.7,208.2
2025-06-11,21:00:00,17.21,65.7,186.4
2025-06-12,00:00:00,17.07,74.5,213.9
2025-06-12,03:00:00,16.67,63.6,215.4
2025-06-12,06:00:00,19.86,61.2,170.9
2025-06-12,09:00:00,17.46,69.0,208.2
2025-06-12,12:00:00,19.51,64.0,190.8
2025-06-12,15:00:00,20.34,64.0,213.6
2025-06-12,18:00:00,18.71,66.4,194.7
2025-06-12,21:00:00,21.14,74.8,232.9
2025-06-13,00:00:00,13.81,72.6,186.1
2025-06-13,03:00:00,17.88,65.8,173.1
2025-06-13,06:00:00,18.11,75.6,175.9
2025-06-13,09:00:00,21.34,76.7,221.6
2025-06-13,12:00:00,19.62,54.6,199.6
2025-06-13,15:00:00,19.31,70.5,251.7
2025-06-13,18:00:00,20.75,69.4,216.6
2025-06-13,21:00:00,15.9,67.2,214.2
2025-06-14,00:00:00,12.06,70.0,253.9
2025-06-14,03:00:00,18.72,71.2,177.1
2025-06-14,06:00:00,14.16,67.3,185.3
2025-06-14,09:00:00,23.52,56.3,218.0
2025-06-14,12:00:00,25.1,56.9,184.6
2025-06-14,15:00:00,16.88,57.8,188.1
2025-06-14,18:00:00,15.9,67.0,183.2
2025-06-14,21:00:00,19.96,78.5,166.8
2025-06-15,00:00:00,14.91,74.0,183.5
2025-06-15,03:00:00,18.48,73.6,206.6
2025-06-15,06:00:00,20.57,73.5,212.7
2025-06-15,09:00:00,19.5,63.6,227.2
2025-06-15,12:00:00,17.63,64.7,220.3
2025-06-15,15:00:00,20.46,55.3,205.2
2025-06-15,18:00:00,16.2,69.5,143.9
2025-06-15,21:00:00,18.0,75.3,212.9
2025-06-16,00:00:00,16.04,69.8,197.7
2025-06-16,03:00:00,14.65,74.3,185.1
2025-06-16,06:00:00,19.86,70.0,233.5
2025-06-16,09:00:00,20.85,58.7,213.3
2025-06-16,12:00:00,22.6,60.1,203.3
2025-06-16,15:00:00,18.44,58.5,208.8
2025-06-16,18:00:00,17.97,59.8,191.2
2025-06-16,21:00:00,17.14,63.3,176.1
2025-06-17,00:00:00,18.6,71.8,223.4
2025-06-17,03:00:00,12.07,62.4,220.2
2025-06-17,06:00:00,22.2,59.9,177.3
2025-06-17,09:00:00,17.24,75.0,184.2
2025-06-17,12:00:00,22.24,64.1,182.3
2025-06-17,15:00:00,19.85,69.8,241.1
2025-06-17,18:00:00,18.31,69.1,176.3
2025-06-17,21:00:00,13.17,74.5,216.4
2025-06-18,00:00:00,13.99,75.5,202.3
2025-06-18,03:00:00,15.67,71.3,236.2
2025-06-18,06:00:00,18.55,63.5,203.2
2025-06-18,09:00:00,20.49,59.7,186.0
2025-06-18,12:00:00,20.54,56.5,185.3
2025-06-18,15:00:00,18.85,67.3,176.7
2025-06-18,18:00:00,19.1,61.7,176.6
2025-06-18,21:00:00,17.45,66.6,198.7
2025-06-19,00:00:00,13.9,80.4,186.3
