data,hora,temperatura_celsius,velocidade_vento_ms,direcao_vento_graus
2025-05-01,00:00:00,14.56,3.91,161.5
2025-05-01,03:00:00,17.95,3.57,174.3
2025-05-01,06:00:00,22.93,3.0,223.3
2025-05-01,09:00:00,24.16,3.6,256.6
2025-05-01,12:00:00,22.2,2.52,211.4
2025-05-01,15:00:00,21.62,3.32,189.2
2025-05-01,18:00:00,19.38,4.67,186.2
2025-05-01,21:00:00,20.49,4.39,210.7
2025-05-02,00:00:00,18.87,2.43,175.5
2025-05-02,03:00:00,16.14,2.07,112.4
2025-05-02,06:00:00,18.26,2.95,150.9
2025-05-02,09:00:00,22.55,6.36,189.3
2025-05-02,12:00:00,22.48,3.66,206.0
2025-05-02,15:00:00,21.59,2.94,177.2
2025-05-02,18:00:00,16.77,3.18,212.5
2025-05-02,21:00:00,17.93,1.42,210.6
2025-05-03,00:00:00,16.75,3.14,180.1
2025-05-03,03:00:00,19.91,3.28,153.9
2025-05-03,06:00:00,22.52,3.87,196.9
2025-05-03,09:00:00,17.91,2.96,157.4
2025-05-03,12:00:00,17.4,3.44,171.2
2025-05-03,15:00:00,22.43,2.86,213.0
2025-05-03,18:00:00,18.84,3.69,154.7
2025-05-03,21:00:00,21.6,3.53,200.8
2025-05-04,00:00:00,17.99,3.87,237.0
2025-05-04,03:00:00,18.1,3.23,188.7
2025-05-04,06:00:00,18.62,1.63,196.3
2025-05-04,09:00:00,23.7,2.09,188.3
2025-05-04,12:00:00,20.57,3.95,199.6
2025-05-04,15:00:00,18.39,4.61,157.4
2025-05-04,18:00:00,21.46,4.62,191.4
2025-05-04,21:00:00,21.3,1.51,231.2
2025-05-05,00:00:00,15.36,3.48,181.7
2025-05-05,03:00:00,21.06,2.75,183.0
2025-05-05,06:00:00,22.83,2.84,194.9
2025-05-05,09:00:00,26.22,4.84,202.0
2025-05-05,12:00:00,19.04,5.01,238.0
2025-05-05,15:00:00,24.13,2.02,161.2
2025-05-05,18:00:00,18.6,3.69,173.1
2025-05-05,21:00:00,17.5,4.29,172.2
2025-05-06,00:00:00,18.12,1.39,197.6
2025-05-06,03:00:00,20.96,3.66,195.4
2025-05-06,06:00:00,25.88,4.5,165.7
2025-05-06,09:00:00,22.55,3.01,173.0
