data,hora,temperatura_celsius,temperatura_fahrenheit,temperatura_kelvin,velocidade_vento_ms,velocidade_vento_kmh,velocidade_vento_mph,direcao_vento_graus,direcao_vento_radianos
2024-05-01,00:00:00,17.03,62.65,290.18,5.73,20.63,12.82,153.2,2.673844
2024-05-01,03:00:00,17.4,63.32,290.55,5.03,18.11,11.25,186.8,3.260275
2024-05-01,06:00:00,15.41,59.74,288.56,2.68,9.65,5.99,187.6,3.274238
2024-05-01,09:00:00,20.16,68.29,293.31,4.4,15.84,9.84,175.0,3.054326
2024-05-01,12:00:00,19.02,66.24,292.17,4.33,15.59,9.69,152.8,2.666863
2024-05-01,15:00:00,18.79,65.82,291.94,3.65,13.14,8.16,195.8,3.417355
2024-05-01,18:00:00,11.93,53.47,285.08,2.84,10.22,6.35,212.4,3.707079
2024-05-01,21:00:00,14.32,57.78,287.47,5.25,18.9,11.74,165.3,2.885029
2024-05-02,00:00:00,16.11,61.0,289.26,4.91,17.68,10.98,183.3,3.199189
2024-05-02,03:00:00,17.66,63.79,290.81,1.47,5.29,3.29,177.5,3.097959
2024-05-02,06:00:00,19.0,66.2,292.15,1.91,6.88,4.27,221.7,3.869395
2024-05-02,09:00:00,15.11,59.2,288.26,4.57,16.45,10.22,170.1,2.968805
2024-05-02,12:00:00,21.32,70.38,294.47,3.14,11.3,7.02,192.9,3.36674
2024-05-02,15:00:00,22.14,71.85,295.29,3.73,13.43,8.34,162.6,2.837905
2024-05-02,18:00:00,21.55,70.79,294.7,3.85,13.86,8.61,194.3,3.391175
2024-05-02,21:00:00,13.46,56.23,286.61,4.95,17.82,11.07,222.1,3.876376
2024-05-03,00:00:00,21.89,71.4,295.04,4.57,16.45,10.22,170.8,2.981022
2024-05-03,03:00:00,19.6,67.28,292.75,3.01,10.84,6.73,198.7,3.467969
2024-05-03,06:00:00,17.6,63.68,290.75,6.54,23.54,14.63,170.5,2.975786
2024-05-03,09:00:00,22.68,72.82,295.83,7.1,25.56,15.88,169.0,2.949606
2024-05-03,12:00:00,16.43,61.57,289.58,2.6,9.36,5.82,213.5,3.726278
2024-05-03,15:00:00,20.61,69.1,293.76,4.95,17.82,11.07,147.5,2.574361
2024-05-03,18:00:00,15.18,59.32,288.33,5.64,20.3,12.62,148.3,2.588323
2024-05-03,21:00:00,17.49,63.48,290.64,2.72,9.79,6.08,184.9,3.227114
2024-05-04,00:00:00,14.19,57.54,287.34,5.23,18.83,11.7,216.1,3.771657
2024-05-04,03:00:00,16.33,61.39,289.48,5.2,18.72,11.63,173.1,3.021165
2024-05-04,06:00:00,18.22,64.8,291.37,3.96,14.26,8.86,165.6,2.890265
2024-05-04,09:00:00,19.45,67.01,292.6,4.95,17.82,11.07,162.1,2.829179
2024-05-04,12:00:00,22.87,73.17,296.02,5.47,19.69,12.24,159.4,2.782055
2024-05-04,15:00:00,21.29,70.32,294.44,3.22,11.59,7.2,164.4,2.869321
2024-05-04,18:00:00,19.89,67.8,293.04,3.98,14.33,8.9,193.3,3.373721
2024-05-04,21:00:00,17.14,62.85,290.29,5.05,18.18,11.3,178.7,3.118903
2024-05-05,00:00:00,17.08,62.74,290.23,4.83,17.39,10.8,136.5,2.382374
2024-05-05,03:00:00,16.26,61.27,289.41,4.91,17.68,10.98,233.7,4.078834
2024-05-05,06:00:00,20.21,68.38,293.36,4.33,15.59,9.69,100.4,1.752311
2024-05-05,09:00:00,18.27,64.89,291.42,4.67,16.81,10.45,169.6,2.960078
2024-05-05,12:00:00,18.98,66.16,292.13,1.89,6.8,4.23,201.1,3.509857
2024-05-05,15:00:00,18.69,65.64,291.84,4.23,15.23,9.46,179.5,3.132866
2024-05-05,18:00:00,12.97,55.35,286.12,4.71,16.96,10.54,230.5,4.022984
2024-05-05,21:00:00,19.45,67.01,292.6,6.29,22.64,14.07,148.9,2.598795
2024-05-06,00:00:00,12.37,54.27,285.52,2.29,8.24,5.12,174.0,3.036873
2024-05-06,03:00:00,12.92,55.26,286.07,4.75,17.1,10.63,215.0,3.752458
2024-05-06,06:00:00,17.94,64.29,291.09,2.02,7.27,4.52,173.4,3.026401
2024-05-06,09:00:00,16.94,62.49,290.09,5.99,21.56,13.4,230.7,4.026475
2024-05-06,12:00:00,23.64,74.55,296.79,6.07,21.85,13.58,210.6,3.675663
2024-05-06,15:00:00,16.94,62.49,290.09,3.22,11.59,7.2,138.6,2.419026
2024-05-06,18:00:00,15.53,59.95,288.68,3.5,12.6,7.83,185.8,3.242822
2024-05-06,21:00:00,13.37,56.07,286.52,5.74,20.66,12.84,160.7,2.804744
2024-05-07,00:00:00,13.56,56.41,286.71,5.94,21.38,13.29,194.8,3.399901
2024-05-07,03:00:00,14.84,58.71,287.99,3.32,11.95,7.43,203.4,3.55
