data,hora,temperatura_celsius,temperatura_fahrenheit,temperatura_kelvin,velocidade_vento_ms,velocidade_vento_kmh,velocidade_vento_mph,direcao_vento_graus,direcao_vento_radianos
2024-01-01,00:00:00,26.1,78.98,299.25,5.82,20.95,13.02,98.8,1.724385
2024-01-01,03:00:00,23.56,74.41,296.71,3.77,13.57,8.43,70.9,1.237438
2024-01-01,06:00:00,31.39,88.5,304.54,1.9,6.84,4.25,76.8,1.340413
2024-01-01,09:00:00,32.8,91.04,305.95,2.49,8.96,5.57,83.0,1.448623
2024-01-01,12:00:00,26.85,80.33,300.0,2.01,7.24,4.5,101.3,1.768019
2024-01-01,15:00:00,31.86,89.35,305.01,2.6,9.36,5.82,91.4,1.595231
2024-01-01,18:00:00,26.39,79.5,299.54,2.97,10.69,6.64,101.8,1.776745
2024-01-01,21:00:00,29.02,84.24,302.17,6.31,22.72,14.12,111.5,1.946042
2024-01-02,00:00:00,24.5,76.1,297.65,4.11,14.8,9.19,88.5,1.544616
2024-01-02,03:00:00,22.14,71.85,295.29,3.03,10.91,6.78,99.4,1.734857
2024-01-02,06:00:00,23.86,74.95,297.01,2.9,10.44,6.49,135.3,2.36143
2024-01-02,09:00:00,30.89,87.6,304.04,5.75,20.7,12.86,121.6,2.12232
2024-01-02,12:00:00,26.53,79.75,299.68,2.97,10.69,6.64,112.2,1.958259
2024-01-02,15:00:00,36.32,97.38,309.47,6.18,22.25,13.82,99.5,1.736603
2024-01-02,18:00:00,27.8,82.04,300.95,2.71,9.76,6.06,124.6,2.17468
2024-01-02,21:00:00,23.77,74.79,296.92,3.02,10.87,6.76,84.0,1.466077
2024-01-03,00:00:00,23.39,74.1,296.54,2.89,10.4,6.46,155.9,2.720968
2024-01-03,03:00:00,22.21,71.98,295.36,4.38,15.77,9.8,120.0,2.094395
2024-01-03,06:00:00,27.79,82.02,300.94,2.12,7.63,4.74,119.4,2.083923
2024-01-03,09:00:00,23.09,73.56,296.24,3.2,11.52,7.16,97.1,1.694715
2024-01-03,12:00:00,29.43,84.97,302.58,5.34,19.22,11.95,72.7,1.268854
2024-01-03,15:00:00,28.96,84.13,302.11,3.85,13.86,8.61,100.0,1.745329
2024-01-03,18:00:00,24.73,76.51,297.88,3.52,12.67,7.87,107.8,1.881465
2024-01-03,21:00:00,29.41,84.94,302.56,1.48,5.33,3.31,102.4,1.787217
2024-01-04,00:00:00,21.34,70.41,294.49,0.25,0.9,0.56,81.9,1.429425
2024-01-04,03:00:00,23.73,74.71,296.88,3.94,14.18,8.81,83.6,1.459095
2024-01-04,06:00:00,27.93,82.27,301.08,5.39,19.4,12.06,49.7,0.867429
2024-01-04,09:00:00,27.65,81.77,300.8,3.98,14.33,8.9,65.7,1.146681
2024-01-04,12:00:00,32.5,90.5,305.65,5.65,20.34,12.64,81.9,1.429425
2024-01-04,15:00:00,28.29,82.92,301.44,6.19,22.28,13.85,108.9,1.900664
2024-01-04,18:00:00,31.44,88.59,304.59,2.37,8.53,5.3,88.6,1.546362
2024-01-04,21:00:00,26.97,80.55,300.12,6.59,23.72,14.74,109.2,1.9059
2024-01-05,00:00:00,26.34,79.41,299.49,2.81,10.12,6.29,92.6,1.616175
2024-01-05,03:00:00,20.2,68.36,293.35,5.81,20.92,13.0,97.8,1.706932
2024-01-05,06:00:00,25.9,78.62,299.05,1.01,3.64,2.26,113.5,1.980949
2024-01-05,09:00:00,27.33,81.19,300.48,2.42,8.71,5.41,60.6,1.05767
2024-01-05,12:00:00,26.18,79.12,299.33,3.74,13.46,8.37,102.9,1.795944
2024-01-05,15:00:00,32.19,89.94,305.34,3.01,10.84,6.73,105.9,1.848304
2024-01-05,18:00:00,27.61,81.7,300.76,3.73,13.43,8.34,83.1,1.450369
2024-01-05,21:00:00,23.79,74.82,296.94,3.34,12.02,7.47,91.0,1.58825
2024-01-06,00:00:00,26.31,79.36,299.46,3.3,11.88,7.38,105.9,1.848304
2024-01-06,03:00:00,22.33,72.19,295.48,3.51,12.64,7.85,75.3,1.314233
2024-01-06,06:00:00,28.68,83.62,301.83,0.58,2.09,1.3,99.0,1.727876
2024-01-06,09:00:00,31.46,88.63,304.61,4.64,16.7,10.38,96.0,1.675516
2024-01-06,12:00:00,24.91,76.84,298.06,6.26,22.54,14.0,107.3,1.872738
2024-01-06,15:00:00,23.85,74.93,297.0,3.38,12.17,7.56,84.9,1.481785
2024-01-06,18:00:00,28.6,83.48,301.75,3.58,12.89,8.01,91.2,1.59174
2024-01-06,21:00:00,29.25,84.65,302.4,3.95,14.22,8.84,118.0,2.059489
2024-01-07,00:00:00,22.41,72.34,295.56,4.64,16.7,10.38,99.0,1.727876
2024-01-07,03:00:00,25.23,77.41,298.38,2.51,9.04,5.61,147.5,2.574361
2024-01-07,06:00:00,21.9,71.42,295.05,5.37,19.33,12.01,82.8,1.445133
2024-01-07,09:00:00,24.25,75.65,297.4,2.21,7.96,4.94,98.1,1.712168
2024-01-07,12:00:00,25.79,78.42,298.94,5.67,20.41,12.68,86.5,1.50971
2024-01-07,15:00:00,28.0,82.4,301.15,3.12,11.23,6.98,77.6,1.354375
2024-01-07,18:00:00,22.35,72.23,295.5,4.73,17.03,10.58,95.1,1.659808
2024-01-07,21:00:00,23.96,75.13,297.11,5.49,19.76,12.28,94.9,1.656317
2024-01-08,00:00:00,25.49,77.88,298.64,4.13,14.87,9.24,107.9,1.88321
2024-01-08,03:00:00,27.05,80.69,300.2,3.23,11.63,7.23,68.6,1.197296
2024-01-08,06:00:00,25.04,77.07,298.19,3.18,11.45,7.11,48.4,0.844739
2024-01-08,09:00:00,34.07,93.33,307.22,6.74,24.26,15.08,109.7,1.914626
2024-01-08,12:00:00,29.32,84.78,302.47,2.65,9.54,5.93,124.0,2.164208
2024-01-08,15:00:00,25.9,78.62,299.05,4.44,15.98,9.93,67.4,1.176352
2024-01-08,18:00:00,26.48,79.66,299.63,1.01,3.64,2.26,68.9,1.202532
2024-01-08,21:00:00,27.12,80.82,300.27,0.66,2.38,1.48,82.5,1.439897
2024-01-09,00:00:00,26.32,79.38,299.47,3.63,13.07,8.12,73.8,1.288053
2024-01-09,03:00:00,22.04,71.67,295.19,4.54,16.34,10.16,121.0,2.111848
2024-01-09,06:00:00,27.58,81.64,300.73,2.31,8.32,5.17,95.3,1.663299
2024-01-09,09:00:00,30.44,86.79,303.59,3.82,13.75,8.55,94.2,1.6441
2024-01-09,12:00:00,31.09,87.96,304.24,2.38,8.57,5.32,83.2,1.452114
2024-01-09,15:00:00,22.55,72.59,295.7,2.54,9.14,5.68,100.6,1.755801
2024-01-09,18:00:00,26.66,79.99,299.81,4.83,17.39,10.8,138.9,2.424262
2024-01-09,21:00:00,23.96,75.13,297.11,4.05,14.58,9.06,113.0,1.972222
2024-01-10,00:00:00,24.19,75.54,297.34,3.06,11.02,6.85,76.7,1.338668
2024-01-10,03:00:00,25.48,77.86,298.63,5.94,21.38,13.29,139.3,2.431244
2024-01-10,06:00:00,23.7,74.66,296.85,4.79,17.24,10.71,104.7,1.82736
2024-01-10,09:00:00,26.32,79.38,299.47,1.3,4.68,2.91,86.2,1.504474
2024-01-10,12:00:00,33.26,91.87,306.41,1.05,3.78,2.35,161.4,2.816961
2024-01-10,15:00:00,28.32,82.98,301.47,1.49,5.36,3.33,121.6,2.12232
2024-01-10,18:00:00,24.41,75.94,297.56,3.26,11.74,7.29,150.7,2.630211
2024-01-10,21:00:00,20.01,68.02,293.16,2.38,8.57,5.32,124.8,2.178171
2024-01-11,00:00:00,29.21,84.58,302.36,0.72,2.59,1.61,112.9,1.970477
2024-01-11,03:00:00,30.97,87.75,304.12,2.2,7.92,4.92,104.1,1.816888
2024-01-11,06:00:00,27.03,80.65,300.18,3.27,11.77,7.31,128.5,2.242748
2024-01-11,09:00:00,29.12,84.42,302.27,1.17,4.21,2.62,107.1,1.869248
2024-01-11,12:00:00,30.3,86.54,303.45,6.0,21.6,13.42,110.6,1.930334
2024-01-11,15:00:00,30.26,86.47,303.41,4.66,16.78,10.42,104.3,1.820378
2024-01-11,18:00:00,28.17,82.71,301.32,4.05,14.58,9.06,71.2,1.242674
2024-01-11,21:00:00,23.06,73.51,296.21,2.87,10.33,6.42,73.7,1.286308
2024-01-12,00:00:00,25.1,77.18,298.25,1.84,6.62,4.12,62.3,1.08734
2024-01-12,03:00:00,21.37,70.47,294.52,6.14,22.1,13.73,99.0,1.727876
2024-01-12,06:00:00,24.66,76.39,297.81,4.12,14.83,9.22,87.3,1.523672
2024-01-12,09:00:00,27.01,80.62,300.16,3.12,11.23,6.98,100.1,1.747075
2024-01-12,12:00:00,18.77,65.79,291.92,3.75,13.5,8.39,148.1,2.584833
2024-01-12,15:00:00,32.57,90.63,305.72,3.19,11.48,7.14,91.4,1.595231
2024-01-12,18:00:00,30.18,86.32,303.33,3.65,13.14,8.16,59.7,1.041962
2024-01-12,21:00:00,30.58,87.04,303.73,4.09,14.72,9.15,103.4,1.80467
2024-01-13,00:00:00,27.12,80.82,300.27,2.3,8.28,5.14,116.4,2.031563
2024-01-13,03:00:00,25.73,78.31,298.88,1.97,7.09,4.41,69.6,1.214749
2024-01-13,06:00:00,24.0,75.2,297.15,6.97,25.09,15.59,98.3,1.715659
2024-01-13,09:00:00,32.82,91.08,305.97,7.02,25.27,15.7,67.0,1.169371
