data,hora,temperatura_celsius,temperatura_fahrenheit,temperatura_kelvin,velocidade_vento_ms,velocidade_vento_kmh,velocidade_vento_mph,direcao_vento_graus,direcao_vento_radianos
2026-12-01,00:00:00,19.76,67.57,292.91,2.28,8.21,5.1,128.9,2.249729
2026-12-01,03:00:00,23.6,74.48,296.75,4.47,16.09,10.0,112.0,1.954769
2026-12-01,06:00:00,23.68,74.62,296.83,2.5,9.0,5.59,152.4,2.659882
2026-12-01,09:00:00,25.76,78.37,298.91,3.36,12.1,7.52,127.5,2.225295
2026-12-01,12:00:00,24.84,76.71,297.99,5.84,21.02,13.06,157.5,2.748894
2026-12-01,15:00:00,26.64,79.95,299.79,4.69,16.88,10.49,149.1,2.602286
2026-12-01,18:00:00,24.9,76.82,298.05,5.85,21.06,13.09,112.3,1.960005
2026-12-01,21:00:00,25.37,77.67,298.52,4.82,17.35,10.78,165.1,2.881539
2026-12-02,00:00:00,22.62,72.72,295.77,4.31,15.52,9.64,128.9,2.249729
2026-12-02,03:00:00,25.33,77.59,298.48,2.97,10.69,6.64,120.5,2.103122
2026-12-02,06:00:00,18.1,64.58,291.25,0.73,2.63,1.63,132.6,2.314307
2026-12-02,09:00:00,22.42,72.36,295.57,4.56,16.42,10.2,146.1,2.549926
2026-12-02,12:00:00,25.78,78.4,298.93,3.24,11.66,7.25,124.8,2.178171
2026-12-02,15:00:00,25.05,77.09,298.2,3.53,12.71,7.9,76.6,1.336922
2026-12-02,18:00:00,21.83,71.29,294.98,1.32,4.75,2.95,119.7,2.089159
2026-12-02,21:00:00,25.9,78.62,299.05,3.15,11.34,7.05,73.9,1.289798
2026-12-03,00:00:00,18.02,64.44,291.17,3.63,13.07,8.12,85.3,1.488766
2026-12-03,03:00:00,27.97,82.35,301.12,3.71,13.36,8.3,113.8,1.986185
2026-12-03,06:00:00,30.91,87.64,304.06,2.5,9.0,5.59,152.2,2.656391
2026-12-03,09:00:00,29.23,84.61,302.38,4.6,16.56,10.29,105.6,1.843068
2026-12-03,12:00:00,23.95,75.11,297.1,6.01,21.64,13.44,92.4,1.612684
2026-12-03,15:00:00,20.56,69.01,293.71,3.75,13.5,8.39,94.4,1.647591
2026-12-03,18:00:00,22.98,73.36,296.13,0.95,3.42,2.13,133.2,2.324779
2026-12-03,21:00:00,24.78,76.6,297.93,3.96,14.26,8.86,130.9,2.284636
2026-12-04,00:00:00,23.32,73.98,296.47,3.07,11.05,6.87,134.0,2.338741
2026-12-04,03:00:00,20.95,69.71,294.1,3.77,13.57,8.43,101.6,1.773255
2026-12-04,06:00:00,21.92,71.46,295.07,3.12,11.23,6.98,146.4,2.555162
2026-12-04,09:00:00,27.88,82.18,301.03,4.62,16.63,10.33,111.9,1.953023
2026-12-04,12:00:00,31.12,88.02,304.27,2.3,8.28,5.14,108.1,1.886701
2026-12-04,15:00:00,33.38,92.08,306.53,3.9,14.04,8.72,134.8,2.352704
2026-12-04,18:00:00,22.28,72.1,295.43,2.65,9.54,5.93,82.6,1.441642
2026-12-04,21:00:00,22.74,72.93,295.89,1.23,4.43,2.75,105.4,1.839577
2026-12-05,00:00:00,17.99,64.38,291.14,1.38,4.97,3.09,110.8,1.933825
2026-12-05,03:00:00,25.54,77.97,298.69,2.88,10.37,6.44,113.8,1.986185
2026-12-05,06:00:00,27.88,82.18,301.03,3.61,13.0,8.08,125.4,2.188643
2026-12-05,09:00:00,24.2,75.56,297.35,3.21,11.56,7.18,88.4,1.542871
2026-12-05,12:00:00,24.71,76.48,297.86,4.07,14.65,9.1,128.1,2.235767
2026-12-05,15:00:00,26.1,78.98,299.25,3.01,10.84,6.73,133.4,2.328269
2026-12-05,18:00:00,24.67,76.41,297.82,2.33,8.39,5.21,135.0,2.356194
2026-12-05,21:00:00,21.34,70.41,294.49,3.6,12.96,8.05,140.4,2.450442
2026-12-06,00:00:00,22.21,71.98,295.36,3.44,12.38,7.7,166.7,2.909464
2026-12-06,03:00:00,23.05,73.49,296.2,4.32,15.55,9.66,116.1,2.026327
2026-12-06,06:00:00,26.66,79.99,299.81,1.89,6.8,4.23,110.3,1.925098
2026-12-06,09:00:00,29.54,85.17,302.69,2.59,9.32,5.79,121.4,2.11883
2026-12-06,12:00:00,28.2,82.76,301.35,2.57,9.25,5.75,86.0,1.500983
2026-12-06,15:00:00,24.42,75.96,297.57,2.88,10.37,6.44,125.9,2.19737
2026-12-06,18:00:00,29.1,84.38,302.25,3.95,14.22,8.84,93.1,1.624902
2026-12-06,21:00:00,22.53,72.55,295.68,2.41,8.68,5.39,118.5,2.068215
2026-12-07,00:00:00,21.69,71.04,294.84,4.42,15.91,9.89,87.6,1.528908
2026-12-07,03:00:00,28.24,82.83,301.39,2.75,9.9,6.15,68.8,1.200787
2026-12-07,06:00:00,28.37,83.07,301.52,2.65,9.54,5.93,128.1,2.235767
