data,hora,temperatura_celsius,temperatura_fahrenheit,temperatura_kelvin,velocidade_vento_ms,velocidade_vento_kmh,velocidade_vento_mph,direcao_vento_graus,direcao_vento_radianos
2024-07-01,00:00:00,14.36,57.85,287.51,5.42,19.51,12.12,175.9,3.070034
2024-07-01,03:00:00,11.96,53.53,285.11,5.47,19.69,12.24,199.6,3.483677
2024-07-01,06:00:00,9.33,48.79,282.48,5.01,18.04,11.21,207.8,3.626794
2024-07-01,09:00:00,9.74,49.53,282.89,4.82,17.35,10.78,214.9,3.750713
2024-07-01,12:00:00,17.04,62.67,290.19,4.59,16.52,10.27,166.5,2.905973
2024-07-01,15:00:00,17.41,63.34,290.56,1.75,6.3,3.91,193.5,3.377212
2024-07-01,18:00:00,13.69,56.64,286.84,4.36,15.7,9.75,194.7,3.398156
2024-07-01,21:00:00,12.66,54.79,285.81,3.55,12.78,7.94,261.6,4.565781
2024-07-02,00:00:00,13.15,55.67,286.3,5.89,21.2,13.18,181.6,3.169518
2024-07-02,03:00:00,13.75,56.75,286.9,6.05,21.78,13.53,245.7,4.288274
2024-07-02,06:00:00,15.08,59.14,288.23,4.35,15.66,9.73,248.3,4.333653
2024-07-02,09:00:00,17.41,63.34,290.56,7.03,25.31,15.73,211.5,3.691371
2024-07-02,12:00:00,14.27,57.69,287.42,5.32,19.15,11.9,212.7,3.712315
2024-07-02,15:00:00,16.52,61.74,289.67,6.57,23.65,14.7,152.2,2.656391
2024-07-02,18:00:00,17.1,62.78,290.25,7.0,25.2,15.66,190.5,3.324852
2024-07-02,21:00:00,10.01,50.02,283.16,5.34,19.22,11.95,196.3,3.426081
2024-07-03,00:00:00,12.06,53.71,285.21,5.24,18.86,11.72,178.2,3.110177
2024-07-03,03:00:00,12.19,53.94,285.34,4.28,15.41,9.57,216.5,3.778638
2024-07-03,06:00:00,14.81,58.66,287.96,6.68,24.05,14.94,183.8,3.207915
2024-07-03,09:00:00,17.07,62.73,290.22,8.14,29.3,18.21,211.3,3.687881
2024-07-03,12:00:00,14.5,58.1,287.65,4.78,17.21,10.69,230.3,4.019493
2024-07-03,15:00:00,12.83,55.09,285.98,4.98,17.93,11.14,190.8,3.330088
2024-07-03,18:00:00,11.7,53.06,284.85,4.53,16.31,10.13,204.7,3.572689
2024-07-03,21:00:00,14.56,58.21,287.71,2.74,9.86,6.13,181.7,3.171263
2024-07-04,00:00:00,10.9,51.62,284.05,4.2,15.12,9.4,168.2,2.935644
2024-07-04,03:00:00,13.23,55.81,286.38,4.31,15.52,9.64,218.0,3.804818
2024-07-04,06:00:00,15.84,60.51,288.99,5.34,19.22,11.95,173.0,3.01942
2024-07-04,09:00:00,20.18,68.32,293.33,6.54,23.54,14.63,221.2,3.860668
2024-07-04,12:00:00,17.18,62.92,290.33,3.88,13.97,8.68,179.9,3.139847
2024-07-04,15:00:00,20.17,68.31,293.32,5.41,19.48,12.1,217.3,3.7926
2024-07-04,18:00:00,12.24,54.03,285.39,3.17,11.41,7.09,187.3,3.269002
2024-07-04,21:00:00,15.94,60.69,289.09,3.83,13.79,8.57,217.7,3.799582
2024-07-05,00:00:00,13.07,55.53,286.22,5.33,19.19,11.92,195.9,3.4191
2024-07-05,03:00:00,8.44,47.19,281.59,3.87,13.93,8.66,190.0,3.316126
2024-07-05,06:00:00,13.86,56.95,287.01,1.92,6.91,4.29,219.3,3.827507
2024-07-05,09:00:00,17.0,62.6,290.15,3.7,13.32,8.28,205.4,3.584906
2024-07-05,12:00:00,13.11,55.6,286.26,7.16,25.78,16.02,184.3,3.216642
2024-07-05,15:00:00,17.05,62.69,290.2,5.27,18.97,11.79,184.7,3.223623
2024-07-05,18:00:00,13.48,56.26,286.63,3.83,13.79,8.57,155.3,2.710496
2024-07-05,21:00:00,16.53,61.75,289.68,5.97,21.49,13.35,160.3,2.797763
2024-07-06,00:00:00,9.27,48.69,282.42,3.83,13.79,8.57,175.2,3.057817
2024-07-06,03:00:00,14.67,58.41,287.82,6.11,22.0,13.67,195.4,3.410373
2024-07-06,06:00:00,11.59,52.86,284.74,4.25,15.3,9.51,158.3,2.762856
2024-07-06,09:00:00,10.25,50.45,283.4,6.55,23.58,14.65,167.2,2.918191
2024-07-06,12:00:00,14.89,58.8,288.04,5.04,18.14,11.27,197.8,3.452261
2024-07-06,15:00:00,16.07,60.93,289.22,4.77,17.17,10.67,219.6,3.832743
2024-07-06,18:00:00,16.36,61.45,289.51,6.59,23.72,14.74,193.4,3.375467
2024-07-06,21:00:00,13.27,55.89,286.42,5.72,20.59,12.8,228.7,3.991568
2024-07-07,00:00:00,13.08,55.54,286.23,4.66,16.78,10.42,198.6,3.466224
2024-07-07,03:00:00,13.48,56.26,286.63,5.46,19.66,12.21,172.4,3.008948
2024-07-07,06:00:00,14.74,58.53,287.89,6.54,23.54,14.63,203.4,3.55
2024-07-07,09:00:00,15.03,59.05,288.18,6.49,23.36,14.52,206.7,3.607596
2024-07-07,12:00:00,14.89,58.8,288.04,6.18,22.25,13.82,200.1,3.492404
2024-07-07,15:00:00,17.89,64.2,291.04,3.25,11.7,7.27,199.6,3.483677
2024-07-07,18:00:00,14.85,58.73,288.0,6.93,24.95,15.5,180.3,3.146829
2024-07-07,21:00:00,13.16,55.69,286.31,3.29,11.84,7.36,196.1,3.422591
2024-07-08,00:00:00,11.75,53.15,284.9,8.23,29.63,18.41,245.0,4.276057
2024-07-08,03:00:00,9.25,48.65,282.4,5.67,20.41,12.68,210.0,3.665191
2024-07-08,06:00:00,8.68,47.62,281.83,6.53,23.51,14.61,220.7,3.851942
2024-07-08,09:00:00,17.15,62.87,290.3,4.01,14.44,8.97,198.3,3.460988
2024-07-08,12:00:00,11.33,52.39,284.48,5.58,20.09,12.48,170.9,2.982768
2024-07-08,15:00:00,12.94,55.29,286.09,3.85,13.86,8.61,210.1,3.666937
2024-07-08,18:00:00,10.7,51.26,283.85,6.42,23.11,14.36,185.7,3.241076
2024-07-08,21:00:00,12.16,53.89,285.31,5.29,19.04,11.83,203.3,3.548254
2024-07-09,00:00:00,8.36,47.05,281.51,5.0,18.0,11.18,206.8,3.609341
2024-07-09,03:00:00,11.78,53.2,284.93,4.31,15.52,9.64,239.4,4.178318
2024-07-09,06:00:00,14.48,58.06,287.63,3.44,12.38,7.7,190.3,3.321362
2024-07-09,09:00:00,17.06,62.71,290.21,4.28,15.41,9.57,184.4,3.218387
