data,hora,temperatura_celsius,umidade_ar_%,direcao_vento_graus
2024-04-01,00:00:00,24.91,75.5,168.0
2024-04-01,03:00:00,18.95,83.2,204.6
2024-04-01,06:00:00,22.66,60.0,196.6
2024-04-01,09:00:00,28.87,73.8,194.7
2024-04-01,12:00:00,23.27,66.5,191.4
2024-04-01,15:00:00,21.76,67.7,183.9
2024-04-01,18:00:00,19.96,76.0,146.4
2024-04-01,21:00:00,22.24,76.1,165.6
2024-04-02,00:00:00,21.39,72.6,197.3
2024-04-02,03:00:00,22.72,86.1,125.5
2024-04-02,06:00:00,22.46,70.3,190.6
2024-04-02,09:00:00,23.19,73.7,169.1
2024-04-02,12:00:00,25.39,73.6,147.6
2024-04-02,15:00:00,20.34,77.1,159.6
2024-04-02,18:00:00,29.67,69.3,183.1
2024-04-02,21:00:00,23.48,67.6,176.0
2024-04-03,00:00:00,20.9,76.1,162.6
2024-04-03,03:00:00,19.99,81.2,172.9
2024-04-03,06:00:00,23.23,84.8,201.3
2024-04-03,09:00:00,25.8,64.8,135.5
2024-04-03,12:00:00,22.04,77.2,165.9
2024-04-03,15:00:00,22.15,66.2,137.9
2024-04-03,18:00:00,25.81,71.9,186.2
2024-04-03,21:00:00,18.17,74.6,164.3
2024-04-04,00:00:00,19.48,78.6,184.4
2024-04-04,03:00:00,19.9,80.4,172.7
2024-04-04,06:00:00,25.24,63.8,131.4
2024-04-04,09:00:00,21.81,64.2,156.1
2024-04-04,12:00:00,19.2,71.0,138.5
2024-04-04,15:00:00,20.62,76.1,172.7
2024-04-04,18:00:00,22.86,73.7,162.4
2024-04-04,21:00:00,22.1,78.6,178.8
2024-04-05,00:00:00,20.23,83.1,173.1
2024-04-05,03:00:00,19.74,75.8,178.0
2024-04-05,06:00:00,20.7,80.3,151.9
2024-04-05,09:00:00,23.91,63.8,197.3
2024-04-05,12:00:00,29.68,72.7,146.8
2024-04-05,15:00:00,23.31,70.2,151.3
2024-04-05,18:00:00,20.0,74.7,175.1
2024-04-05,21:00:00,23.13,73.1,135.9
2024-04-06,00:00:00,19.14,75.7,185.7
2024-04-06,03:00:00,22.47,96.7,115.2
2024-04-06,06:00:00,22.14,75.1,145.5
2024-04-06,09:00:00,23.28,75.5,174.3
2024-04-06,12:00:00,25.51,71.3,176.6
2024-04-06,15:00:00,25.63,76.4,149.5
2024-04-06,18:00:00,21.0,76.9,196.8
2024-04-06,21:00:00,20.94,83.8,200.5
2024-04-07,00:00:00,17.61,88.8,187.8
2024-04-07,03:00:00,16.44,86.1,174.6
2024-04-07,06:00:00,21.54,68.2,145.4
2024-04-07,09:00:00,25.23,71.4,163.6
2024-04-07,12:00:00,28.37,70.3,173.3
2024-04-07,15:00:00,27.49,74.6,198.0
2024-04-07,18:00:00,26.11,73.0,152.6
2024-04-07,21:00:00,25.74,86.7,186.8
2024-04-08,00:00:00,20.11,82.2,189.4
2024-04-08,03:00:00,17.08,88.8,163.6
2024-04-08,06:00:00,22.55,84.7,181.9
2024-04-08,09:00:00,23.71,68.5,169.0
2024-04-08,12:00:00,24.26,73.6,173.9
2024-04-08,15:00:00,25.13,67.6,157.5
2024-04-08,18:00:00,26.4,79.8,201.3
2024-04-08,21:00:00,20.52,74.7,175.7
2024-04-09,00:00:00,18.55,77.1,134.3
2024-04-09,03:00:00,22.78,99,130.6
2024-04-09,06:00:00,25.38,81.9,182.4
2024-04-09,09:00:00,24.12,75.6,165.9
2024-04-09,12:00:00,27.54,64.8,121.4
2024-04-09,15:00:00,26.31,81.1,171.6
2024-04-09,18:00:00,20.61,78.6,144.3
2024-04-09,21:00:00,16.91,71.3,176.4
2024-04-10,00:00:00,23.68,82.4,175.2
2024-04-10,03:00:00,18.3,82.6,156.2
2024-04-10,06:00:00,23.81,68.6,161.6
2024-04-10,09:00:00,23.24,67.6,171.0
2024-04-10,12:00:00,27.81,71.5,200.8
2024-04-10,15:00:00,23.16,67.7,129.3
2024-04-10,18:00:00,24.39,74.5,113.2
2024-04-10,21:00:00,20.83,85.6,203.9
2024-04-11,00:00:00,18.77,71.7,176.9
2024-04-11,03:00:00,22.99,82.1,179.3
2024-04-11,06:00:00,21.36,61.1,170.8
2024-04-11,09:00:00,24.02,74.5,142.7
2024-04-11,12:00:00,27.13,66.2,177.1
2024-04-11,15:00:00,24.21,75.1,185.3
2024-04-11,18:00:00,21.1,79.3,183.8
2024-04-11,21:00:00,18.79,77.7,166.1
2024-04-12,00:00:00,20.07,79.6,185.3
2024-04-12,03:00:00,21.17,72.2,153.5
2024-04-12,06:00:00,22.23,72.1,111.3
2024-04-12,09:00:00,20.07,77.6,186.5
2024-04-12,12:00:00,27.55,68.9,150.9
2024-04-12,15:00:00,22.06,80.2,170.3
2024-04-12,18:00:00,23.1,67.9,169.7
2024-04-12,21:00:00,23.73,69.6,161.0
2024-04-13,00:00:00,15.83,79.6,168.3
2024-04-13,03:00:00,16.06,74.8,152.5
2024-04-13,06:00:00,22.95,72.1,184.9
2024-04-13,09:00:00,23.53,61.0,186.0
2024-04-13,12:00:00,25.82,65.2,189.9
2024-04-13,15:00:00,27.06,67.4,144.0
2024-04-13,18:00:00,22.47,76.5,162.5
2024-04-13,21:00:00,21.35,88.0,137.6
2024-04-14,00:00:00,23.76,76.6,185.2
2024-04-14,03:00:00,21.37,82.7,207.6
2024-04-14,06:00:00,21.84,76.8,177.7
2024-04-14,09:00:00,26.1,76.8,170.7
2024-04-14,12:00:00,25.66,52.7,106.5
2024-04-14,15:00:00,22.11,81.6,177.9
2024-04-14,18:00:00,19.84,73.1,180.2
2024-04-14,21:00:00,20.99,80.9,192.3
2024-04-15,00:00:00,20.79,79.5,115.1
2024-04-15,03:00:00,23.7,81.0,161.9
2024-04-15,06:00:00,24.47,79.3,178.1
2024-04-15,09:00:00,25.26,68.6,178.2
2024-04-15,12:00:00,18.12,62.4,160.7
2024-04-15,15:00:00,24.03,67.0,186.7
2024-04-15,18:00:00,23.06,63.1,151.3
2024-04-15,21:00:00,16.03,73.1,162.6
2024-04-16,00:00:00,18.57,95.3,200.7
2024-04-16,03:00:00,16.14,77.3,171.2
2024-04-16,06:00:00,27.32,75.3,175.3
2024-04-16,09:00:00,23.52,60.9,144.8
2024-04-16,12:00:00,22.17,77.2,171.3
2024-04-16,15:00:00,23.41,57.5,141.8
2024-04-16,18:00:00,20.25,69.9,204.6
2024-04-16,21:00:00,24.69,83.5,115.3
2024-04-17,00:00:00,23.74,86.2,198.1
2024-04-17,03:00:00,17.08,91.9,144.1
2024-04-17,06:00:00,20.56,84.2,165.6
2024-04-17,09:00:00,28.64,63.5,155.3
2024-04-17,12:00:00,19.88,85.4,176.9
2024-04-17,15:00:00,24.57,61.4,170.1
2024-04-17,18:00:00,25.95,78.7,155.5
2024-04-17,21:00:00,22.55,76.8,126.1
2024-04-18,00:00:00,16.57,84.4,154.7
2024-04-18,03:00:00,23.08,78.9,132.0
2024-04-18,06:00:00,20.77,78.1,191.1
2024-04-18,09:00:00,21.22,71.1,166.2
2024-04-18,12:00:00,24.3,73.6,170.4
2024-04-18,15:00:00,25.35,69.0,204.5
2024-04-18,18:00:00,17.95,77.8,149.1
2024-04-18,21:00:00,19.83,77.0,208.4
2024-04-19,00:00:00,21.48,89.8,156.8
2024-04-19,03:00:00,21.2,70.1,178.8
2024-04-19,06:00:00,18.79,73.6,136.6
2024-04-19,09:00:00,26.98,68.2,170.1
2024-04-19,12:00:00,27.65,74.0,164.7
2024-04-19,15:00:00,27.48,54.8,145.9
2024-04-19,18:00:00,19.88,78.0,151.7
2024-04-19,21:00:00,17.92,70.7,166.4
2024-04-20,00:00:00,23.96,78.1,202.0
2024-04-20,03:00:00,17.7,78.6,196.6
2024-04-20,06:00:00,21.23,78.5,182.0
2024-04-20,09:00:00,21.63,71.5,142.1
2024-04-20,12:00:00,24.06,64.1,160.4
2024-04-20,15:00:00,23.62,72.6,187.1
2024-04-20,18:00:00,26.01,75.0,180.5
2024-04-20,21:00:00,17.33,73.1,191.8
2024-04-21,00:00:00,23.28,82.1,149.3
2024-04-21,03:00:00,19.09,70.5,159.8
2024-04-21,06:00:00,25.27,67.9,160.5
2024-04-21,09:00:00,16.53,68.0,172.1
